formid,source_plugin,editor_id,quest_name,classification,stage_count,journal_stage_count,completion_stages,objective_count,evidence_summary,notes
ccbgssse001-fish.esm:0009EB,ccbgssse001-fish.esm,ccBGSSSE001_Fish_MQ2,Caught in the Rain,candidate-proposed,8,5,200|210,8,direct_mcp_review=ok; source=ccbgssse001-fish.esm; stages=8; journal_stages=10|20|21|200|210; completion_stages=200|210; objectives=8,Direct one-shot player act proposed for owner review.
ccbgssse001-fish.esm:0009EC,ccbgssse001-fish.esm,ccBGSSSE001_Misc_Falkreath,Clear-Headed,candidate-proposed,11,8,200,8,direct_mcp_review=ok; source=ccbgssse001-fish.esm; stages=11; journal_stages=0|20|30|40|45|50|70|200; completion_stages=200; objectives=8,Direct one-shot player act proposed for owner review.
ccbgssse001-fish.esm:000AD6,ccbgssse001-fish.esm,ccBGSSSE001_Misc_Dwarven,Beneath Bronze Waters,candidate-proposed,13,10,300,8,direct_mcp_review=ok; source=ccbgssse001-fish.esm; stages=13; journal_stages=0|5|10|20|30|40|90|100|101|300; completion_stages=300; objectives=8,Direct one-shot player act proposed for owner review.
ccbgssse001-fish.esm:000B98,ccbgssse001-fish.esm,ccBGSSSE001_Radiant_1,Stocking Up,repeatable-silent,8,7,200,9,direct_mcp_review=ok; source=ccbgssse001-fish.esm; stages=8; journal_stages=0|10|11|12|13|200|250; completion_stages=200; objectives=9,Repeatable/radiant fishing task; excluded from one-shot reaction eligibility.
ccbgssse001-fish.esm:000C2F,ccbgssse001-fish.esm,ccBGSSSE001_Radiant_2,Further Study,repeatable-silent,8,7,200,9,direct_mcp_review=ok; source=ccbgssse001-fish.esm; stages=8; journal_stages=0|10|11|12|13|200|250; completion_stages=200; objectives=9,Repeatable/radiant fishing task; excluded from one-shot reaction eligibility.
ccbgssse001-fish.esm:000C8C,ccbgssse001-fish.esm,ccBGSSSE001_Radiant_3,Rubbish Retrieval,repeatable-silent,6,5,200,4,direct_mcp_review=ok; source=ccbgssse001-fish.esm; stages=6; journal_stages=0|10|50|60|200; completion_stages=200; objectives=4,Repeatable/radiant fishing task; excluded from one-shot reaction eligibility.
ccbgssse001-fish.esm:000E56,ccbgssse001-fish.esm,ccBGSSSE001_RadiantQuests,Radiant Quests Handler,structural-silent,0,0,,0,direct_mcp_review=ok; source=ccbgssse001-fish.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control or NPC-only record; no discrete player-act row.
ccbgssse001-fish.esm:000E5D,ccbgssse001-fish.esm,ccBGSSSE001_Misc_WhiterunPartOne,Heart of Gold,candidate-proposed,5,3,200,3,direct_mcp_review=ok; source=ccbgssse001-fish.esm; stages=5; journal_stages=0|20|200; completion_stages=200; objectives=3,Direct one-shot player act proposed for owner review.
ccbgssse001-fish.esm:000F15,ccbgssse001-fish.esm,ccBGSSSE001_MudcrabAllyQuest,Charmed Mudcrab Quest,structural-silent,0,0,,0,direct_mcp_review=ok; source=ccbgssse001-fish.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control or NPC-only record; no discrete player-act row.
ccbgssse001-fish.esm:000F4E,ccbgssse001-fish.esm,ccBGSSSE001_FishPlaqueQuest,Fish Plaque Handler Quest,structural-silent,0,0,,0,direct_mcp_review=ok; source=ccbgssse001-fish.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control or NPC-only record; no discrete player-act row.
ccbgssse001-fish.esm:033A55,ccbgssse001-fish.esm,ccBGSSSE001_DialogueDetectQuest,Dialogue Detect Quest,structural-silent,0,0,,0,direct_mcp_review=ok; source=ccbgssse001-fish.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control or NPC-only record; no discrete player-act row.
ccbgssse001-fish.esm:033A57,ccbgssse001-fish.esm,ccBGSSSE001_FishingSystemQuest,Fishing System Quest,structural-silent,0,0,,0,direct_mcp_review=ok; source=ccbgssse001-fish.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control or NPC-only record; no discrete player-act row.
ccbgssse001-fish.esm:0D1017,ccbgssse001-fish.esm,ccBGSSSE001_FishingFollowerIdleQuest,Fishing System Follower Idle Quest,structural-silent,1,0,,0,direct_mcp_review=ok; source=ccbgssse001-fish.esm; stages=1; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control or NPC-only record; no discrete player-act row.
ccbgssse001-fish.esm:1223C7,ccbgssse001-fish.esm,ccBGSSSE001_PersistentDialogueQuest,Always Available Dialogue Quest,structural-silent,0,0,,0,direct_mcp_review=ok; source=ccbgssse001-fish.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control or NPC-only record; no discrete player-act row.
ccbgssse001-fish.esm:131759,ccbgssse001-fish.esm,ccBGSSSE001_DecorationDialogue,House Decoration Dialogue,structural-silent,0,0,,0,direct_mcp_review=ok; source=ccbgssse001-fish.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control or NPC-only record; no discrete player-act row.
ccbgssse025-advdsgs.esm:000912,ccbgssse025-advdsgs.esm,ccBGSSSE025_QuestA,Balance of Power,candidate-proposed,22,21,2000,20,direct_mcp_review=ok; source=ccbgssse025-advdsgs.esm; stages=22; journal_stages=100|200|300|400|420|425|430|440|450|455|460|500|520|525|530|540|550|555|560|900|2000; completion_stages=2000; objectives=20,Direct one-shot player act proposed for owner review.
ccbgssse025-advdsgs.esm:000913,ccbgssse025-advdsgs.esm,ccBGSSSE025_QuestB,Restoring Order,candidate-proposed,6,6,200,5,direct_mcp_review=ok; source=ccbgssse025-advdsgs.esm; stages=6; journal_stages=0|10|20|30|40|200; completion_stages=200; objectives=5,Direct one-shot player act proposed for owner review.
ccbgssse025-advdsgs.esm:000C4B,ccbgssse025-advdsgs.esm,ccBGSSSE025_MiscQuest_GSDSGearBook,Golden and Dark Smithing,candidate-proposed,4,0,200,2,direct_mcp_review=ok; source=ccbgssse025-advdsgs.esm; stages=4; journal_stages=none; completion_stages=200; objectives=2,Direct one-shot player act proposed for owner review.
ccbgssse025-advdsgs.esm:000C4D,ccbgssse025-advdsgs.esm,ccBGSSSE025_MiscQuest_AmberMadnessGear,Amber and Madness Smithing,candidate-proposed,7,0,20,4,direct_mcp_review=ok; source=ccbgssse025-advdsgs.esm; stages=7; journal_stages=none; completion_stages=20; objectives=4,Direct one-shot player act proposed for owner review.
ccbgssse025-advdsgs.esm:0010BE,ccbgssse025-advdsgs.esm,ccBGSSSE025_ElytraPetAdoption_Mania,(absent),structural-silent,1,0,,0,direct_mcp_review=ok; source=ccbgssse025-advdsgs.esm; stages=1; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control or NPC-only record; no discrete player-act row.
ccbgssse025-advdsgs.esm:0010BF,ccbgssse025-advdsgs.esm,ccBGSSSE025_MiscQuest_Nerveshatter,Nerveshatter,candidate-proposed,9,0,200,6,direct_mcp_review=ok; source=ccbgssse025-advdsgs.esm; stages=9; journal_stages=none; completion_stages=200; objectives=6,Direct one-shot player act proposed for owner review.
ccbgssse025-advdsgs.esm:0010C0,ccbgssse025-advdsgs.esm,ccBGSSSE025_ElytraPetAcquisition_Dementia,My Pet Elytra (Dementia),candidate-proposed,5,0,25,1,direct_mcp_review=ok; source=ccbgssse025-advdsgs.esm; stages=5; journal_stages=none; completion_stages=25; objectives=1,Direct one-shot player act proposed for owner review.
ccbgssse025-advdsgs.esm:0010C1,ccbgssse025-advdsgs.esm,ccBGSSSE025_RareCuriosIntegration,(absent),structural-silent,1,0,,0,direct_mcp_review=ok; source=ccbgssse025-advdsgs.esm; stages=1; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control or NPC-only record; no discrete player-act row.
ccbgssse025-advdsgs.esm:0010C2,ccbgssse025-advdsgs.esm,ccBGSSSE025_ElytraPetAdoption_Dementia,(absent),structural-silent,1,0,,0,direct_mcp_review=ok; source=ccbgssse025-advdsgs.esm; stages=1; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control or NPC-only record; no discrete player-act row.
ccbgssse025-advdsgs.esm:0010C3,ccbgssse025-advdsgs.esm,ccBGSSSE025_ElytraPetAcquisition_Mania,My Pet Elytra (Mania),candidate-proposed,5,0,,1,direct_mcp_review=ok; source=ccbgssse025-advdsgs.esm; stages=5; journal_stages=none; completion_stages=none; objectives=1,Direct one-shot player act proposed for owner review.
ccbgssse025-advdsgs.esm:0819B5,ccbgssse025-advdsgs.esm,ccBGSSSE025_PostQuestCourier,(absent),structural-silent,2,0,,0,direct_mcp_review=ok; source=ccbgssse025-advdsgs.esm; stages=2; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control or NPC-only record; no discrete player-act row.
ccbgssse025-advdsgs.esm:198277,ccbgssse025-advdsgs.esm,ccBGSSSE025_StaadaQuest,Staada Quest,approved-route-adapter,8,0,300,2,direct_mcp_review=ok; source=ccbgssse025-advdsgs.esm; stages=8; journal_stages=none; completion_stages=300; objectives=2,"Owner-approved item-aware s300 adapter maps amber gift to s301 and sword gift to s302; physical s310 owns refusal; post_readback=ok."
ccbgssse025-advdsgs.esm:198278,ccbgssse025-advdsgs.esm,ccBGSSSE025_PostQuestCourierStaada,(absent),structural-silent,2,0,,0,direct_mcp_review=ok; source=ccbgssse025-advdsgs.esm; stages=2; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control or NPC-only record; no discrete player-act row.
ccbgssse025-advdsgs.esm:21BD5F,ccbgssse025-advdsgs.esm,ccBGSSSE025_WIKillSaintLeader,"Revenge, Hired Thugs",structural-silent,4,0,,0,direct_mcp_review=ok; source=ccbgssse025-advdsgs.esm; stages=4; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control or NPC-only record; no discrete player-act row.
ccbgssse025-advdsgs.esm:21BD60,ccbgssse025-advdsgs.esm,ccBGSSSE025_WEWIKillSaintsLeader,WIKill06 Enable and Move Thugs,structural-silent,2,0,,0,direct_mcp_review=ok; source=ccbgssse025-advdsgs.esm; stages=2; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control or NPC-only record; no discrete player-act row.
ccbgssse025-advdsgs.esm:21BD6C,ccbgssse025-advdsgs.esm,ccBGSSSE025_WEWIKillSeducersLeader,WIKill06 Enable and Move Thugs,structural-silent,2,0,,0,direct_mcp_review=ok; source=ccbgssse025-advdsgs.esm; stages=2; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control or NPC-only record; no discrete player-act row.
ccbgssse025-advdsgs.esm:21BD6D,ccbgssse025-advdsgs.esm,ccBGSSSE025_WIKillSeducerLeader,"Revenge, Hired Thugs",structural-silent,4,0,,0,direct_mcp_review=ok; source=ccbgssse025-advdsgs.esm; stages=4; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control or NPC-only record; no discrete player-act row.
ccbgssse037-curios.esl:00084D,ccbgssse037-curios.esl,ccBGSSSE037_RareCuriosQuest,Rare Curios,structural-silent,1,0,,0,direct_mcp_review=ok; source=ccbgssse037-curios.esl; stages=1; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control or NPC-only record; no discrete player-act row.
ccqdrsse001-survivalmode.esl:000855,ccqdrsse001-survivalmode.esl,Survival_HeatSourceLocatorQuest,Heat Source Locator,structural-silent,0,0,,0,direct_mcp_review=ok; source=ccqdrsse001-survivalmode.esl; stages=0; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control or NPC-only record; no discrete player-act row.
ccqdrsse001-survivalmode.esl:000894,ccqdrsse001-survivalmode.esl,Survival_NeedHungerQuest,Hunger,structural-silent,0,0,,0,direct_mcp_review=ok; source=ccqdrsse001-survivalmode.esl; stages=0; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control or NPC-only record; no discrete player-act row.
ccqdrsse001-survivalmode.esl:000895,ccqdrsse001-survivalmode.esl,Survival_HeatCheckQuest,Heat Source Check,structural-silent,0,0,,0,direct_mcp_review=ok; source=ccqdrsse001-survivalmode.esl; stages=0; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control or NPC-only record; no discrete player-act row.
ccqdrsse001-survivalmode.esl:000896,ccqdrsse001-survivalmode.esl,Survival_NeedColdQuest,Cold,structural-silent,0,0,,0,direct_mcp_review=ok; source=ccqdrsse001-survivalmode.esl; stages=0; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control or NPC-only record; no discrete player-act row.
ccqdrsse001-survivalmode.esl:000897,ccqdrsse001-survivalmode.esl,Survival_PlayerInfoQuest,Player Info and General Gameplay Penalties,structural-silent,0,0,,0,direct_mcp_review=ok; source=ccqdrsse001-survivalmode.esl; stages=0; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control or NPC-only record; no discrete player-act row.
ccqdrsse001-survivalmode.esl:000898,ccqdrsse001-survivalmode.esl,SurvivalModeMainQuest,Survival Mode Main Quest,structural-silent,0,0,,0,direct_mcp_review=ok; source=ccqdrsse001-survivalmode.esl; stages=0; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control or NPC-only record; no discrete player-act row.
ccqdrsse001-survivalmode.esl:000899,ccqdrsse001-survivalmode.esl,Survival_NeedExhaustionQuest,Exhaustion,structural-silent,0,0,,0,direct_mcp_review=ok; source=ccqdrsse001-survivalmode.esl; stages=0; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control or NPC-only record; no discrete player-act row.
ccqdrsse001-survivalmode.esl:0008C5,ccqdrsse001-survivalmode.esl,Survival_UIMovementUpdateQuest,UI Movement Update Quest,structural-silent,0,0,,0,direct_mcp_review=ok; source=ccqdrsse001-survivalmode.esl; stages=0; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control or NPC-only record; no discrete player-act row.
ccqdrsse001-survivalmode.esl:00091A,ccqdrsse001-survivalmode.esl,Survival_PlayerTalkingQuest,(absent),structural-silent,0,0,,0,direct_mcp_review=ok; source=ccqdrsse001-survivalmode.esl; stages=0; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control or NPC-only record; no discrete player-act row.
