"editor_id","quest_name","outcome_stage","outcome","act_tags","citation","formid","evidence_tier","branch_note"
"Favor013","A Few Words with You","20","Intervened in a local dispute on a citizen's behalf and reported back.","civic_service","Skyrim.esm direct QUST read: objectives: Talk to <Alias.ShortName=Target> about <Alias.ShortName=Questgiver>; Tell <Alias.ShortName=Questgiver> that <Alias.ShortName=Target> is taken care of; s20 CompleteQuest. RUNTIME-VERIFY.","Skyrim.esm:0CA209","B","REPEATABLE-ELIGIBLE: stage-safe; daily hard cap owns repetition."
"Favor110","Rare Gifts","200","Delivered a requested rare gift to a citizen.","civic_service","Skyrim.esm direct QUST read: objectives: Bring one <Alias=QuestItem> to <Alias.ShortName=QuestGiver>; s200. RUNTIME-VERIFY.","Skyrim.esm:0CA439","C","REPEATABLE-ELIGIBLE: stage-safe; daily hard cap owns repetition."
"BQ04","Bounty: Dragon","200","Killed a dragon under a hold bounty and collected the reward.","uphold_law_justice,kill_honorable_combat","Skyrim.esm direct QUST read: objectives: Kill the dragon located at <Alias=BountyLocation>; Collect bounty from <Alias=Steward>; Collect bounty from <Alias=Jarl>; s200. RUNTIME-VERIFY.","Skyrim.esm:0CBA9A","C","REPEATABLE-ELIGIBLE: stage-safe; daily hard cap owns repetition."
"FreeformWindhelmA","Delivery","200","Completed a delivery for a Windhelm resident.","civic_service","Skyrim.esm direct QUST read: objectives: Deliver the <Alias=QuestItem> to <Alias=Target>; s200. RUNTIME-VERIFY.","Skyrim.esm:0CD882","C",""
"MGRitual04","Restoration Ritual Spell","200","Passed the Augur's trial and earned master Restoration knowledge.","disciplined_study","Skyrim.esm direct QUST read: s200 journal: I've passed the Augur's test, and have been granted the Bane of the Undead spell..","Skyrim.esm:0CD987","A",""
"dunFrostmereCryptQST","The Pale Lady","100","Banished the Pale Lady from Frostmere Crypt.","slay_undead","Skyrim.esm direct QUST read: objectives: (Optional) Learn more about the theft in Frostmere Crypt; Follow Kyr and Ra'jirr into the tunnels; Find the stolen sword; Banish the Pale Lady; s100. RUNTIME-VERIFY.","Skyrim.esm:0CF915","C",""
"SolitudeFreeform04","Delivery","200","Completed a delivery for a Solitude resident.","civic_service","Skyrim.esm direct QUST read: objectives: Deliver the <Alias=QuestItem> to <Alias=Target>; s200. RUNTIME-VERIFY.","Skyrim.esm:0D055D","C",""
"MGRitual05","Alteration Ritual Spell","200","Collected dragon heartscales and enabled Tolfdir's master Alteration research.","disciplined_study","Skyrim.esm direct QUST read: s200 journal: I've assisted Tolfdir in his research by collecting dragon heartscales, which he needed to figure out a new Alteration spell. As a reward for helping him, he's given me the first copy of the tome..","Skyrim.esm:0D0755","A",""
"MQ103","Bleak Falls Barrow","190","Recovered the Dragonstone map of ancient dragon burial sites and delivered it to Farengar.","disciplined_study,civic_service","Skyrim.esm direct QUST read: s190 journal: Farengar Secret-Fire, Jarl Balgruuf's court wizard, asked me to retrieve a Dragonstone from Bleak Falls Barrow, a stone tablet that he believes contains a map of ancient dragon burial sites. He hopes this will help him understand how and why dragons are returning to Tamriel. He was pleased when I returned with it, and promised that the Jarl will reward me for my efforts..","Skyrim.esm:0D0800","A","RETROSPECTIVE-REPAIR: replaces or narrows unsafe existing mapping."
"T01DegaineFavor","T01DegaineFavor","200","Stole the Dibella statue from her temple for Degaine.","theft_burglary","Skyrim.esm direct QUST read: objectives: Steal the statue in the Temple of Dibella; Bring the statue to Degaine; s200. RUNTIME-VERIFY.","Skyrim.esm:0D45F4","C",""
"CW01A","Joining the Legion","200","Completed the Legion's proving task and swore the Imperial oath.","serve_empire_order,keep_oath,prove_by_struggle,kill_honorable_combat","Skyrim.esm direct QUST read: objectives: Clear out Fort Hraggstad; Report to Legate Rikke; Take the oath; s200 CompleteQuest. RUNTIME-VERIFY.","Skyrim.esm:0D517A","B","RETROSPECTIVE-REPAIR: replaces or narrows unsafe existing mapping."
"CW01B","Joining the Stormcloaks","200","Completed the Stormcloak proving task and swore the rebel oath.","defy_tyranny_talos,keep_oath,prove_by_struggle,kill_honorable_combat","Skyrim.esm direct QUST read: objectives: Kill the Ice Wraith; Return to Galmar; Take the oath; s200 CompleteQuest. RUNTIME-VERIFY.","Skyrim.esm:0E2D29","B","RETROSPECTIVE-REPAIR: replaces or narrows unsafe existing mapping."
"FreeformFalkreathQuest03B","Dark Ancestor","200","Destroyed the vampire Vighar.","slay_undead","Skyrim.esm direct QUST read: objectives: Destroy the vampire Vighar; s200 CompleteQuest. RUNTIME-VERIFY.","Skyrim.esm:0D6986","B",""
"SolitudeFreeform06","The Spiced Wine","200","Persuaded Vittoria Vici to release the delayed spiced-wine shipment.","civic_service,honest_labor_trade","Skyrim.esm direct QUST read: objectives: Convince <Alias=Target> to release the Spiced Wine shipment; Tell <Alias.ShortName=Questgiver> that <Alias.ShortName=Target> agreed to release the shipment; s200. RUNTIME-VERIFY.","Skyrim.esm:0D69FB","C",""
"FreeformCaravansA","Amulet of the Moon","20","Recovered a Khajiit caravan's Amulet of the Moon.","restore_cultural_relic,civic_service","Skyrim.esm direct QUST read: objectives: Find the <Alias=QuestItem> inside <Alias=Dungeon>; Return the <Alias=QuestItem> to <Alias.ShortName=QuestGiver>; s20 CompleteQuest. RUNTIME-VERIFY.","Skyrim.esm:0D9393","B",""
"BardsCollegeLute","Finn's Lute","200","Recovered Finn's stolen lute and returned it to the Bards College.","aesthetic_devotion,restore_cultural_relic","Skyrim.esm direct QUST read: objectives: Find Finn's Lute; Give Finn's Lute to Inge; s200 CompleteQuest. RUNTIME-VERIFY.","Skyrim.esm:0D93FA","B","RETROSPECTIVE-REPAIR: replaces or narrows unsafe existing mapping."
"BardsCollegeFlute","Pantea's Flute","200","Recovered Pantea's flute and returned it to the Bards College.","aesthetic_devotion,restore_cultural_relic","Skyrim.esm direct QUST read: objectives: Find Pantea's Flute; Return Pantea's Flute; s200 CompleteQuest. RUNTIME-VERIFY.","Skyrim.esm:0D9431","B","RETROSPECTIVE-REPAIR: replaces or narrows unsafe existing mapping."
"BardsCollegeDrum","Rjorn's Drum","200","Recovered Rjorn's legendary drum and returned it to the Bards College.","aesthetic_devotion,restore_cultural_relic","Skyrim.esm direct QUST read: objectives: Find Rjorn's Drum; Give Rjorn's Drum to Giraud; s200 CompleteQuest. RUNTIME-VERIFY.","Skyrim.esm:0D944F","B","RETROSPECTIVE-REPAIR: replaces or narrows unsafe existing mapping."
"FreeformIvarstead01","Lifting the Shroud","200","Investigated Shroud Hearth Barrow and brought Wyndelius's journal to Wilhelm.","civic_service","Skyrim.esm direct QUST read: objectives: Investigate Shroud Hearth Barrow; Bring Wyndelius's Journal to Wilhelm; s200 CompleteQuest. RUNTIME-VERIFY.","Skyrim.esm:0D9B63","B",""
"FreeformIvarstead02","The Straw that Broke","200","Located Reyda's remains and returned her necklace to Narfi.","honor_the_dead,civic_service","Skyrim.esm direct QUST read: objectives: Ask Wilhelm about Reyda; Locate Reyda's remains; Bring Reyda's Necklace to Narfi; s200 CompleteQuest. RUNTIME-VERIFY.","Skyrim.esm:0D9B64","B",""
"FreeformIvarstead03","Grin and Bear It","200","Gathered bear pelts for Temba Wide-Arms.","the_hunt,civic_service","Skyrim.esm direct QUST read: objectives: Gather 10 bear pelts for Temba Wide-Arms  (<Global=FFI03BearCount>/<Global=FFI03BearTotal>); Return to Temba Wide-Arms; s200 CompleteQuest. RUNTIME-VERIFY.","Skyrim.esm:0D9B65","B",""
"FreeformIvarstead04","Climb the Steps","200","Carried Klimmek's supplies up to High Hrothgar.","civic_service","Skyrim.esm direct QUST read: objectives: Bring the supplies to High Hrothgar; Return to Klimmek; s200 CompleteQuest. RUNTIME-VERIFY.","Skyrim.esm:0D9B66","B",""
"MGR21","Shalidor's Insights","200","Recovered Shalidor's writings for Urag's continuing research.","disciplined_study","Skyrim.esm direct QUST read: s200 journal: Urag gro-Shub asked me to bring him more of the writings of the Arch-Mage Shalidor. I was able to find another copy, and have brought it to him. He will translate it as soon as he's able, and then we'll see what we can learn from it..","Skyrim.esm:0E0E04","A","REPEATABLE-ELIGIBLE: stage-safe; daily hard cap owns repetition."
"CR14","Dragon Seekers","100","Accompanied a Companion to a dragon den and slew the dragon together.","kill_honorable_combat,prove_by_struggle","Skyrim.esm direct QUST read: objectives: Kill the dragon at <Alias=Den>; Talk to <Alias.ShortName=Questgiver>; s100 CompleteQuest.","Skyrim.esm:0E3156","A","REPEATABLE-ELIGIBLE: stage-safe; daily hard cap owns repetition."
"FreeformSarethiFarm","Smooth Jazbay","200","Gathered Jazbay grapes for Avrusa Sarethi.","civic_service","Skyrim.esm direct QUST read: objectives: Find 20 Jazbay (<Global=FFSarethi01JazCount>/<Global=FFSarethi01JazTotal>); Bring the Jazbay to Avrusa Sarethi; s200 CompleteQuest. RUNTIME-VERIFY.","Skyrim.esm:0E3308","B",""
"FreeformSkyhavenTempleA","Rebuilding the Blades","50","Rebuilt the Blades by recruiting three followers into Sky Haven Temple.","restore_faction_home","Skyrim.esm direct QUST read: objectives: Bring a follower to Delphine; Bring a follower to Delphine; Bring a follower to Delphine; Ask Esbern about dragon lairs; s50. Direct INFO/VMAD deep read confirms the player-facing outcome. RUNTIME-VERIFY.","Skyrim.esm:0E38C9","B","RETROSPECTIVE-REPAIR: replaces or narrows unsafe existing mapping."
"FreeformSkyHavenTempleB","Dragon Hunting","100","Hunted and killed a dragon alongside the rebuilt Blades.","kill_honorable_combat,protect_the_weak","Skyrim.esm direct QUST read: objectives: Kill the Dragon in <Alias=DragonLair>; Return to Esbern; s100. RUNTIME-VERIFY.","Skyrim.esm:0E3E67","C","REPEATABLE-ELIGIBLE: stage-safe; daily hard cap owns repetition."
"FreeformMerryfairFarm","Bow to the Master","200","Recovered Dravin's bow and returned it to him.","civic_service","Skyrim.esm direct QUST read: objectives: Retrieve Dravin's Bow; Return Dravin's Bow; s200 CompleteQuest. RUNTIME-VERIFY.","Skyrim.esm:0E3E9B","B",""
"FreeformHeartwoodMill","Flight or Fight","200","Found Leifnarr and carried news of his death back to his family.","honor_the_dead,civic_service","Skyrim.esm direct QUST read: objectives: Report Leifnarr's death to his family; Find Leifnarr; Return to Grosta; s200 CompleteQuest. RUNTIME-VERIFY.","Skyrim.esm:0E3EA5","B",""
"FreeformShorsStone01","Mine or Yours","200","Cleared Redbelly Mine of spiders so Shor's Stone could survive and reopen the mine.","defend_kin_home,civic_service","Skyrim.esm direct QUST read: objectives: Clear Redbelly Mine of spiders; Return to Filnjar; s200 CompleteQuest. Direct INFO/VMAD deep read confirms the player-facing outcome.","Skyrim.esm:0E49E7","A","RETROSPECTIVE-REPAIR: replaces or narrows unsafe existing mapping."
"dunGauldursonQST","Forbidden Legend","150","Reforged and recovered the lost Gauldur Amulet.","restore_cultural_relic","Skyrim.esm direct QUST read: s150 journal: Long ago, the Archmage Gauldur was murdered by his three sons, who stole his amulet of power and divided it among themselves. I defeated the undead brothers, located the fragments of the shattered amulet, and forged it anew in Gauldur's tomb.. RUNTIME-VERIFY.","Skyrim.esm:0E4D31","C",""
"FreeformSkyHavenTempleD","Dragon Research","100","Delivered dragon bones and scales for Esbern's research.","disciplined_study,civic_service","Skyrim.esm direct QUST read: objectives: Bring a Dragon Scale and a Dragon Bone to Esbern; s100. Direct INFO/VMAD deep read confirms the player-facing outcome. RUNTIME-VERIFY.","Skyrim.esm:0E6DF1","C","RETROSPECTIVE-REPAIR: replaces or narrows unsafe existing mapping."
"FreeformHighHrothgarA","The Words of Power","20","Recovered a Word of Power at the Greybeards' direction.","disciplined_study","Skyrim.esm direct QUST read: objectives: Find the Word of Power in <Alias=Dungeon>; s20. RUNTIME-VERIFY.","Skyrim.esm:0E76DE","C","REPEATABLE-ELIGIBLE: stage-safe; daily hard cap owns repetition."
"SolitudeFreeform07","Elisif's Tribute","200","Placed Elisif's tribute at the Shrine of Talos in memory of her husband.","defy_tyranny_talos,honor_the_dead","Skyrim.esm direct QUST read: objectives: Take <Alias=Item> to the Shrine of Talos for <Alias=Questgiver>.; Talk to Elisif; s200. RUNTIME-VERIFY.","Skyrim.esm:0E77BA","C",""
"SolitudeFreeform01","No News is Good News","200","Found news of a Solitude resident's missing daughter and reported it to her mother.","civic_service","Skyrim.esm direct QUST read: objectives: Ask <Alias.ShortName=Target> for information about <Alias.ShortName=Questgiver>'s daughter.; Tell <Alias.ShortName=Questgiver> what <Alias.ShortName=Target> said.; s200 CompleteQuest. RUNTIME-VERIFY.","Skyrim.esm:0E8BD7","B",""
"dunRebelsCairnQST","dunRebelsCairnQST","30","Unlocked Red Eagle's tomb, defeated the ancient warrior, and resolved the sword's legend.","slay_undead,restore_cultural_relic","Skyrim.esm direct QUST depth-7 VMAD read: objectives require finding Red Eagle's sword and unlocking the secret of his tomb; s30 has a quest fragment and is the final stage. RUNTIME-VERIFY.","Skyrim.esm:0C1ACC","C","Positional terminal; verify the exact post-battle route."
"FreeformCidhnaMineA","Shiv","200","Delivered Skooma to Grisvar in exchange for a concealed shiv.","contraband_trade","Skyrim.esm direct QUST/INFO read: objectives require getting Skooma and delivering it to Grisvar; INFO 0DB83D offers the shiv for Duach's Skooma and INFO 0DB84A delivers the shiv; s200 is the final quest stage. RUNTIME-VERIFY.","Skyrim.esm:0DB851","C","Owner-approved under the existing contraband_trade tag: illegal goods exchanged as payment."
