formid,source_plugin,editor_id,quest_name,classification,stage_count,journal_stage_count,completion_stages,objective_count,evidence_summary,notes
HearthFires.esm:003F7E,HearthFires.esm,BYOHRelationshipAdoptionCWSiegeHandler,(absent),structural-silent,1,0,,0,direct_mcp_review=ok; source=HearthFires.esm; stages=1; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control record; no discrete player-act row.
HearthFires.esm:00401C,HearthFires.esm,BYOHRelationshipAdoptionScheduler,(absent),structural-silent,1,0,,0,direct_mcp_review=ok; source=HearthFires.esm; stages=1; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control record; no discrete player-act row.
HearthFires.esm:004100,HearthFires.esm,BYOHRelationshipAdoptableUrchins,(absent),structural-silent,0,0,,0,direct_mcp_review=ok; source=HearthFires.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control record; no discrete player-act row.
HearthFires.esm:004286,HearthFires.esm,BYOHRelationshipAdoptableOrphanage,(absent),approved-existing,6,0,,0,direct_mcp_review=ok; source=HearthFires.esm; stages=6; journal_stages=none; completion_stages=none; objectives=0,Existing core matrix ownership directly reconfirmed; no duplicate V03A row.
HearthFires.esm:004291,HearthFires.esm,BYOHRelationshipAdoptable,(absent),semantic-silent,2,0,,1,direct_mcp_review=ok; source=HearthFires.esm; stages=2; journal_stages=none; completion_stages=none; objectives=1,"Narrative or encounter record has no safe, distinct, devotion-relevant player-act stage in this canonical occurrence."
HearthFires.esm:0042B4,HearthFires.esm,BYOHRelationshipAdoption,(absent),approved-existing,2,0,,0,direct_mcp_review=ok; source=HearthFires.esm; stages=2; journal_stages=none; completion_stages=none; objectives=0,Existing core matrix ownership directly reconfirmed; no duplicate V03A row.
HearthFires.esm:005207,HearthFires.esm,BYOHHouseBanditAttack,(absent),ambiguous,6,0,,0,direct_mcp_review=ok; source=HearthFires.esm; stages=6; journal_stages=none; completion_stages=none; objectives=0,"All-bandits-dead s100 is route-safe, but alias death stages do not prove the player delivered the kills; owner attribution ruling required."
HearthFires.esm:00BE09,HearthFires.esm,BYOHHouseHjaalmarch,(absent),needs-tag,21,0,,4,direct_mcp_review=ok; source=HearthFires.esm; stages=21; journal_stages=none; completion_stages=none; objectives=4,NEEDS-TAG: build_homestead. QF s130 completes the player-built foundation objective.
HearthFires.esm:00E29A,HearthFires.esm,BYOHRelationshipAdoptableOrphanageCL,(absent),structural-silent,1,0,,0,direct_mcp_review=ok; source=HearthFires.esm; stages=1; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control record; no discrete player-act row.
HearthFires.esm:010A44,HearthFires.esm,BYOHHouseSkeeverInfestation,(absent),ambiguous,4,0,,0,direct_mcp_review=ok; source=HearthFires.esm; stages=4; journal_stages=none; completion_stages=none; objectives=0,s20 fires on any infestation skeever death then routes to cleanup; it neither proves all pests cleared nor player attribution.
HearthFires.esm:010BEE,HearthFires.esm,BYOHHousePale,(absent),needs-tag,21,0,,4,direct_mcp_review=ok; source=HearthFires.esm; stages=21; journal_stages=none; completion_stages=none; objectives=4,NEEDS-TAG: build_homestead. QF s130 completes the player-built foundation objective.
HearthFires.esm:015D5A,HearthFires.esm,BYOHHouseDialogueHousecarl,(absent),structural-silent,0,0,,0,direct_mcp_review=ok; source=HearthFires.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control record; no discrete player-act row.
Skyrim.esm:013EB3,Update.esm,DialogueGeneric,Generic dialogue,structural-silent,0,0,,0,direct_mcp_review=ok; source=Update.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control record; no discrete player-act row.
Skyrim.esm:0167D3,Update.esm,WICastMagic03,Shout - Guard says stop,semantic-silent,3,0,,1,direct_mcp_review=ok; source=Update.esm; stages=3; journal_stages=none; completion_stages=none; objectives=1,"Narrative or encounter record has no safe, distinct, devotion-relevant player-act stage in this canonical occurrence."
Skyrim.esm:017F01,HearthFires.esm,DialogueCarriageSystem,Carriage system dialogue,structural-silent,0,0,,0,direct_mcp_review=ok; source=HearthFires.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control record; no discrete player-act row.
Skyrim.esm:018965,HearthFires.esm,WIRemoveItem02,"""Accidentally dropped this""",semantic-silent,2,0,,0,direct_mcp_review=ok; source=HearthFires.esm; stages=2; journal_stages=none; completion_stages=none; objectives=0,"Narrative or encounter record has no safe, distinct, devotion-relevant player-act stage in this canonical occurrence."
Skyrim.esm:01BFF2,Update.esm,WIKill03,Inheritance,semantic-silent,1,0,,0,direct_mcp_review=ok; source=Update.esm; stages=1; journal_stages=none; completion_stages=none; objectives=0,"Narrative or encounter record has no safe, distinct, devotion-relevant player-act stage in this canonical occurrence."
Skyrim.esm:01CEF6,Update.esm,C06,Glory of the Dead,approved-existing,15,5,200,12,direct_mcp_review=ok; source=Update.esm; stages=15; journal_stages=10|15|20|30|200; completion_stages=200; objectives=12,Existing core matrix ownership directly reconfirmed; no duplicate V03A row.
Skyrim.esm:01CF25,Update.esm,MS08,In My Time Of Need,approved-existing,18,5,200|201,14,direct_mcp_review=ok; source=Update.esm; stages=18; journal_stages=10|25|175|200|201; completion_stages=200|201; objectives=14,Existing core matrix ownership directly reconfirmed; no duplicate V03A row.
Skyrim.esm:01F326,Update.esm,TG01,Taking Care of Business,approved-existing,12,3,200,8,direct_mcp_review=ok; source=Update.esm; stages=12; journal_stages=10|20|200; completion_stages=200; objectives=8,Existing core matrix ownership directly reconfirmed; no duplicate V03A row.
Skyrim.esm:01F7A3,Update.esm,MS11,Blood on the Ice,approved-existing,21,4,100|250,15,direct_mcp_review=ok; source=Update.esm; stages=21; journal_stages=10|40|100|250; completion_stages=100|250; objectives=15,Existing core matrix ownership directly reconfirmed; no duplicate V03A row.
Skyrim.esm:0210CD,Update.esm,MS01GuardAmbushQuest,(absent),semantic-silent,6,0,,0,direct_mcp_review=ok; source=Update.esm; stages=6; journal_stages=none; completion_stages=none; objectives=0,"Narrative or encounter record has no safe, distinct, devotion-relevant player-act stage in this canonical occurrence."
Skyrim.esm:021382,HearthFires.esm,RelationshipMarriageFIN,(absent),semantic-silent,6,0,,1,direct_mcp_review=ok; source=HearthFires.esm; stages=6; journal_stages=none; completion_stages=none; objectives=1,"Narrative or encounter record has no safe, distinct, devotion-relevant player-act stage in this canonical occurrence."
Skyrim.esm:02154F,Update.esm,TG03,Dampened Spirits,approved-existing,14,7,200,11,direct_mcp_review=ok; source=Update.esm; stages=14; journal_stages=10|20|30|40|80|90|200; completion_stages=200; objectives=11,Existing core matrix ownership directly reconfirmed; no duplicate V03A row.
Skyrim.esm:021552,Update.esm,TG06,Hard Answers,approved-existing,12,5,200,9,direct_mcp_review=ok; source=Update.esm; stages=12; journal_stages=10|20|30|40|200; completion_stages=200; objectives=9,Existing core matrix ownership directly reconfirmed; no duplicate V03A row.
Skyrim.esm:0240B8,Update.esm,DA07,Pieces of the Past,approved-existing,25,9,100|150,13,direct_mcp_review=ok; source=Update.esm; stages=25; journal_stages=10|13|50|70|80|90|100|150|200; completion_stages=100|150; objectives=13,Existing core matrix ownership directly reconfirmed; no duplicate V03A row.
Skyrim.esm:02499C,Update.esm,MS12b,Repairing the Phial,approved-existing,5,3,100,5,direct_mcp_review=ok; source=Update.esm; stages=5; journal_stages=10|30|100; completion_stages=100; objectives=5,Existing core matrix ownership directly reconfirmed; no duplicate V03A row.
Skyrim.esm:025231,Update.esm,CR04,Hired Muscle,needs-tag,10,4,100,2,direct_mcp_review=ok; source=Update.esm; stages=10; journal_stages=10|20|30|40; completion_stages=100; objectives=2,NEEDS-TAG: coercion_extortion. QF s20 is successful violent intimidation; no current canonical tag states coercive collection.
Skyrim.esm:025250,Update.esm,CR07,Escaped Criminal,candidate,7,2,200,2,direct_mcp_review=ok; source=Update.esm; stages=7; journal_stages=10|20; completion_stages=200; objectives=2,Direct journal s20 states the player killed the escaped criminal; repeatable eligible under the hard daily cap.
Skyrim.esm:025251,Update.esm,CR08,Rescue Mission,candidate,12,3,100,5,direct_mcp_review=ok; source=Update.esm; stages=12; journal_stages=10|25|50; completion_stages=100; objectives=5,QF route proves s25 is the successful rescued-and-escorted-home milestone; repeatable eligible.
Skyrim.esm:028A24,Update.esm,MGR20,Fetch me that Book!,candidate,4,0,200,2,direct_mcp_review=ok; source=Update.esm; stages=4; journal_stages=none; completion_stages=200; objectives=2,"QF s200 completes the return, pays the player, and stops; repeatable eligible."
Skyrim.esm:02A49A,Update.esm,DA05,Ill Met By Moonlight,approved-existing,15,6,100|105,9,direct_mcp_review=ok; source=Update.esm; stages=15; journal_stages=10|20|50|70|100|105; completion_stages=100|105; objectives=9,Existing core matrix ownership directly reconfirmed; no duplicate V03A row.
Skyrim.esm:02E0EE,HearthFires.esm,DialogueMorthal,(absent),structural-silent,1,0,,0,direct_mcp_review=ok; source=HearthFires.esm; stages=1; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control record; no discrete player-act row.
Skyrim.esm:035B5A,Update.esm,WIAddItem03,"Steal, Thugs hunt player",semantic-silent,3,0,,0,direct_mcp_review=ok; source=Update.esm; stages=3; journal_stages=none; completion_stages=none; objectives=0,"Narrative or encounter record has no safe, distinct, devotion-relevant player-act stage in this canonical occurrence."
Skyrim.esm:035D5F,Update.esm,MQ201,Diplomatic Immunity,approved-existing,43,6,250|255,11,direct_mcp_review=ok; source=Update.esm; stages=43; journal_stages=30|40|100|140|210|250; completion_stages=250|255; objectives=11,Existing core matrix ownership directly reconfirmed; no duplicate V03A row.
Skyrim.esm:035D64,Update.esm,WI,Master WI quest,structural-silent,1,0,,0,direct_mcp_review=ok; source=Update.esm; stages=1; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control record; no discrete player-act row.
Skyrim.esm:036191,Update.esm,MQ202,A Cornered Rat,approved-existing,22,4,180,4,direct_mcp_review=ok; source=Update.esm; stages=22; journal_stages=10|50|150|180; completion_stages=180; objectives=4,Existing core matrix ownership directly reconfirmed; no duplicate V03A row.
Skyrim.esm:039C88,HearthFires.esm,DialogueRoriksteadBritteSisselScene1,Riverwood test scene,structural-silent,0,0,,0,direct_mcp_review=ok; source=HearthFires.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control record; no discrete player-act row.
Skyrim.esm:03CF44,Update.esm,TGDialogue,Thieves Guild Dialogue,structural-silent,0,0,,0,direct_mcp_review=ok; source=Update.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control record; no discrete player-act row.
Skyrim.esm:040A5E,Update.esm,MS02,No One Escapes Cidhna Mine,approved-existing,20,3,100|250,12,direct_mcp_review=ok; source=Update.esm; stages=20; journal_stages=5|100|250; completion_stages=100|250; objectives=12,Existing core matrix ownership directly reconfirmed; no duplicate V03A row.
Skyrim.esm:044C56,Update.esm,MQ301,The Fallen,approved-existing,22,7,220,10,direct_mcp_review=ok; source=Update.esm; stages=22; journal_stages=10|25|30|50|70|200|220; completion_stages=220; objectives=10,Existing core matrix ownership directly reconfirmed; no duplicate V03A row.
Skyrim.esm:046EF1,Update.esm,MQ304,Sovngarde,approved-existing,27,3,200,3,direct_mcp_review=ok; source=Update.esm; stages=27; journal_stages=10|50|200; completion_stages=200; objectives=3,Existing core matrix ownership directly reconfirmed; no duplicate V03A row.
Skyrim.esm:047420,Update.esm,DialogueGenericCommanded,(absent),structural-silent,0,0,,0,direct_mcp_review=ok; source=Update.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control record; no discrete player-act row.
Skyrim.esm:04B2D9,Update.esm,C00,Take Up Arms,approved-existing,9,3,100,5,direct_mcp_review=ok; source=Update.esm; stages=9; journal_stages=10|20|100; completion_stages=100; objectives=5,Existing core matrix ownership directly reconfirmed; no duplicate V03A row.
Skyrim.esm:04B869,HearthFires.esm,WIGamesHideAndSeek,Hide and Seek,semantic-silent,2,0,,2,direct_mcp_review=ok; source=HearthFires.esm; stages=2; journal_stages=none; completion_stages=none; objectives=2,"Narrative or encounter record has no safe, distinct, devotion-relevant player-act stage in this canonical occurrence."
Skyrim.esm:04BCF1,HearthFires.esm,WIChangeLocation08,Kid Games,structural-silent,1,0,,0,direct_mcp_review=ok; source=HearthFires.esm; stages=1; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control record; no discrete player-act row.
Skyrim.esm:04C6C2,Update.esm,TGLarceny,The Litany of Larceny,candidate,17,7,,7,direct_mcp_review=ok; source=Update.esm; stages=17; journal_stages=20|30|40|50|60|70|80; completion_stages=none; objectives=7,QF proves seven distinct collectible turn-in stages; tag the fencing acts rather than duplicate the original thefts.
Skyrim.esm:04D8D6,Update.esm,DA02,Boethiah's Calling,approved-existing,25,6,50|100,9,direct_mcp_review=ok; source=Update.esm; stages=25; journal_stages=1|5|10|15|20|40; completion_stages=50|100; objectives=9,Existing core matrix ownership directly reconfirmed; no duplicate V03A row.
Skyrim.esm:04E4E1,Update.esm,DA09,The Break of Dawn,approved-existing,12,4,500,6,direct_mcp_review=ok; source=Update.esm; stages=12; journal_stages=50|100|300|500; completion_stages=500; objectives=6,Existing core matrix ownership directly reconfirmed; no duplicate V03A row.
Skyrim.esm:04EEF5,Update.esm,WIKill06,"Revenge, Hired Thugs",semantic-silent,3,0,,0,direct_mcp_review=ok; source=Update.esm; stages=3; journal_stages=none; completion_stages=none; objectives=0,"Narrative or encounter record has no safe, distinct, devotion-relevant player-act stage in this canonical occurrence."
Skyrim.esm:052B90,HearthFires.esm,DialogueDragonBridgeScene01,DialogueDragonBridgeScene01,structural-silent,1,0,,0,direct_mcp_review=ok; source=HearthFires.esm; stages=1; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control record; no discrete player-act row.
Skyrim.esm:06A097,Update.esm,MGRArniel03,Arniel's Endeavor,candidate,6,3,200,6,direct_mcp_review=ok; source=Update.esm; stages=6; journal_stages=10|40|200; completion_stages=200; objectives=6,s200 completes Arniel's controlled Dwarven experiment assistance.
Skyrim.esm:06BC33,Update.esm,MGRAppOnmund01,Onmund's Request,candidate,6,5,200,4,direct_mcp_review=ok; source=Update.esm; stages=6; journal_stages=10|20|30|40|200; completion_stages=200; objectives=4,s200 returns Onmund's sentimental amulet and raises the relationship.
Skyrim.esm:06E803,Update.esm,C01,Proving Honor,approved-existing,7,3,200,5,direct_mcp_review=ok; source=Update.esm; stages=7; journal_stages=10|20|200; completion_stages=200; objectives=5,Existing core matrix ownership directly reconfirmed; no duplicate V03A row.
Skyrim.esm:06E804,Update.esm,C02,Brotherhood,approved-existing,5,2,,1,direct_mcp_review=ok; source=Update.esm; stages=5; journal_stages=10|200; completion_stages=none; objectives=1,Existing core matrix ownership directly reconfirmed; no duplicate V03A row.
Skyrim.esm:06E805,Update.esm,C05,Purity of Revenge,approved-existing,5,2,200,3,direct_mcp_review=ok; source=Update.esm; stages=5; journal_stages=10|20; completion_stages=200; objectives=3,Existing core matrix ownership directly reconfirmed; no duplicate V03A row.
Skyrim.esm:0750BA,Update.esm,DialogueFollower,(absent),structural-silent,5,0,,2,direct_mcp_review=ok; source=Update.esm; stages=5; journal_stages=none; completion_stages=none; objectives=2,Structural/dialogue/monitor/handler/control record; no discrete player-act row.
Skyrim.esm:07EC79,HearthFires.esm,DialogueWhiterunBraithLarsScene1,Whiterun Braith Lars Scene 1,structural-silent,0,0,,0,direct_mcp_review=ok; source=HearthFires.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control record; no discrete player-act row.
Skyrim.esm:07EC7B,HearthFires.esm,DialogueWhiterunBraithLarsScene2,Whiterun Braith Lars Scene 2,structural-silent,0,0,,0,direct_mcp_review=ok; source=HearthFires.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control record; no discrete player-act row.
Skyrim.esm:07EC7D,HearthFires.esm,DialogueWhiterunBraithLarsScene3,Whiterun Braith Lars Scene 3,structural-silent,0,0,,0,direct_mcp_review=ok; source=HearthFires.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control record; no discrete player-act row.
Skyrim.esm:0880EB,Update.esm,CompanionsSingleCombatQuest,(absent),candidate,3,0,,0,direct_mcp_review=ok; source=Update.esm; stages=3; journal_stages=none; completion_stages=none; objectives=0,Alias script proves s150 fires when player-cast magic hits the single-combat opponent; s200 is unsafe because bleedout and leaving the location share it.
Skyrim.esm:0940D0,Update.esm,Favor158,Dungeon Delving (Jarl - Caves),candidate,5,0,20,2,direct_mcp_review=ok; source=Update.esm; stages=5; journal_stages=none; completion_stages=20; objectives=2,QF s20 transfers the recovered item to the Jarl and completes the quest; repeatable eligible.
Skyrim.esm:0954E1,Update.esm,CWSiege,(absent),structural-silent,18,0,100,0,direct_mcp_review=ok; source=Update.esm; stages=18; journal_stages=none; completion_stages=100; objectives=0,Structural/dialogue/monitor/handler/control record; no discrete player-act row.
Skyrim.esm:09B04D,HearthFires.esm,RoriksteadSceneBritteSissel3,(absent),structural-silent,0,0,,0,direct_mcp_review=ok; source=HearthFires.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control record; no discrete player-act row.
Skyrim.esm:0A17AE,Update.esm,WE100,Dead Treasure Hunter with instructions,semantic-silent,3,0,,0,direct_mcp_review=ok; source=Update.esm; stages=3; journal_stages=none; completion_stages=none; objectives=0,"Narrative or encounter record has no safe, distinct, devotion-relevant player-act stage in this canonical occurrence."
Skyrim.esm:0A34CE,HearthFires.esm,Favor255,Thane of Hjaalmarch,candidate,5,0,,1,direct_mcp_review=ok; source=HearthFires.esm; stages=5; journal_stages=none; completion_stages=none; objectives=1,Official QF s25 awards Thaneship after the hold-service prerequisite and routes to s200.
Skyrim.esm:0A34D4,HearthFires.esm,Favor256,Thane of the Pale,candidate,5,0,,1,direct_mcp_review=ok; source=HearthFires.esm; stages=5; journal_stages=none; completion_stages=none; objectives=1,Official QF s25 awards Thaneship after the hold-service prerequisite and routes to s200.
Skyrim.esm:0A34DE,HearthFires.esm,Favor258,Thane of Falkreath,candidate,5,0,,1,direct_mcp_review=ok; source=HearthFires.esm; stages=5; journal_stages=none; completion_stages=none; objectives=1,Official QF s25 awards Thaneship after the hold-service prerequisite and routes to s200.
Skyrim.esm:0A3EF9,Update.esm,C02PostQuest,(absent),structural-silent,0,0,,0,direct_mcp_review=ok; source=Update.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control record; no discrete player-act row.
Skyrim.esm:0A7B33,HearthFires.esm,HousePurchase,(absent),candidate,1,0,,5,direct_mcp_review=ok; source=HearthFires.esm; stages=1; journal_stages=none; completion_stages=none; objectives=5,Five same-stage QF arms all perform a legal city-house purchase; semantic mapping is invariant despite shared s10.
Skyrim.esm:0AE004,HearthFires.esm,WIGamesTag,"Tag, you're it!",semantic-silent,2,0,,2,direct_mcp_review=ok; source=HearthFires.esm; stages=2; journal_stages=none; completion_stages=none; objectives=2,"Narrative or encounter record has no safe, distinct, devotion-relevant player-act stage in this canonical occurrence."
Skyrim.esm:0AF269,Update.esm,MS11PreEssentializing,(absent),structural-silent,0,0,,0,direct_mcp_review=ok; source=Update.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control record; no discrete player-act row.
Skyrim.esm:0B8774,Update.esm,DialogueCombatEncounterTypes,Encounter Combat Dialogue,structural-silent,0,0,,0,direct_mcp_review=ok; source=Update.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control record; no discrete player-act row.
Skyrim.esm:0B91C1,Update.esm,WEDL06,Louis Letrush vs Thug,semantic-silent,4,0,,0,direct_mcp_review=ok; source=Update.esm; stages=4; journal_stages=none; completion_stages=none; objectives=0,"Narrative or encounter record has no safe, distinct, devotion-relevant player-act stage in this canonical occurrence."
Skyrim.esm:0BA0BC,Update.esm,WE34,Thalmor vs Player,semantic-silent,2,0,,0,direct_mcp_review=ok; source=Update.esm; stages=2; journal_stages=none; completion_stages=none; objectives=0,"Narrative or encounter record has no safe, distinct, devotion-relevant player-act stage in this canonical occurrence."
Skyrim.esm:0BC09D,Update.esm,WE36,Bounty hunters vs Player,semantic-silent,2,0,,0,direct_mcp_review=ok; source=Update.esm; stages=2; journal_stages=none; completion_stages=none; objectives=0,"Narrative or encounter record has no safe, distinct, devotion-relevant player-act stage in this canonical occurrence."
Skyrim.esm:0D8828,Update.esm,TGFences,Thieves Guild Fence Handler,structural-silent,6,0,,0,direct_mcp_review=ok; source=Update.esm; stages=6; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control record; no discrete player-act row.
Skyrim.esm:0D8E40,Update.esm,TGFenceCaravan,Thieves Guild Caravan Fence Quest,candidate,4,0,,2,direct_mcp_review=ok; source=Update.esm; stages=4; journal_stages=none; completion_stages=none; objectives=2,QF s200 rewards the completed Moon Sugar delivery and advances the fence handler.
Skyrim.esm:0E3145,Update.esm,CR12,Totems of Hircine,approved-existing,6,2,200,2,direct_mcp_review=ok; source=Update.esm; stages=6; journal_stages=10|20; completion_stages=200; objectives=2,Existing core matrix ownership directly reconfirmed; no duplicate V03A row.
Skyrim.esm:0E38C7,Update.esm,DialogueSkyHavenTemple,(absent),structural-silent,0,0,,0,direct_mcp_review=ok; source=Update.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control record; no discrete player-act row.
Skyrim.esm:0E738F,Update.esm,dunGeirmundQST,(absent),structural-silent,2,0,,0,direct_mcp_review=ok; source=Update.esm; stages=2; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control record; no discrete player-act row.
Skyrim.esm:0FC1A2,HearthFires.esm,PlayerSleepQuest,(absent),structural-silent,1,0,,0,direct_mcp_review=ok; source=HearthFires.esm; stages=1; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control record; no discrete player-act row.
Skyrim.esm:1010AA,Update.esm,MS12PostQuest,(absent),structural-silent,1,0,,0,direct_mcp_review=ok; source=Update.esm; stages=1; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control record; no discrete player-act row.
Skyrim.esm:105D19,Update.esm,WEJS28,Dark Brotherhood Assassin Sent to Kill the Player,semantic-silent,4,0,,0,direct_mcp_review=ok; source=Update.esm; stages=4; journal_stages=none; completion_stages=none; objectives=0,"Narrative or encounter record has no safe, distinct, devotion-relevant player-act stage in this canonical occurrence."
Skyrim.esm:1065F4,Update.esm,weroad08,Courier Delivering an Important Message,semantic-silent,3,0,,0,direct_mcp_review=ok; source=Update.esm; stages=3; journal_stages=none; completion_stages=none; objectives=0,"Narrative or encounter record has no safe, distinct, devotion-relevant player-act stage in this canonical occurrence."
Update.esm:000803,Update.esm,Patch1_4_UpdateQuest,(absent),structural-silent,1,0,,0,direct_mcp_review=ok; source=Update.esm; stages=1; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control record; no discrete player-act row.
Update.esm:00083F,Update.esm,Patch1_5_UpdateQuest,(absent),structural-silent,1,0,,0,direct_mcp_review=ok; source=Update.esm; stages=1; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control record; no discrete player-act row.
Update.esm:00097F,Update.esm,Patch1_6_UpdateQuest,(absent),structural-silent,1,0,,0,direct_mcp_review=ok; source=Update.esm; stages=1; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control record; no discrete player-act row.
Update.esm:0009A3,Update.esm,Patch1_9_UpdateQuest,(absent),structural-silent,1,0,,0,direct_mcp_review=ok; source=Update.esm; stages=1; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control record; no discrete player-act row.
Update.esm:002F1C,HearthFires.esm,PetFramework_ParentQuest,(absent),structural-silent,1,0,,0,direct_mcp_review=ok; source=HearthFires.esm; stages=1; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control record; no discrete player-act row.
Update.esm:0030B5,Update.esm,CCHorseArmorDialogueQuest,(absent),structural-silent,1,0,,0,direct_mcp_review=ok; source=Update.esm; stages=1; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control record; no discrete player-act row.
