editor_id,quest_name,outcome_stage,outcome,act_tags,citation,formid,evidence_tier,branch_note
DLC1HunterBaseStage2,Bolstering the Ranks,200,Rescued the captive Florentius from Ruunvald.,protect_the_weak,Dawnguard.esm direct QUST read: s200 CompleteQuest says the player rescued Florentius from captivity and he agreed to aid the Dawnguard.,Dawnguard.esm:013F1F,A,Removes the unsupported serve_empire_order tag; the Dawnguard is not the Empire.
DLC1VQSaint,Impatience of a Saint,200,Recovered Saint Jiub's lost notes and returned them to his soul.,honor_the_dead,Dawnguard.esm direct QUST read: s200 CompleteQuest says the player returned all of Jiub's lost notes to the poor soul.,Dawnguard.esm:01400B,A,Existing outcome is directly supported.
DLC01SoulCairnHorseQuest2,Soul Cairn Horse Quest,150,Returned Arvak's skull to its waiting spirit in the Soul Cairn.,honor_the_dead,Dawnguard.esm direct QUST/VMAD read: objective 150 says Return Arvak's skull and VMAD contains an s150 fragment; RUNTIME-VERIFY because no journal entry identifies the route.,Dawnguard.esm:0163CD,B,Objective-and-fragment positional milestone.
C03,The Silver Hand,25,Accepted the Circle's blood and became a werewolf.,embrace_lycanthropy,Dawnguard.esm direct QUST read of the official override: s25 says the player ascended to the Circle and now shares their blood as a werewolf; RUNTIME-VERIFY because this is non-terminal.,Skyrim.esm:01CEF4,A,Owner-locked: retain the Hircine piety row. Remove the premature the_hunt reading at this stage.
C03,The Silver Hand,200,Attacked the Silver Hand stronghold and killed its hunters in open combat.,kill_honorable_combat,Dawnguard.esm direct QUST read of the official override: s200 CompleteQuest says Aela led the player to the Silver Hand stronghold and enlisted the player in her revenge.,Skyrim.esm:01CEF4,A,Retains open-combat framing; this is not assassination.
TG08B,Blindsighted,45,Slew Mercer Frey after confronting the Guild's betrayer.,kill_honorable_combat,"Dawnguard.esm direct QUST read of the official override: s45 says Mercer, betrayer of the Guild and Gallus's murderer, is dead; RUNTIME-VERIFY because this is non-terminal.",Skyrim.esm:021554,A,"Moves the kill out of the later key-recovery stage; s40 describes Mercer's intent, not player deceit."
TG08B,Blindsighted,50,Recovered Nocturnal's stolen Skeleton Key from Mercer Frey.,recover_stolen_divine_relic:nocturnal,Dawnguard.esm direct QUST read of the official override: s50 says Mercer is dead and the player recovered the Skeleton Key from his corpse; RUNTIME-VERIFY because this is non-terminal.,Skyrim.esm:021554,A,"Owner-approved patron-specific correction 2026-08-12; recovery is Nocturnal's, not a generic divine-relic event."
DA16,Waking Nightmare,170,Obeyed Vaermina and murdered Erandur during his ritual.,"murder_treacherous,serve_a_daedra:vaermina",Dawnguard.esm direct QUST/VMAD read of the official override: s197 presents the choice; objective 170 is Murder Erandur; VMAD has an s170 fragment; RUNTIME-VERIFY.,Skyrim.esm:0242AF,B,Kill branch act 1 of 2; replaces the unsafe shared s200 terminal.
DA16,Waking Nightmare,180,Spared Erandur and allowed him to destroy the Skull of Corruption.,"mercy_spare,destroy_reject_daedra:vaermina",Dawnguard.esm direct QUST/VMAD read of the official override: s197 presents the choice; objective 180 is Allow Erandur to complete his ritual; VMAD has an s180 fragment; RUNTIME-VERIFY.,Skyrim.esm:0242AF,B,Spare branch; replaces the three-way-colliding s200 terminal.
DA16,Waking Nightmare,190,Claimed the Skull of Corruption after murdering Erandur.,acquire_daedric_artifact:vaermina,Dawnguard.esm direct QUST/VMAD read of the official override: objective 190 is Take the Skull of Corruption; VMAD has an s190 fragment; RUNTIME-VERIFY.,Skyrim.esm:0242AF,B,Kill branch act 2 of 2; artifact acquisition is distinct from the earlier murder.
DA04,Discerning the Transmundane,100,Opened the lockbox for Hermaeus Mora and claimed the Oghma Infinium.,"forbidden_knowledge,serve_a_daedra:hermaeusmora,acquire_daedric_artifact:hermaeusmora,disciplined_study","Dawnguard.esm direct QUST read of the official override: s100 CompleteQuest says the player gathered the Elder Scroll knowledge and blood, opened the lockbox, and found the Oghma Infinium.",Skyrim.esm:02D512,A,Retains the supported terminal only; remove s10 finding-Septimus and unsupported s105 death tags.
VC01,Rising at Dawn,200,Completed Falion's ritual and was cured of vampirism.,cure_undeath,Dawnguard.esm direct QUST read of the official override: s200 CompleteQuest says Falion cured the player of vampirism.,Skyrim.esm:05C625,A,New direct player-cure outcome.
DLC1SeranaCureSelfQuest,Serana's Cure,100,Helped Serana complete her cure from vampirism.,cure_undeath,Dawnguard.esm direct QUST/VMAD read: the quest has an s100 fragment and the owner-locked cure route is s100; RUNTIME-VERIFY because the QUST carries no journal text.,Dawnguard.esm:005044,C,"OWNER-LOCKED: retain the cure rows at s100, not s200."
