formid,source_plugin,editor_id,quest_name,classification,stage_count,journal_stage_count,completion_stages,objective_count,evidence_summary,notes
Dragonborn.esm:01810B,Dragonborn.esm,DLC2dunKolbjornQST,Unearthed,candidate-proposed,67,28,,24,direct_mcp_review=ok; source=Dragonborn.esm; stages=67; journal_stages=40|75|100|110|130|140|150|160|175|200|210|230|240|250|260|275|300|310|350|360|375|400|410|449|475|480|485|490; completion_stages=none; objectives=24,"new one-shot sequence: funded tomb excavation, defeated Ahzidal, then killed or spared Ralis; s485 justice nuance requires owner review."
Dragonborn.esm:01844E,Dragonborn.esm,DLC2TT1b,A New Debt,candidate-needs-tag,7,5,300|310|320,3,direct_mcp_review=ok; source=Dragonborn.esm; stages=7; journal_stages=100|200|300|310|320; completion_stages=300|310|320; objectives=3,unsafe_existing=s320 deceit/protection are unsupported. NEEDS-TAG: settle_anothers_debt and resist_extortion across exact s300/s310/s320 terminals.
Dragonborn.esm:01847D,Dragonborn.esm,DLC2FlingQuest,(absent),structural-silent,0,0,,0,direct_mcp_review=ok; source=Dragonborn.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control record; no discrete player-act row.
Dragonborn.esm:018B0F,Dragonborn.esm,DLC2DialogueRavenRock,Raven Rock Dialogue,structural-silent,0,0,,0,direct_mcp_review=ok; source=Dragonborn.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control record; no discrete player-act row.
Dragonborn.esm:018B13,Dragonborn.esm,DLC2RR01,March of the Dead,candidate-and-unsafe-existing,15,9,200,10,direct_mcp_review=ok; source=Dragonborn.esm; stages=15; journal_stages=30|40|50|60|80|90|100|120|200; completion_stages=200; objectives=10,unsafe_existing=uphold_law_justice is overbroad; direct terminal supports undead destruction and defense/service to Raven Rock.
Dragonborn.esm:018B14,Dragonborn.esm,DLC2RR02,Served Cold,candidate-and-unsafe-existing,16,11,200,12,direct_mcp_review=ok; source=Dragonborn.esm; stages=16; journal_stages=10|15|20|30|50|60|70|80|85|90|200; completion_stages=200; objectives=12,"unsafe_existing=slay_undead, honest_labor_trade, and deceit are false player-act reads; direct terminal supports justice, protection, and civic service."
Dragonborn.esm:018B15,Dragonborn.esm,DLC2RR03,The Final Descent,candidate-and-unsafe-existing,9,5,200,5,direct_mcp_review=ok; source=Dragonborn.esm; stages=9; journal_stages=15|20|30|50|200; completion_stages=200; objectives=5,unsafe_existing=law/struggle are unsupported; direct terminal supports honoring Gratian's memory by establishing his fate.
Dragonborn.esm:0195A1,Dragonborn.esm,DLC2TT2,Old Friends,candidate-and-unsafe-existing,11,4,600,4,direct_mcp_review=ok; source=Dragonborn.esm; stages=11; journal_stages=100|200|300|500; completion_stages=600; objectives=4,unsafe_existing=s600 protection is directionally valid but untexted; direct s500 proves confrontation/kill and VMAD proves terminal s600.
Dragonborn.esm:01991F,Dragonborn.esm,DLC2RRMorvaynManorScene01,Raven Rock Morvayn Manor Scene 01,structural-silent,0,0,,0,direct_mcp_review=ok; source=Dragonborn.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control record; no discrete player-act row.
Dragonborn.esm:019921,Dragonborn.esm,DLC2RRMorvaynManorScene02,Raven Rock Morvayn Manor Scene 02,structural-silent,0,0,,0,direct_mcp_review=ok; source=Dragonborn.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control record; no discrete player-act row.
Dragonborn.esm:019923,Dragonborn.esm,DLC2RRMorvaynManorScene03,Raven Rock Morvayn Manor Scene 03,structural-silent,0,0,,0,direct_mcp_review=ok; source=Dragonborn.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control record; no discrete player-act row.
Dragonborn.esm:019925,Dragonborn.esm,DLC2RRMorvaynManorScene04,Raven Rock Morvayn Manor Scene 04,structural-silent,0,0,,0,direct_mcp_review=ok; source=Dragonborn.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control record; no discrete player-act row.
Dragonborn.esm:019927,Dragonborn.esm,DLC2RRMorvaynManorScene05,Raven Rock Morvayn Manor Scene 05,structural-silent,0,0,,0,direct_mcp_review=ok; source=Dragonborn.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control record; no discrete player-act row.
Dragonborn.esm:019929,Dragonborn.esm,DLC2RRMorvaynManorScene06,Raven Rock Morvayn Manor Scene 06,structural-silent,0,0,,0,direct_mcp_review=ok; source=Dragonborn.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control record; no discrete player-act row.
Dragonborn.esm:01992B,Dragonborn.esm,DLC2RRTempleScene01,Raven Rock Temple Scene 01,structural-silent,0,0,,0,direct_mcp_review=ok; source=Dragonborn.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control record; no discrete player-act row.
Dragonborn.esm:01992D,Dragonborn.esm,DLC2RRTempleScene02,Raven Rock Temple Scene 02,structural-silent,0,0,,0,direct_mcp_review=ok; source=Dragonborn.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control record; no discrete player-act row.
Dragonborn.esm:01992F,Dragonborn.esm,DLC2RRAlorHouseScene01,Raven Rock Swing & Scoop Scene 01,structural-silent,0,0,,0,direct_mcp_review=ok; source=Dragonborn.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control record; no discrete player-act row.
Dragonborn.esm:019931,Dragonborn.esm,DLC2RRAlorHouseScene02,Raven Rock Swing & Scoop Scene 02,structural-silent,0,0,,0,direct_mcp_review=ok; source=Dragonborn.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control record; no discrete player-act row.
Dragonborn.esm:019933,Dragonborn.esm,DLC2RRTempleScene03,Raven Rock Temple Scene 03,structural-silent,0,0,,0,direct_mcp_review=ok; source=Dragonborn.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control record; no discrete player-act row.
Dragonborn.esm:019935,Dragonborn.esm,DLC2RRCresciusHouseScene01,Raven Rock Crescius's House Scene 01,structural-silent,0,0,,0,direct_mcp_review=ok; source=Dragonborn.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control record; no discrete player-act row.
Dragonborn.esm:019937,Dragonborn.esm,DLC2RRCresciusHouseScene02,Raven Rock Crescius's House Scene 02,structural-silent,0,0,,0,direct_mcp_review=ok; source=Dragonborn.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control record; no discrete player-act row.
Dragonborn.esm:019939,Dragonborn.esm,DLC2RRSeverinManorScene01,Raven Rock Severin Manor Scene 01,structural-silent,0,0,,0,direct_mcp_review=ok; source=Dragonborn.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control record; no discrete player-act row.
Dragonborn.esm:01993B,Dragonborn.esm,DLC2RRSeverinManorScene02,Raven Rock Severin Manor Scene 02,structural-silent,0,0,,0,direct_mcp_review=ok; source=Dragonborn.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control record; no discrete player-act row.
Dragonborn.esm:01993D,Dragonborn.esm,DLC2RRSeverinManorScene03,Raven Rock Severin Manor Scene 03,structural-silent,0,0,,0,direct_mcp_review=ok; source=Dragonborn.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control record; no discrete player-act row.
Dragonborn.esm:01993F,Dragonborn.esm,DLC2RRAnyLocScene15,Raven Rock Any Location Scene 15,structural-silent,0,0,,0,direct_mcp_review=ok; source=Dragonborn.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control record; no discrete player-act row.
Dragonborn.esm:019941,Dragonborn.esm,DLC2RRIenthFarmScene02,Raven Rock Ienth Farm Scene 02,structural-silent,0,0,,0,direct_mcp_review=ok; source=Dragonborn.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control record; no discrete player-act row.
Dragonborn.esm:019943,Dragonborn.esm,DLC2RRNetchScene01,Raven Rock Netch Scene 01,structural-silent,0,0,,0,direct_mcp_review=ok; source=Dragonborn.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control record; no discrete player-act row.
Dragonborn.esm:019945,Dragonborn.esm,DLC2RRNetchScene02,Raven Rock Netch Scene 02,structural-silent,0,0,,0,direct_mcp_review=ok; source=Dragonborn.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control record; no discrete player-act row.
Dragonborn.esm:019947,Dragonborn.esm,DLC2RRNetchScene03,Raven Rock Netch Scene 03,structural-silent,0,0,,0,direct_mcp_review=ok; source=Dragonborn.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control record; no discrete player-act row.
Dragonborn.esm:019949,Dragonborn.esm,DLC2RRNetchScene04,Raven Rock Netch Scene 04,structural-silent,0,0,,0,direct_mcp_review=ok; source=Dragonborn.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control record; no discrete player-act row.
Dragonborn.esm:01994B,Dragonborn.esm,DLC2RRNetchScene05,Raven Rock Netch Scene 05,structural-silent,0,0,,0,direct_mcp_review=ok; source=Dragonborn.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control record; no discrete player-act row.
Dragonborn.esm:01994D,Dragonborn.esm,DLC2RRNetchScene06,Raven Rock Netch Scene 06,structural-silent,0,0,,0,direct_mcp_review=ok; source=Dragonborn.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control record; no discrete player-act row.
Dragonborn.esm:01994F,Dragonborn.esm,DLC2RRNetchScene07,Raven Rock Netch Scene 07,structural-silent,0,0,,0,direct_mcp_review=ok; source=Dragonborn.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control record; no discrete player-act row.
Dragonborn.esm:019B49,Dragonborn.esm,DLC2DialogueSkaalVillage,Skaal Village Dialogue,structural-silent,0,0,,0,direct_mcp_review=ok; source=Dragonborn.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control record; no discrete player-act row.
Dragonborn.esm:019B4A,Dragonborn.esm,DLC2SV01,Lost Legacy,candidate-and-unsafe-existing,42,6,200,6,direct_mcp_review=ok; source=Dragonborn.esm; stages=42; journal_stages=10|20|30|40|50|200; completion_stages=200; objectives=6,unsafe_existing=honor_the_wild and defend_kin_home are unsupported; direct terminal supports hired protection and slaying Vahlok.
Dragonborn.esm:019C32,Dragonborn.esm,DLC2RRAnyLocScene01,Raven Rock Any Location Scene 01,structural-silent,0,0,,0,direct_mcp_review=ok; source=Dragonborn.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control record; no discrete player-act row.
Dragonborn.esm:019C34,Dragonborn.esm,DLC2RRAnyLocScene02,Raven Rock Any Location Scene 02,structural-silent,0,0,,0,direct_mcp_review=ok; source=Dragonborn.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control record; no discrete player-act row.
Dragonborn.esm:019C36,Dragonborn.esm,DLC2RRAnyLocScene03,Raven Rock Any Location Scene 03,structural-silent,0,0,,0,direct_mcp_review=ok; source=Dragonborn.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control record; no discrete player-act row.
Dragonborn.esm:019C38,Dragonborn.esm,DLC2RRAnyLocScene04,Raven Rock Any Location Scene 04,structural-silent,0,0,,0,direct_mcp_review=ok; source=Dragonborn.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control record; no discrete player-act row.
Dragonborn.esm:019C3A,Dragonborn.esm,DLC2RRAnyLocScene05,Raven Rock Any Location Scene 05,structural-silent,0,0,,0,direct_mcp_review=ok; source=Dragonborn.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control record; no discrete player-act row.
Dragonborn.esm:019C3C,Dragonborn.esm,DLC2RRAnyLocScene06,Raven Rock Any Location Scene 06,structural-silent,0,0,,0,direct_mcp_review=ok; source=Dragonborn.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control record; no discrete player-act row.
Dragonborn.esm:019C3E,Dragonborn.esm,DLC2RRAnyLocScene07,Raven Rock Any Location Scene 07,structural-silent,0,0,,0,direct_mcp_review=ok; source=Dragonborn.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control record; no discrete player-act row.
Dragonborn.esm:019C40,Dragonborn.esm,DLC2RRAnyLocScene08,Raven Rock Any Location Scene 08,structural-silent,0,0,,0,direct_mcp_review=ok; source=Dragonborn.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control record; no discrete player-act row.
Dragonborn.esm:019C42,Dragonborn.esm,DLC2RRAnyLocScene09,Raven Rock Any Location Scene 09,structural-silent,0,0,,0,direct_mcp_review=ok; source=Dragonborn.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control record; no discrete player-act row.
Dragonborn.esm:019C44,Dragonborn.esm,DLC2RRAnyLocScene10,Raven Rock Any Location Scene 10,structural-silent,0,0,,0,direct_mcp_review=ok; source=Dragonborn.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control record; no discrete player-act row.
Dragonborn.esm:019C46,Dragonborn.esm,DLC2RRAnyLocScene11,Raven Rock Any Location Scene 11,structural-silent,0,0,,0,direct_mcp_review=ok; source=Dragonborn.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control record; no discrete player-act row.
Dragonborn.esm:019C48,Dragonborn.esm,DLC2RRAnyLocScene12,Raven Rock Any Location Scene 12,structural-silent,0,0,,0,direct_mcp_review=ok; source=Dragonborn.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control record; no discrete player-act row.
Dragonborn.esm:019C4B,Dragonborn.esm,DLC2RRBeggarScene,Raven Rock Beggar Scenes,structural-silent,0,0,,0,direct_mcp_review=ok; source=Dragonborn.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control record; no discrete player-act row.
Dragonborn.esm:019C4E,Dragonborn.esm,DLC2RRGuardDialogue,Raven Rock Guard Dialogue,structural-silent,0,0,,0,direct_mcp_review=ok; source=Dragonborn.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control record; no discrete player-act row.
Dragonborn.esm:01A50B,Dragonborn.esm,DLC2MH01,Retaking Thirsk,candidate-and-unsafe-existing,11,7,100|200|210,7,direct_mcp_review=ok; source=Dragonborn.esm; stages=11; journal_stages=10|20|25|27|40|200|210; completion_stages=100|200|210; objectives=7,unsafe_existing=s200 collides across concealing Bujold's fraud and killing her. Candidate s25 common reclaim and s40 exact opposition-to-fraud milestone.
Dragonborn.esm:01A50C,Dragonborn.esm,DLC2MH02,The Chief of Thirsk Hall,candidate-proposed,13,4,200|210,8,direct_mcp_review=ok; source=Dragonborn.esm; stages=13; journal_stages=10|30|200|210; completion_stages=200|210; objectives=8,direct s200 terminal proves the chief attacked and the player won leadership by combat; earlier Nord deaths are not separately scored.
Dragonborn.esm:01A523,Dragonborn.esm,DLC2MHRieklingHandler,(absent),structural-silent,1,0,,0,direct_mcp_review=ok; source=Dragonborn.esm; stages=1; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control record; no discrete player-act row.
Dragonborn.esm:01A52F,Dragonborn.esm,DLC2DialogueThirskMeadHall,Thirsk Mead Hall Dialogue,structural-silent,0,0,,0,direct_mcp_review=ok; source=Dragonborn.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control record; no discrete player-act row.
Dragonborn.esm:01A53F,Dragonborn.esm,DLC2MHBujoldKuvarScene01,(absent),structural-silent,0,0,,0,direct_mcp_review=ok; source=Dragonborn.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control record; no discrete player-act row.
Dragonborn.esm:01A541,Dragonborn.esm,DLC2MHBujoldKuvarScene02,(absent),structural-silent,0,0,,0,direct_mcp_review=ok; source=Dragonborn.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control record; no discrete player-act row.
Dragonborn.esm:01A543,Dragonborn.esm,DLC2MHBujoldKuvarScene03,(absent),structural-silent,0,0,,0,direct_mcp_review=ok; source=Dragonborn.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control record; no discrete player-act row.
Dragonborn.esm:01A545,Dragonborn.esm,DLC2MHBujoldHilundScene,(absent),structural-silent,0,0,,0,direct_mcp_review=ok; source=Dragonborn.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control record; no discrete player-act row.
Dragonborn.esm:01AAB0,Dragonborn.esm,DLC2TTF1,From the Ashes,candidate-and-unsafe-existing,11,2,300,2,direct_mcp_review=ok; source=Dragonborn.esm; stages=11; journal_stages=100|300; completion_stages=300; objectives=2,unsafe_existing=uphold_law_justice attributes no lawful act; direct terminal supports stopping the runaway guardian.
Dragonborn.esm:01AAC8,Dragonborn.esm,DLC2TTF2,Healing a House,candidate-proposed,6,3,500|510,5,direct_mcp_review=ok; source=Dragonborn.esm; stages=6; journal_stages=100|300|500; completion_stages=500|510; objectives=5,Direct one-shot player act proposed for owner review.
Dragonborn.esm:01B65D,Dragonborn.esm,DLC2TTR3a,Telvanni Research,unsafe-existing-mapping,3,3,300,2,direct_mcp_review=ok; source=Dragonborn.esm; stages=3; journal_stages=100|200|300; completion_stages=300; objectives=2,unsafe_existing=disciplined_study attributes Neloth's research to the player; mundane sample delivery should be silent.
Dragonborn.esm:01B65F,Dragonborn.esm,DLC2TTR1,Lost Knowledge,unsafe-existing-mapping,3,2,300,2,direct_mcp_review=ok; source=Dragonborn.esm; stages=3; journal_stages=100|300; completion_stages=300; objectives=2,unsafe_existing=disciplined_study attributes Neloth's study to the player; radiant alias-dungeon retrieval should be silent.
Dragonborn.esm:01B664,Dragonborn.esm,DLC2TTR4a,Experimental Subject,candidate-proposed,4,3,300|400,2,direct_mcp_review=ok; source=Dragonborn.esm; stages=4; journal_stages=100|200|400; completion_stages=300|400; objectives=2,Direct one-shot player act proposed for owner review.
Dragonborn.esm:01BBF1,Dragonborn.esm,DLC2SVFanariTharstanScene01,(absent),structural-silent,0,0,,0,direct_mcp_review=ok; source=Dragonborn.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control record; no discrete player-act row.
Dragonborn.esm:01BBF3,Dragonborn.esm,DLC2SVFanariTharstanScene02,(absent),structural-silent,0,0,,0,direct_mcp_review=ok; source=Dragonborn.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control record; no discrete player-act row.
Dragonborn.esm:01BBF5,Dragonborn.esm,DLC2SVDeorWulfScene01,(absent),structural-silent,0,0,,0,direct_mcp_review=ok; source=Dragonborn.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control record; no discrete player-act row.
Dragonborn.esm:01BBF7,Dragonborn.esm,DLC2SVOslafYrsaScene01,(absent),structural-silent,0,0,,0,direct_mcp_review=ok; source=Dragonborn.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control record; no discrete player-act row.
Dragonborn.esm:01BBF9,Dragonborn.esm,DLC2SVMorwenTharstanScene01,(absent),structural-silent,0,0,,0,direct_mcp_review=ok; source=Dragonborn.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control record; no discrete player-act row.
Dragonborn.esm:01BD10,Dragonborn.esm,DLC2TelMithrynNelothTalvasScene01,(absent),structural-silent,0,0,,0,direct_mcp_review=ok; source=Dragonborn.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control record; no discrete player-act row.
Dragonborn.esm:01BD12,Dragonborn.esm,DLC2TelMithrynNelothTalvasScene02,(absent),structural-silent,0,0,,0,direct_mcp_review=ok; source=Dragonborn.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control record; no discrete player-act row.
Dragonborn.esm:01BD14,Dragonborn.esm,DLC2TelMithrynNelothTalvasScene03,(absent),structural-silent,0,0,,0,direct_mcp_review=ok; source=Dragonborn.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control record; no discrete player-act row.
Dragonborn.esm:01BD16,Dragonborn.esm,DLC2TelMithrynNelothTalvasScene04,(absent),structural-silent,0,0,,0,direct_mcp_review=ok; source=Dragonborn.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control record; no discrete player-act row.
Dragonborn.esm:01BD18,Dragonborn.esm,DLC2TTR7,Azra's Staffs,unsafe-existing-mapping,3,3,300,2,direct_mcp_review=ok; source=Dragonborn.esm; stages=3; journal_stages=100|200|300; completion_stages=300; objectives=2,unsafe_existing=disciplined_study attributes Neloth's research to the player; alias-dungeon staff retrieval should be silent.
Dragonborn.esm:01BD42,Dragonborn.esm,DLC2SVOslafAetaScene01,(absent),structural-silent,0,0,,0,direct_mcp_review=ok; source=Dragonborn.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control record; no discrete player-act row.
Dragonborn.esm:01BD44,Dragonborn.esm,DLC2SVEdlaNikulasScene01,(absent),structural-silent,0,0,,0,direct_mcp_review=ok; source=Dragonborn.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control record; no discrete player-act row.
Dragonborn.esm:01BD47,Dragonborn.esm,DLC2SVDeorWulfScene02,(absent),structural-silent,0,0,,0,direct_mcp_review=ok; source=Dragonborn.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control record; no discrete player-act row.
Dragonborn.esm:01BFE9,Dragonborn.esm,DLC2RR00,Raven Rock Quest Monitor,structural-silent,2,0,,0,direct_mcp_review=ok; source=Dragonborn.esm; stages=2; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control record; no discrete player-act row.
Dragonborn.esm:01C05C,Dragonborn.esm,DLC2TTR5,Briarheart Necropsy,semantic-silent-radiant-or-template,3,2,300,2,direct_mcp_review=ok; source=Dragonborn.esm; stages=3; journal_stages=100|200; completion_stages=300; objectives=2,"Radiant, repeatable, mundane, or misc-objective content is silent under the approved policy."
Dragonborn.esm:01C06E,Dragonborn.esm,DLC2TTR2,Heart Stones,semantic-silent-radiant-or-template,3,1,300,2,direct_mcp_review=ok; source=Dragonborn.esm; stages=3; journal_stages=100; completion_stages=300; objectives=2,"Radiant, repeatable, mundane, or misc-objective content is silent under the approved policy."
Dragonborn.esm:01C4E4,Dragonborn.esm,DLC2Pillar,(absent),structural-silent,3,0,,0,direct_mcp_review=ok; source=Dragonborn.esm; stages=3; journal_stages=none; completion_stages=none; objectives=0,Structural/dialogue/monitor/handler/control record; no discrete player-act row.
