"formid","source_plugin","editor_id","quest_name","classification","stage_count","journal_stage_count","completion_stages","objective_count","evidence_summary","notes"
"Skyrim.esm:063F0A","Skyrim.esm","DialogueRiftenGrandPlazaScene41","Grand Plaza Scene 41","structural-silent","0","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0",""
"Skyrim.esm:063F0C","Skyrim.esm","DialogueRiftenGrandPlazaScene42","Grand Plaza Scene 42","structural-silent","0","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0",""
"Skyrim.esm:063F0E","Skyrim.esm","DialogueRiftenGrandPlazaScene43","Grand Plaza Scene 43","structural-silent","0","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0",""
"Skyrim.esm:06434A","Skyrim.esm","CWCitizensFlee","","semantic-silent","2","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=2; journal_stages=none; completion_stages=none; objectives=0",""
"Skyrim.esm:064701","Skyrim.esm","dunBthardamzQST","","semantic-silent","6","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=6; journal_stages=none; completion_stages=none; objectives=0",""
"Skyrim.esm:064798","Skyrim.esm","FreeformMarkarthM","Search and Seizure","approved-new-tag","5","0","","2","direct_mcp_review=ok; source=Skyrim.esm; stages=5; journal_stages=none; completion_stages=none; objectives=2","OWNER-APPROVED 2026-08-12: persecute_religious_worship:talos; Talos, Stendarr, Mara, and Stuhn disapprove."
"Skyrim.esm:0647A6","Skyrim.esm","FreeformMarkarthMPostQuest","","semantic-silent","1","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=1; journal_stages=none; completion_stages=none; objectives=0",""
"Skyrim.esm:0647B3","Skyrim.esm","FreeformMarkarthN","Coated in Blood","approved","3","0","","1","direct_mcp_review=ok; source=Skyrim.esm; stages=3; journal_stages=none; completion_stages=none; objectives=1","OWNER-APPROVED 2026-08-12."
"Skyrim.esm:064958","Skyrim.esm","FreeformStonehillsA","Payment Delivery","approved","2","0","20","1","direct_mcp_review=ok; source=Skyrim.esm; stages=2; journal_stages=none; completion_stages=20; objectives=1","OWNER-APPROVED 2026-08-12."
"Skyrim.esm:06499C","Skyrim.esm","DialogueRiftenHaelgasBunkhouseScene09","Haelga's Bunkhouse Scene 09","structural-silent","0","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0",""
"Skyrim.esm:06499E","Skyrim.esm","DialogueRiftenHaelgasBunkhouseScene10","Haelga's Bunkhouse Scene 10","structural-silent","0","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0",""
"Skyrim.esm:0649A0","Skyrim.esm","DialogueRiftenHaelgasBunkhouseScene11","Haelga's Bunkhouse Scene 11","structural-silent","0","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0",""
"Skyrim.esm:0649A2","Skyrim.esm","DialogueRiftenHaelgasBunkhouseScene12","Haelga's Bunkhouse Scene 12","structural-silent","0","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0",""
"Skyrim.esm:0649FC","Skyrim.esm","DialogueRiftenMaul","Riften Maul Dialogue","semantic-silent","5","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=5; journal_stages=none; completion_stages=none; objectives=0",""
"Skyrim.esm:064A14","Skyrim.esm","TG00MaulHandler","TG00 Maul Handler","semantic-silent","2","0","","1","direct_mcp_review=ok; source=Skyrim.esm; stages=2; journal_stages=none; completion_stages=none; objectives=1",""
"Skyrim.esm:064B72","Skyrim.esm","DialogueMarkarthKeepIntroCourtScene","DialogueMarkarthKeepIntroCourtScene","semantic-silent","2","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=2; journal_stages=none; completion_stages=none; objectives=0",""
"Skyrim.esm:064EA8","Skyrim.esm","FreeformWinterholdC","Drowned Sorrows","approved","5","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=5; journal_stages=none; completion_stages=none; objectives=0","Direct INFO/TIF and official QF fragments prove s40 is set when the player gives Isabelle's final letter to Ranmir; exact closure-for-the-dead outcome."
"Skyrim.esm:064F6C","Skyrim.esm","CWMiscObj","","semantic-silent","1","0","","1","direct_mcp_review=ok; source=Skyrim.esm; stages=1; journal_stages=none; completion_stages=none; objectives=1",""
"Skyrim.esm:06531D","Skyrim.esm","FreeformWinterholdCFin","Drowned Sorrows Fin","semantic-silent","1","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=1; journal_stages=none; completion_stages=none; objectives=0",""
"Skyrim.esm:06571D","Skyrim.esm","DialogueWinterholdBirnasHouseScene01","Birna's House Scene 1","structural-silent","0","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0",""
"Skyrim.esm:06571F","Skyrim.esm","DialogueWinterholdBirnasHouseScene02","Birna's House Scene 2","structural-silent","0","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0",""
"Skyrim.esm:065724","Skyrim.esm","DialogueWinterholdBirnasHouseScene03","Birna's House Scene 3","structural-silent","0","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0",""
"Skyrim.esm:065726","Skyrim.esm","DialogueWinterholdBirnasHouseScene04","Birna's House Scene 4","structural-silent","0","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0",""
"Skyrim.esm:065BDF","Skyrim.esm","FreeformRiftenThane","I Done Got Thaned!","approved","4","0","","3","direct_mcp_review=ok; source=Skyrim.esm; stages=4; journal_stages=none; completion_stages=none; objectives=3","OWNER-APPROVED 2026-08-12."
"Skyrim.esm:065C30","Skyrim.esm","FreeformRiften19","Bloody Nose","approved","6","0","","1","direct_mcp_review=ok; source=Skyrim.esm; stages=6; journal_stages=none; completion_stages=none; objectives=1","OWNER-APPROVED 2026-08-12."
"Skyrim.esm:065C8D","Skyrim.esm","CWFin","","structural-silent","0","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0",""
"Skyrim.esm:066263","Skyrim.esm","DialogueLeftHandMineDaighreSkaggi02","DialogueLeftHandMineDaighreSkaggi02","structural-silent","0","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0",""
"Skyrim.esm:06759B","Skyrim.esm","CreatureDialogueFalmer","CreatureDialogueFalmer","structural-silent","0","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0",""
"Skyrim.esm:06771B","Skyrim.esm","DialogueIvarsteadInnScene01","DialogueIvarstead","structural-silent","0","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0",""
"Skyrim.esm:06771D","Skyrim.esm","DialogueIvarsteadInnScene02","DialogueIvarstead","structural-silent","0","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0",""
"Skyrim.esm:06771F","Skyrim.esm","DialogueIvarsteadInnScene03","DialogueIvarstead","structural-silent","0","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0",""
"Skyrim.esm:067721","Skyrim.esm","DialogueIvarsteadInnScene04","DialogueIvarstead","structural-silent","0","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0",""
"Skyrim.esm:067723","Skyrim.esm","DialogueIvarsteadInnScene05","DialogueIvarstead","structural-silent","0","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0",""
"Skyrim.esm:067725","Skyrim.esm","DialogueIvarsteadInnScene06","DialogueIvarstead","structural-silent","0","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0",""
"Skyrim.esm:067727","Skyrim.esm","DialogueIvarsteadFellstarFarmScene01","DialogueIvarstead","structural-silent","0","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0",""
"Skyrim.esm:067729","Skyrim.esm","DialogueIvarsteadFellstarFarmScene02","DialogueIvarstead","structural-silent","0","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0",""
"Skyrim.esm:06772B","Skyrim.esm","DialogueIvarsteadFellstarFarmScene03","DialogueIvarstead","structural-silent","0","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0",""
"Skyrim.esm:06772D","Skyrim.esm","DialogueIvarsteadKlimmekHouseScene01","DialogueIvarstead","structural-silent","0","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0",""
"Skyrim.esm:06772F","Skyrim.esm","DialogueIvarsteadKlimmekHouseScene02","DialogueIvarstead","structural-silent","0","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0",""
"Skyrim.esm:067731","Skyrim.esm","DialogueIvarsteadTembasMillScene01","DialogueIvarstead","structural-silent","0","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0",""
"Skyrim.esm:067733","Skyrim.esm","DialogueIvarsteadTembasMillScene02","DialogueIvarstead","structural-silent","0","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0",""
"Skyrim.esm:06819A","Skyrim.esm","FreeformOldHroldanB","The Ghost of Old Hroldan","approved","5","0","","1","direct_mcp_review=ok; source=Skyrim.esm; stages=5; journal_stages=none; completion_stages=none; objectives=1","OWNER-APPROVED 2026-08-12."
"Skyrim.esm:06819E","Skyrim.esm","RelationshipOrcs","A Friend to the Orcs","semantic-silent","3","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=3; journal_stages=none; completion_stages=none; objectives=0",""
"Skyrim.esm:0681D4","Skyrim.esm","FreeformFrostRiver","Supply Line","semantic-silent","2","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=2; journal_stages=none; completion_stages=none; objectives=0",""
"Skyrim.esm:068D73","Skyrim.esm","stables","Stables","semantic-silent","1","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=1; journal_stages=none; completion_stages=none; objectives=0",""
"Skyrim.esm:069043","Skyrim.esm","FreeformKynesgroveA","Dravynea's Frost Salts","approved","3","0","","1","direct_mcp_review=ok; source=Skyrim.esm; stages=3; journal_stages=none; completion_stages=none; objectives=1","OWNER-APPROVED 2026-08-12."
"Skyrim.esm:0695F1","Skyrim.esm","DialogueOldHroldanEydisSkuliScene02","DialogueOldHroldanEydisSkuliScene02","structural-silent","0","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0",""
"Skyrim.esm:0695F3","Skyrim.esm","DialogueOldHroldanEydisSkuliScene01","DialogueOldHroldanEydisSkuliScene01","structural-silent","0","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0",""
"Skyrim.esm:06A086","Skyrim.esm","MGRArniel01","Arniel's Endeavor","approved","2","2","200","1","direct_mcp_review=ok; source=Skyrim.esm; stages=2; journal_stages=10|200; completion_stages=200; objectives=1","OWNER-APPROVED 2026-08-12."
"Skyrim.esm:06A08D","Skyrim.esm","MGRArniel02","Arniel's Endeavor","approved","6","4","200","4","direct_mcp_review=ok; source=Skyrim.esm; stages=6; journal_stages=10|20|40|200; completion_stages=200; objectives=4","OWNER-APPROVED 2026-08-12."
"Skyrim.esm:06A119","Skyrim.esm","MGRArniel04","Arniel's Endeavor","approved","6","5","200","4","direct_mcp_review=ok; source=Skyrim.esm; stages=6; journal_stages=10|20|30|40|200; completion_stages=200; objectives=4","OWNER-APPROVED 2026-08-12."
"Skyrim.esm:06A270","Skyrim.esm","CWDialogueSoldiers01","Dialogue Event Scene for Soldiers","structural-silent","0","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0",""
"Skyrim.esm:06A3D5","Skyrim.esm","T03Intro","","semantic-silent","2","0","20","1","direct_mcp_review=ok; source=Skyrim.esm; stages=2; journal_stages=none; completion_stages=20; objectives=1",""
"Skyrim.esm:06A784","Skyrim.esm","DialogueShorsStoneGatheringScene01","Dialogue Shor's Stone Conversation","structural-silent","0","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0",""
"Skyrim.esm:06A786","Skyrim.esm","DialogueShorsStoneGatheringScene02","Dialogue Shor's Stone Conversation","structural-silent","0","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0",""
"Skyrim.esm:06A788","Skyrim.esm","DialogueShorsStoneGatheringScene03","Dialogue Shor's Stone Conversation","structural-silent","0","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0",""
"Skyrim.esm:06A78A","Skyrim.esm","DialogueShorsStoneGatheringScene04","Dialogue Shor's Stone Conversation","structural-silent","0","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0",""
"Skyrim.esm:06A78C","Skyrim.esm","DialogueShorsStoneGatheringScene05","Dialogue Shor's Stone Conversation","structural-silent","0","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0",""
"Skyrim.esm:06A78E","Skyrim.esm","DialogueShorsStoneGatheringScene06","Dialogue Shor's Stone Conversation","structural-silent","0","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0",""
"Skyrim.esm:06A9A0","Skyrim.esm","MS02EscapeThonarEnding","","semantic-silent","2","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=2; journal_stages=none; completion_stages=none; objectives=0",""
"Skyrim.esm:06ABD7","Skyrim.esm","CreatureDialogueGiant","CreatureDialogueGiant","structural-silent","0","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0",""
"Skyrim.esm:06B18F","Skyrim.esm","CWDialogueSoldiers","Soldier Player Dialogue","structural-silent","0","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0",""
"Skyrim.esm:06B190","Skyrim.esm","CWDialogueSoldiersHellos","Hello Event Scene","semantic-silent","1","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=1; journal_stages=none; completion_stages=none; objectives=0",""
"Skyrim.esm:06B94B","Skyrim.esm","DGArrestQuest","","semantic-silent","2","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=2; journal_stages=none; completion_stages=none; objectives=0",""
"Skyrim.esm:06BC1A","Skyrim.esm","MS10CompanySwapPostQuest","","semantic-silent","1","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=1; journal_stages=none; completion_stages=none; objectives=0",""
"Skyrim.esm:06C0EA","Skyrim.esm","MS05KingOlafsFestival","Tending the Flames","semantic-silent","5","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=5; journal_stages=none; completion_stages=none; objectives=0",""
"Skyrim.esm:06C824","Skyrim.esm","Favor151","Kill the Forsworn Leader (Jarl)","semantic-silent-radiant-or-template","5","0","20","2","direct_mcp_review=ok; source=Skyrim.esm; stages=5; journal_stages=none; completion_stages=20; objectives=2",""
"Skyrim.esm:06C9C6","Skyrim.esm","WIChangeLocation02","Enter w/ Weapon Drawn","semantic-silent-radiant-or-template","1","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=1; journal_stages=none; completion_stages=none; objectives=0",""
"Skyrim.esm:06CD54","Skyrim.esm","dunIronbindQST","Coming of Age","semantic-silent","15","0","200","0","direct_mcp_review=ok; source=Skyrim.esm; stages=15; journal_stages=none; completion_stages=200; objectives=0",""
"Skyrim.esm:06D1E1","Skyrim.esm","WISabotage","","semantic-silent-radiant-or-template","1","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=1; journal_stages=none; completion_stages=none; objectives=0",""
"Skyrim.esm:06D585","Skyrim.esm","TGCrownMisc","No Stone Unturned Misc Handler","semantic-silent-radiant-or-template","4","2","200","2","direct_mcp_review=ok; source=Skyrim.esm; stages=4; journal_stages=10|20; completion_stages=200; objectives=2",""
"Skyrim.esm:06E028","Skyrim.esm","WIChangeLocation03","Wizard Duel","semantic-silent-radiant-or-template","5","0","","1","direct_mcp_review=ok; source=Skyrim.esm; stages=5; journal_stages=none; completion_stages=none; objectives=1",""
"Skyrim.esm:06E53F","Skyrim.esm","BardSongsInstrumental","","semantic-silent","1","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=1; journal_stages=none; completion_stages=none; objectives=0",""
"Skyrim.esm:06F453","Skyrim.esm","DialogueGenericUniqueVoices","","structural-silent","0","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0",""
"Skyrim.esm:06F8F2","Skyrim.esm","WICrowd","Generic Crowd Maker","semantic-silent-radiant-or-template","2","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=2; journal_stages=none; completion_stages=none; objectives=0",""
"Skyrim.esm:06F9A5","Skyrim.esm","DBEviction","Honor Thy Family","approved-new-tag","4","1","200","1","direct_mcp_review=ok; source=Skyrim.esm; stages=4; journal_stages=10; completion_stages=200; objectives=1","OWNER-APPROVED 2026-08-12: atonement_restitution."
"Skyrim.esm:06FD35","Skyrim.esm","Favor104","Kill the Bandit Leader","semantic-silent-radiant-or-template","5","0","20","2","direct_mcp_review=ok; source=Skyrim.esm; stages=5; journal_stages=none; completion_stages=20; objectives=2",""
"Skyrim.esm:06FE37","Skyrim.esm","Favor205","Dungeon Delving (Caves)","semantic-silent-radiant-or-template","5","0","20","2","direct_mcp_review=ok; source=Skyrim.esm; stages=5; journal_stages=none; completion_stages=20; objectives=2",""
"Skyrim.esm:070217","Skyrim.esm","WICastMagic01","Invisible Child","semantic-silent-radiant-or-template","4","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=4; journal_stages=none; completion_stages=none; objectives=0",""
"Skyrim.esm:070223","Skyrim.esm","WICastMagic01ActorDialogueEvent","Child scares NPCs","semantic-silent-radiant-or-template","1","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=1; journal_stages=none; completion_stages=none; objectives=0",""
"Skyrim.esm:070E30","Skyrim.esm","WIChangeLocation05","Gift from a friend","semantic-silent-radiant-or-template","2","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=2; journal_stages=none; completion_stages=none; objectives=0",""
"Skyrim.esm:07105B","Skyrim.esm","Favor204","Dungeon Delving (Bandits)","semantic-silent-radiant-or-template","5","0","20","2","direct_mcp_review=ok; source=Skyrim.esm; stages=5; journal_stages=none; completion_stages=20; objectives=2",""
"Skyrim.esm:071208","Skyrim.esm","DialogueRiftenKeepScene01Alternate","Riften Keep Alternate Scene 01","structural-silent","0","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0",""
"Skyrim.esm:07120A","Skyrim.esm","DialogueRiftenKeepScene02Alternate","Riften Keep Alternate Scene 02","structural-silent","0","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0",""
"Skyrim.esm:07120C","Skyrim.esm","DialogueRiftenKeepScene03Alternate","Riften Keep Alternate Scene 03","structural-silent","0","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0",""
"Skyrim.esm:07120E","Skyrim.esm","DialogueRiftenKeepScene04Alternate","Riften Keep Alternate Scene 04","structural-silent","0","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0",""
"Skyrim.esm:071210","Skyrim.esm","DialogueRiftenKeepScene05Alternate","Riften Keep Alternate Scene 05","structural-silent","0","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0",""
"Skyrim.esm:071212","Skyrim.esm","DialogueRiftenKeepScene06Alternate","Riften Keep Alternate Scene 06","structural-silent","0","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0",""
"Skyrim.esm:071214","Skyrim.esm","DialogueRiftenKeepScene07Alternate","Riften Keep Alternate Scene 07","structural-silent","0","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0",""
"Skyrim.esm:071216","Skyrim.esm","DialogueRiftenKeepScene08Alternate","Riften Keep Alternate Scene 08","structural-silent","0","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0",""
"Skyrim.esm:071218","Skyrim.esm","DialogueRiftenElgrimsElixirsScene03","Elgrim's Elixir's Scene 03","structural-silent","0","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0",""
"Skyrim.esm:07121A","Skyrim.esm","DialogueRiftenElgrimsElixirsScene04","Elgrim's Elixir's Scene 04","structural-silent","0","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0",""
"Skyrim.esm:07121C","Skyrim.esm","DialogueRiftenHaelgasBunkhouseScene05","Haelga's Bunkhouse Scene 05","structural-silent","0","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0",""
"Skyrim.esm:07121E","Skyrim.esm","DialogueRiftenHaelgasBunkhouseScene06","Haelga's Bunkhouse Scene 06","structural-silent","0","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0",""
"Skyrim.esm:071220","Skyrim.esm","DialogueRiftenHaelgasBunkhouseScene07","Haelga's Bunkhouse Scene 07","structural-silent","0","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0",""
"Skyrim.esm:071222","Skyrim.esm","DialogueRiftenHaelgasBunkhouseScene08","Haelga's Bunkhouse Scene 08","structural-silent","0","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0",""
"Skyrim.esm:071224","Skyrim.esm","DialogueRiftenPawnedPrawnScene03","Pawned Prawn Scene 02","structural-silent","0","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0",""
"Skyrim.esm:071226","Skyrim.esm","DialogueRiftenBeggarEddaScene","Riften Edda's Beggar Dialogue","structural-silent","0","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0",""
"Skyrim.esm:071228","Skyrim.esm","DialogueRiftenBeggarSnilfScene","Riften Snilf's Beggar Dialogue","structural-silent","0","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0",""
