formid,source_plugin,editor_id,quest_name,classification,stage_count,journal_stage_count,completion_stages,objective_count,evidence_summary,notes
017015:Skyrim.esm,Skyrim.esm,CreatureDialogueFrostbiteSpider,CreatureDialogueFrostbiteSpider,structural-silent,0,0,,0,direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,
01703C:Skyrim.esm,Skyrim.esm,KingOlafsFestivalStarter,,semantic-silent,1,0,,0,direct_mcp_review=ok; source=Skyrim.esm; stages=1; journal_stages=none; completion_stages=none; objectives=0,
017042:Skyrim.esm,Skyrim.esm,MQSovngardeConv2ActorDialogue,Sovngarde Hall of Heroes fighting scene,semantic-silent,2,0,,0,direct_mcp_review=ok; source=Skyrim.esm; stages=2; journal_stages=none; completion_stages=none; objectives=0,
017289:Skyrim.esm,Skyrim.esm,DialogueMarkarthMarketSceneKerahEndon1,DialogueMarkarthMarketSceneKerahEndon1,structural-silent,0,0,,0,direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,
01728B:Skyrim.esm,Skyrim.esm,DialogueMarkarthMarketSceneKerahEndon2,DialogueMarkarthMarketSceneKerahEndon2,structural-silent,0,0,,0,direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,
01728D:Skyrim.esm,Skyrim.esm,DialogueMarkarthMarketSceneKerahHroki1,DialogueMarkarthMarketSceneKerahHroki2,structural-silent,0,0,,0,direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,
01728F:Skyrim.esm,Skyrim.esm,DialogueMarkarthMarketSceneKerahHroki2,DialogueMarkarthMarketSceneKerahHroki2,structural-silent,0,0,,0,direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,
017291:Skyrim.esm,Skyrim.esm,DialogueMarkarthMarketSceneHogniHroki1,DialogueMarkarthMarketSceneHogniHroki1,structural-silent,0,0,,0,direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,
017293:Skyrim.esm,Skyrim.esm,DialogueMarkarthMarketSceneHogniHroki2,DialogueMarkarthMarketSceneHogniHroki2,structural-silent,0,0,,0,direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,
017295:Skyrim.esm,Skyrim.esm,DialogueMarkarthKeepStormcloakCourtScene04,DialogueMarkarthKeepStormcloakCourtScene04,structural-silent,0,0,,0,direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,
017297:Skyrim.esm,Skyrim.esm,DialogueMarkarthTreasuryHouseThonarBetridScene01,DialogueMarkarthTreasuryHouseThonarBetridScene01,structural-silent,0,0,,0,direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,
017C93:Skyrim.esm,Skyrim.esm,DialogueMarkarthTreasuryHouseThonarBetridScene02,DialogueMarkarthTreasuryHouseThonarBetridScene02,structural-silent,0,0,,0,direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,
017C9B:Skyrim.esm,Skyrim.esm,DialogueMarkarthTreasuryHouseRhiadaIldeneScene01,DialogueMarkarthTreasuryHouseRhiadaIldeneScene01,structural-silent,0,0,,0,direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,
017C9D:Skyrim.esm,Skyrim.esm,DialogueMarkarthTreasuryHouseRhiadaThonarScene01,DialogueMarkarthTreasuryHouseRhiadaThonarScene01,structural-silent,0,0,,0,direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,
017C9F:Skyrim.esm,Skyrim.esm,DialogueMarkarthTreasuryHouseIldeneThonarScene01,DialogueMarkarthTreasuryHouseIldeneThonarScene01,structural-silent,0,0,,0,direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,
017CA3:Skyrim.esm,Skyrim.esm,DialogueMarkarthTreasuryHouseRhiadaBetridScene01,DialogueMarkarthTreasuryHouseRhiadaBetridScene01,structural-silent,0,0,,0,direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,
017CA5:Skyrim.esm,Skyrim.esm,DialogueMarkarthArnleifLisbetImedhnainScene01,DialogueMarkarthArnleifLisbetImedhnainScene01,structural-silent,0,0,,0,direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,
017CB2:Skyrim.esm,Skyrim.esm,CreatureDialogueTroll,CreatureDialogueTroll,structural-silent,0,0,,0,direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,
017E09:Skyrim.esm,Skyrim.esm,DialogueMarkarthArnleifLisbetImedhnainScene02,DialogueMarkarthArnleifLisbetImedhnainScene02,structural-silent,0,0,,0,direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,
017F01:Skyrim.esm,HearthFires.esm,DialogueCarriageSystem,Carriage system dialogue,structural-silent,0,0,,0,direct_mcp_review=ok; source=HearthFires.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,
017F05:Skyrim.esm,Skyrim.esm,DialogueMarkarth,DialogueMarkarth,structural-silent,23,0,,0,direct_mcp_review=ok; source=Skyrim.esm; stages=23; journal_stages=none; completion_stages=none; objectives=0,
017F32:Skyrim.esm,Skyrim.esm,DialogueWhiterunBanneredMareScene1,Whiterun Bannered Mare Convo System 1,structural-silent,0,0,,0,direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,
0180C3:Skyrim.esm,Skyrim.esm,CreatureDialogueGoat,CreatureDialogueGoat,structural-silent,0,0,,0,direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,
018601:Skyrim.esm,Skyrim.esm,dunHunterQST,Kyne's Sacred Trials,existing-promoted,17,8,100,10,direct_mcp_review=ok; source=Skyrim.esm; stages=17; journal_stages=20|21|50|51|70|71|80|100; completion_stages=100; objectives=10,
018956:Skyrim.esm,Skyrim.esm,DialogueWhiterunBanneredMareScene2,Whiterun Bannered Mare Convo System 2,structural-silent,0,0,,0,direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,
01895B:Skyrim.esm,Skyrim.esm,DialogueWhiterunBanneredMareScene3,Whiterun Bannered Mare Convo System 3,structural-silent,0,0,,0,direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,
018965:Skyrim.esm,HearthFires.esm,WIRemoveItem02,"""Accidentally dropped this""",semantic-silent-radiant-or-template,2,0,,0,direct_mcp_review=ok; source=HearthFires.esm; stages=2; journal_stages=none; completion_stages=none; objectives=0,
018B4B:Skyrim.esm,Skyrim.esm,MS01,The Forsworn Conspiracy,semantic-silent,39,4,95|100,14,direct_mcp_review=ok; source=Skyrim.esm; stages=39; journal_stages=15|20|95|100; completion_stages=95|100; objectives=14,The terminals only frame the player and hand off to the Cidhna Mine continuation; no discrete player-owned resolution is evidenced here.
01920D:Skyrim.esm,Skyrim.esm,CreatureDialogueSabreCat,CreatureDialogueSabreCat,structural-silent,0,0,,0,direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,
019E53:Skyrim.esm,Skyrim.esm,CW,,semantic-silent,12,0,,0,direct_mcp_review=ok; source=Skyrim.esm; stages=12; journal_stages=none; completion_stages=none; objectives=0,
019FD1:Skyrim.esm,Skyrim.esm,DialogueWhiterunTempleofKynarethScene1,Whiterun Temple Convo System 1,structural-silent,0,0,,0,direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,
019FD9:Skyrim.esm,Skyrim.esm,DialogueWhiterunDragonsreachScene1,Whiterun Dragonsreach Convo System 1,structural-silent,0,0,,0,direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,
019FE4:Skyrim.esm,Skyrim.esm,CreatureDialogueSkeever,CreatureDialogueSkeever,structural-silent,0,0,,0,direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,
01A4EA:Skyrim.esm,Skyrim.esm,DA02Post,,semantic-silent,1,0,,0,direct_mcp_review=ok; source=Skyrim.esm; stages=1; journal_stages=none; completion_stages=none; objectives=0,
01B112:Skyrim.esm,Skyrim.esm,DialogueGenericScene04,DialogueGenericScene04,structural-silent,0,0,,0,direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,
01BAEC:Skyrim.esm,Skyrim.esm,dunNilheimQST,Telrav's Request,dependency-owned-overlap,6,5,100,4,direct_mcp_review=ok; source=Skyrim.esm; stages=6; journal_stages=10|20|30|100|150; completion_stages=100; objectives=4,Vanilla s100 is already dependency-owned in PDV_QRM_NilheimQE; a core row would collide when the option is installed.
01BB9B:Skyrim.esm,Skyrim.esm,DA14,A Night To Remember,existing-promoted,21,11,200,13,direct_mcp_review=ok; source=Skyrim.esm; stages=21; journal_stages=5|10|30|40|50|75|85|100|115|135|200; completion_stages=200; objectives=13,
01BC95:Skyrim.esm,Skyrim.esm,MQReserved,MQ Reserved Locations,structural-silent,2,1,100,0,direct_mcp_review=ok; source=Skyrim.esm; stages=2; journal_stages=100; completion_stages=100; objectives=0,
01BE4D:Skyrim.esm,Skyrim.esm,WIRemoveItem03,Fight over item,semantic-silent-radiant-or-template,2,0,,0,direct_mcp_review=ok; source=Skyrim.esm; stages=2; journal_stages=none; completion_stages=none; objectives=0,
01BFC4:Skyrim.esm,Skyrim.esm,DA03,A Daedra's Best Friend,existing-promoted,24,6,200|205,9,direct_mcp_review=ok; source=Skyrim.esm; stages=24; journal_stages=25|50|70|150|155|200; completion_stages=200|205; objectives=9,
01BFF2:Skyrim.esm,Update.esm,WIKill03,Inheritance,semantic-silent-radiant-or-template,1,0,,0,direct_mcp_review=ok; source=Update.esm; stages=1; journal_stages=none; completion_stages=none; objectives=0,
01C3FB:Skyrim.esm,Skyrim.esm,dunWhiteRiverWatchQST,,semantic-silent,8,0,,0,direct_mcp_review=ok; source=Skyrim.esm; stages=8; journal_stages=none; completion_stages=none; objectives=0,
01C48E:Skyrim.esm,Skyrim.esm,T03,The Blessings of Nature,existing-promoted,11,3,100|105,8,direct_mcp_review=ok; source=Skyrim.esm; stages=11; journal_stages=20|100|105; completion_stages=100|105; objectives=8,
01C4A1:Skyrim.esm,Skyrim.esm,CWCampaign,,semantic-silent,4,0,,0,direct_mcp_review=ok; source=Skyrim.esm; stages=4; journal_stages=none; completion_stages=none; objectives=0,
01C5D9:Skyrim.esm,Skyrim.esm,MQ00,MQ Always On,semantic-silent,3,0,,0,direct_mcp_review=ok; source=Skyrim.esm; stages=3; journal_stages=none; completion_stages=none; objectives=0,
01CEEE:Skyrim.esm,Skyrim.esm,CR01,Animal Extermination,semantic-silent-radiant-or-template,7,2,200,2,direct_mcp_review=ok; source=Skyrim.esm; stages=7; journal_stages=10|20; completion_stages=200; objectives=2,
01CEEF:Skyrim.esm,Skyrim.esm,CR00,,semantic-silent,1,0,,0,direct_mcp_review=ok; source=Skyrim.esm; stages=1; journal_stages=none; completion_stages=none; objectives=0,
01CEF4:Skyrim.esm,Dawnguard.esm,C03,The Silver Hand,existing-promoted,9,4,200,7,direct_mcp_review=ok; source=Dawnguard.esm; stages=9; journal_stages=5|10|25|200; completion_stages=200; objectives=7,Owner ruling locked during this sweep: retain existing Hircine s25 piety row.
01CEF5:Skyrim.esm,Skyrim.esm,C04,Blood's Honor,existing-promoted,6,3,200,4,direct_mcp_review=ok; source=Skyrim.esm; stages=6; journal_stages=10|20|200; completion_stages=200; objectives=4,
01CEF6:Skyrim.esm,Update.esm,C06,Glory of the Dead,existing-promoted,15,5,200,12,direct_mcp_review=ok; source=Update.esm; stages=15; journal_stages=10|15|20|30|200; completion_stages=200; objectives=12,
01CF25:Skyrim.esm,Update.esm,MS08,In My Time Of Need,candidate-proposed,18,5,200|201,14,direct_mcp_review=ok; source=Update.esm; stages=18; journal_stages=10|25|175|200|201; completion_stages=200|201; objectives=14,
01CF26:Skyrim.esm,Skyrim.esm,MS09,Missing In Action,candidate-proposed,15,9,200|201,10,direct_mcp_review=ok; source=Skyrim.esm; stages=15; journal_stages=10|20|30|40|50|60|110|200|201; completion_stages=200|201; objectives=10,
01DA3C:Skyrim.esm,Skyrim.esm,MS03,Promises to Keep,candidate-proposed,12,5,275,6,direct_mcp_review=ok; source=Skyrim.esm; stages=12; journal_stages=5|10|25|200|225; completion_stages=275; objectives=6,
01DBFC:Skyrim.esm,Skyrim.esm,MS10,Rise in the East,existing-promoted,12,2,100,10,direct_mcp_review=ok; source=Skyrim.esm; stages=12; journal_stages=10|100; completion_stages=100; objectives=10,
01DD08:Skyrim.esm,Skyrim.esm,WE01,Bandit beat down,semantic-silent-radiant-or-template,2,0,,0,direct_mcp_review=ok; source=Skyrim.esm; stages=2; journal_stages=none; completion_stages=none; objectives=0,
01DD49:Skyrim.esm,Skyrim.esm,DA01FIN,,semantic-silent,1,0,,0,direct_mcp_review=ok; source=Skyrim.esm; stages=1; journal_stages=none; completion_stages=none; objectives=0,
01E3B1:Skyrim.esm,Skyrim.esm,ClearSkiesQuest,,semantic-silent,2,0,,0,direct_mcp_review=ok; source=Skyrim.esm; stages=2; journal_stages=none; completion_stages=none; objectives=0,
01E3C8:Skyrim.esm,Skyrim.esm,ClearSkiesChangeLocationQuest,,semantic-silent,1,0,,0,direct_mcp_review=ok; source=Skyrim.esm; stages=1; journal_stages=none; completion_stages=none; objectives=0,
01E437:Skyrim.esm,Skyrim.esm,dunBrokenOarQST,,semantic-silent,5,0,,0,direct_mcp_review=ok; source=Skyrim.esm; stages=5; journal_stages=none; completion_stages=none; objectives=0,
01EA4F:Skyrim.esm,Skyrim.esm,DB01Misc,Delayed Burial,existing-promoted,11,9,200,6,direct_mcp_review=ok; source=Skyrim.esm; stages=11; journal_stages=5|10|20|30|40|50|200|210|215; completion_stages=200; objectives=6,
01EA50:Skyrim.esm,Skyrim.esm,DB01,Innocence Lost,existing-promoted,6,3,200,3,direct_mcp_review=ok; source=Skyrim.esm; stages=6; journal_stages=5|20|200; completion_stages=200; objectives=3,Official core s200 is directly verified. The s198 rows are correctly dependency-owned by Innocence Lost QE; their absence from Skyrim.esm is expected and is not a core defect.
01EA51:Skyrim.esm,Skyrim.esm,DB02,With Friends Like These...,existing-promoted,8,4,200,5,direct_mcp_review=ok; source=Skyrim.esm; stages=8; journal_stages=10|40|200|220; completion_stages=200; objectives=5,
01EA52:Skyrim.esm,Skyrim.esm,DB03,Mourning Never Comes,existing-promoted,12,5,200,6,direct_mcp_review=ok; source=Skyrim.esm; stages=12; journal_stages=10|20|40|50|200; completion_stages=200; objectives=6,
01EA53:Skyrim.esm,Skyrim.esm,DB04,Whispers in the Dark,existing-promoted,9,3,200,5,direct_mcp_review=ok; source=Skyrim.esm; stages=9; journal_stages=10|50|200; completion_stages=200; objectives=5,
01EA54:Skyrim.esm,Skyrim.esm,DB05,Bound Until Death,existing-promoted,5,2,200,2,direct_mcp_review=ok; source=Skyrim.esm; stages=5; journal_stages=10|200; completion_stages=200; objectives=2,
01EA55:Skyrim.esm,Skyrim.esm,DB06,Breaching Security,existing-promoted,7,3,200,5,direct_mcp_review=ok; source=Skyrim.esm; stages=7; journal_stages=5|10|200; completion_stages=200; objectives=5,
01EA56:Skyrim.esm,Skyrim.esm,DB07,The Cure for Madness,existing-promoted,13,3,200,11,direct_mcp_review=ok; source=Skyrim.esm; stages=13; journal_stages=10|15|200; completion_stages=200; objectives=11,
01EA57:Skyrim.esm,Skyrim.esm,DB08,Recipe for Disaster,existing-promoted,9,4,200,7,direct_mcp_review=ok; source=Skyrim.esm; stages=9; journal_stages=2|4|10|200; completion_stages=200; objectives=7,
01EA58:Skyrim.esm,Skyrim.esm,DB09,To Kill an Empire,existing-promoted,13,4,200,9,direct_mcp_review=ok; source=Skyrim.esm; stages=13; journal_stages=5|10|70|200; completion_stages=200; objectives=9,
01EA59:Skyrim.esm,Skyrim.esm,DB11,Hail Sithis!,existing-promoted,15,2,200,9,direct_mcp_review=ok; source=Skyrim.esm; stages=15; journal_stages=5|200; completion_stages=200; objectives=9,
01EA5A:Skyrim.esm,Skyrim.esm,DBrecurring,The Dark Brotherhood Forever,semantic-silent,5,1,200,3,direct_mcp_review=ok; source=Skyrim.esm; stages=5; journal_stages=10; completion_stages=200; objectives=3,
01EA5B:Skyrim.esm,Skyrim.esm,DBSideContract01,Contract: Kill Narfi,candidate-proposed,5,2,200,2,direct_mcp_review=ok; source=Skyrim.esm; stages=5; journal_stages=10|200; completion_stages=200; objectives=2,
01EA5C:Skyrim.esm,Skyrim.esm,DarkBrotherhood,Dark Brotherhood,structural-silent,1,0,,0,direct_mcp_review=ok; source=Skyrim.esm; stages=1; journal_stages=none; completion_stages=none; objectives=0,
01EA5E:Skyrim.esm,Skyrim.esm,DBSideContract02,Contract: Kill Ennodius Papius,candidate-proposed,5,2,200,2,direct_mcp_review=ok; source=Skyrim.esm; stages=5; journal_stages=10|200; completion_stages=200; objectives=2,
01EA5F:Skyrim.esm,Skyrim.esm,DBSideContract03,Contract: Kill Beitild,candidate-proposed,5,2,200,2,direct_mcp_review=ok; source=Skyrim.esm; stages=5; journal_stages=10|200; completion_stages=200; objectives=2,
01EA60:Skyrim.esm,Skyrim.esm,DBSideContract04,Contract: Kill Hern,candidate-proposed,5,2,200,2,direct_mcp_review=ok; source=Skyrim.esm; stages=5; journal_stages=10|200; completion_stages=200; objectives=2,
01EA61:Skyrim.esm,Skyrim.esm,DBSideContract05,Contract: Kill Lurbuk,candidate-proposed,5,2,200,2,direct_mcp_review=ok; source=Skyrim.esm; stages=5; journal_stages=10|200; completion_stages=200; objectives=2,
01EA62:Skyrim.esm,Skyrim.esm,DBSideContract06,Contract: Kill Deekus,candidate-proposed,5,2,200,2,direct_mcp_review=ok; source=Skyrim.esm; stages=5; journal_stages=10|200; completion_stages=200; objectives=2,
01EA63:Skyrim.esm,Skyrim.esm,DBSideContract07,Contract: Kill Ma'randru-jo,candidate-proposed,5,2,200,2,direct_mcp_review=ok; source=Skyrim.esm; stages=5; journal_stages=10|200; completion_stages=200; objectives=2,
01EA64:Skyrim.esm,Skyrim.esm,DBSideContract08,Contract: Kill Anoriath,candidate-proposed,5,2,200,2,direct_mcp_review=ok; source=Skyrim.esm; stages=5; journal_stages=10|200; completion_stages=200; objectives=2,
01EA65:Skyrim.esm,Skyrim.esm,DBSideContract09,Contract: Kill Agnis,candidate-proposed,5,2,200,2,direct_mcp_review=ok; source=Skyrim.esm; stages=5; journal_stages=10|200; completion_stages=200; objectives=2,
01EA66:Skyrim.esm,Skyrim.esm,DBSideContract10,Contract: Kill Maluril,candidate-proposed,5,2,200,2,direct_mcp_review=ok; source=Skyrim.esm; stages=5; journal_stages=10|200; completion_stages=200; objectives=2,
01EA67:Skyrim.esm,Skyrim.esm,DBSideContract11,Contract: Kill Helvard,candidate-proposed,5,2,200,2,direct_mcp_review=ok; source=Skyrim.esm; stages=5; journal_stages=10|200; completion_stages=200; objectives=2,
01EA68:Skyrim.esm,Skyrim.esm,DBSideContract12,Contract: Kill Safia,candidate-proposed,5,2,200,2,direct_mcp_review=ok; source=Skyrim.esm; stages=5; journal_stages=10|200; completion_stages=200; objectives=2,
01F142:Skyrim.esm,Dragonborn.esm,MS06PotemasCatacombsDungeon,,semantic-silent,4,0,,0,direct_mcp_review=ok; source=Dragonborn.esm; stages=4; journal_stages=none; completion_stages=none; objectives=0,
01F251:Skyrim.esm,Skyrim.esm,MG01,First Lessons,existing-promoted,12,10,200,9,direct_mcp_review=ok; source=Skyrim.esm; stages=12; journal_stages=10|20|21|22|23|24|30|40|50|200; completion_stages=200; objectives=9,
01F252:Skyrim.esm,Skyrim.esm,MG02,Under Saarthal,existing-promoted,11,9,200,10,direct_mcp_review=ok; source=Skyrim.esm; stages=11; journal_stages=0|10|25|30|40|50|60|70|200; completion_stages=200; objectives=10,
01F253:Skyrim.esm,Skyrim.esm,MG03,Hitting the Books,existing-promoted,8,7,200,5,direct_mcp_review=ok; source=Skyrim.esm; stages=8; journal_stages=10|20|30|50|55|60|200; completion_stages=200; objectives=5,
01F254:Skyrim.esm,Skyrim.esm,MG04,Good Intentions,existing-promoted,10,8,200,6,direct_mcp_review=ok; source=Skyrim.esm; stages=10; journal_stages=10|15|20|30|40|45|50|200; completion_stages=200; objectives=6,
01F255:Skyrim.esm,Skyrim.esm,MG05,Containment,existing-promoted,9,4,200,5,direct_mcp_review=ok; source=Skyrim.esm; stages=9; journal_stages=20|30|50|200; completion_stages=200; objectives=5,
01F256:Skyrim.esm,Skyrim.esm,mg06,Revealing the Unseen,existing-promoted,15,10,200,12,direct_mcp_review=ok; source=Skyrim.esm; stages=15; journal_stages=10|20|30|32|35|40|50|60|70|200; completion_stages=200; objectives=12,
01F257:Skyrim.esm,Skyrim.esm,MG07,The Staff of Magnus,existing-promoted,10,3,200,8,direct_mcp_review=ok; source=Skyrim.esm; stages=10; journal_stages=10|50|200; completion_stages=200; objectives=8,
01F258:Skyrim.esm,Skyrim.esm,MG08,The Eye of Magnus,existing-promoted,8,3,200,6,direct_mcp_review=ok; source=Skyrim.esm; stages=8; journal_stages=10|40|200; completion_stages=200; objectives=6,
01F326:Skyrim.esm,Update.esm,TG01,Taking Care of Business,existing-promoted,12,3,200,8,direct_mcp_review=ok; source=Update.esm; stages=12; journal_stages=10|20|200; completion_stages=200; objectives=8,
01F7A3:Skyrim.esm,Update.esm,MS11,Blood on the Ice,candidate-proposed,21,4,100|250,15,direct_mcp_review=ok; source=Update.esm; stages=21; journal_stages=10|40|100|250; completion_stages=100|250; objectives=15,Owner approved wrongful_accusation with justice/law/knowledge disapprovals; s100 is active in the isolated slate.
01FA52:Skyrim.esm,Skyrim.esm,CWResolution02,Defend <Alias=Capital>,semantic-silent-radiant-or-template,9,0,200,3,direct_mcp_review=ok; source=Skyrim.esm; stages=9; journal_stages=none; completion_stages=200; objectives=3,
01FD72:Skyrim.esm,Skyrim.esm,FreeformKolskeggrA,Kolskeggr Mine,candidate-proposed,4,0,,2,direct_mcp_review=ok; source=Skyrim.esm; stages=4; journal_stages=none; completion_stages=none; objectives=2,"Owner approved correction of all s200 rows to s100. Direct VMAD proves a s100 fragment and objective 20 is the report-back surface; RUNTIME-VERIFY remains required."
01FD76:Skyrim.esm,Skyrim.esm,DialogueKolskeggrMine,DialogueKolskeggrMine,structural-silent,0,0,,0,direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,
01FD7A:Skyrim.esm,Skyrim.esm,DialogueKolskeggrMineScene01,DialogueKolskeggrMineScene01,structural-silent,0,0,,0,direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,
01FD89:Skyrim.esm,Skyrim.esm,DialogueLeftHandMineDaighreErith02,DialogueLeftHandMineDaighreErith02,structural-silent,0,0,,0,direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,
01FD8C:Skyrim.esm,Skyrim.esm,DialogueLeftHandMinePavoGatScene02,DialogueLeftHandMinePavoGatScene02,structural-silent,0,0,,0,direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,
01FD92:Skyrim.esm,Skyrim.esm,DialogueKolskeggrMineScene02,DialogueKolskeggrMineScene02,structural-silent,0,0,,0,direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,
01FD96:Skyrim.esm,Skyrim.esm,DialogueKolskeggrMineHouseScene01,DialogueKolskeggrMineHouseScene01,structural-silent,0,0,,0,direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,
01FD98:Skyrim.esm,Skyrim.esm,DialogueKolskeggrMineHouseScene02,DialogueKolskeggrMineHouseScene02,structural-silent,0,0,,0,direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,
020556:Skyrim.esm,Skyrim.esm,MS11b,Blood on the Ice,candidate-proposed,4,2,20,4,direct_mcp_review=ok; source=Skyrim.esm; stages=4; journal_stages=15|20; completion_stages=20; objectives=4,
0209CA:Skyrim.esm,Skyrim.esm,MS04,Unfathomable Depths,owner-rejected-inert,46,3,1000,2,direct_mcp_review=ok; source=Skyrim.esm; stages=46; journal_stages=10|100|900; completion_stages=1000; objectives=2,Owner rejected a return_relic_duty vocabulary expansion; s900 remains inert and was removed from the tagged slate.
020BC9:Skyrim.esm,Skyrim.esm,DialogueRelationshipGeneric,,structural-silent,0,0,,0,direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0,
020BE7:Skyrim.esm,Skyrim.esm,TG00SP,A Chance Arrangement Spectator Quest,semantic-silent,5,0,,0,direct_mcp_review=ok; source=Skyrim.esm; stages=5; journal_stages=none; completion_stages=none; objectives=0,
0210CD:Skyrim.esm,Update.esm,MS01GuardAmbushQuest,,semantic-silent,6,0,,0,direct_mcp_review=ok; source=Update.esm; stages=6; journal_stages=none; completion_stages=none; objectives=0,
