"formid","source_plugin","editor_id","quest_name","classification","stage_count","journal_stage_count","completion_stages","objective_count","evidence_summary","notes"
"Skyrim.esm:0AEECF","Skyrim.esm","DialogueMorthalMoorsideScene05","Morthal Moorside Jonna Aslfur","structural-silent","0","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0; deep_read=not-needed",""
"Skyrim.esm:0AEED4","Skyrim.esm","DialogueMorthalMoorsideScene06","Morthal Moorside Jonna Aslfur","structural-silent","0","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0; deep_read=not-needed",""
"Skyrim.esm:0AEF91","Skyrim.esm","C03AelaRadiantKicker","","semantic-silent","1","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=1; journal_stages=none; completion_stages=none; objectives=0; deep_read=not-needed",""
"Skyrim.esm:0AF75F","Skyrim.esm","MS01IntroWorldScene","MS01IntroWorldScene","semantic-silent","7","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=7; journal_stages=none; completion_stages=none; objectives=0; deep_read=not-needed",""
"Skyrim.esm:0AF772","Skyrim.esm","DialogueMarkarthSmelterOmluagHathrasil03","DialogueMarkarthSmelterOmluagHathrasil03","structural-silent","0","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0; deep_read=not-needed",""
"Skyrim.esm:0B021F","Skyrim.esm","DialogueMarkarthDragonsSmelterScene01","DialogueMarkarthDragonsSmelterScene01","structural-silent","0","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0; deep_read=not-needed",""
"Skyrim.esm:0B0221","Skyrim.esm","DialogueMarkarthDragonsMarketScene01","DialogueMarkarthDragonsMarketScene01","structural-silent","0","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0; deep_read=not-needed",""
"Skyrim.esm:0B0223","Skyrim.esm","DialogueMarkarthDragonsKeepImperialScene01","DialogueMarkarthDragonsKeepImperialScene01","structural-silent","0","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0; deep_read=not-needed",""
"Skyrim.esm:0B0225","Skyrim.esm","DialogueMarkarthDragonsKeepStormcloakScene01","DialogueMarkarthDragonsKeepStormcloakScene01","structural-silent","0","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0; deep_read=not-needed",""
"Skyrim.esm:0B026D","Skyrim.esm","FavorJobsDrunks","Quest all Drunks Have","structural-silent","0","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0; deep_read=not-needed",""
"Skyrim.esm:0B0270","Skyrim.esm","FavorJobsDrunksScene","","structural-silent","0","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0; deep_read=not-needed",""
"Skyrim.esm:0B03A2","Skyrim.esm","TGBan","Reparations","candidate-proposed","4","2","200","2","direct_mcp_review=ok; source=Skyrim.esm; stages=4; journal_stages=10|200; completion_stages=200; objectives=2; deep_read=not-needed",""
"Skyrim.esm:0B0F5B","Skyrim.esm","dunLostValleyRedoubtQST","","semantic-silent","5","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=5; journal_stages=none; completion_stages=none; objectives=0; deep_read=not-needed",""
"Skyrim.esm:0B113D","Skyrim.esm","DialogueWinterholdInnSceneINITIAL","Winterhold Inn Initial Scene","structural-silent","0","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0; deep_read=not-needed",""
"Skyrim.esm:0B1179","Skyrim.esm","WEJS01","Dead woman with bandits","semantic-silent-radiant-or-template","3","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=3; journal_stages=none; completion_stages=none; objectives=0; deep_read=not-needed",""
"Skyrim.esm:0B18E1","Skyrim.esm","DA02ChangeLoc","Sets up guard aliases","semantic-silent","1","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=1; journal_stages=none; completion_stages=none; objectives=0; deep_read=not-needed",""
"Skyrim.esm:0B1C79","Skyrim.esm","WERJ01","Mistwatch Escapee","semantic-silent-radiant-or-template","3","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=3; journal_stages=none; completion_stages=none; objectives=0; deep_read=not-needed",""
"Skyrim.esm:0B2174","Skyrim.esm","DialogueWinterholdInitialScene","Winterhold Initial Scene","structural-silent","0","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0; deep_read=not-needed",""
"Skyrim.esm:0B2976","Skyrim.esm","TGPre","Thieves Guild Pre-Quest Handler","structural-silent","0","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0; deep_read=not-needed",""
"Skyrim.esm:0B2FD9","Skyrim.esm","SolitudeOpening","Solitude Dialogue","semantic-silent","11","0","200","0","direct_mcp_review=ok; source=Skyrim.esm; stages=11; journal_stages=none; completion_stages=200; objectives=0; deep_read=not-needed",""
"Skyrim.esm:0B31E6","Skyrim.esm","TGPost","Thieves Guild Post Quest Handler","semantic-silent","11","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=11; journal_stages=none; completion_stages=none; objectives=0; deep_read=not-needed",""
"Skyrim.esm:0B3233","Skyrim.esm","MGRitual02","Illusion Ritual Spell","candidate-proposed","3","2","200","1","direct_mcp_review=ok; source=Skyrim.esm; stages=3; journal_stages=10|200; completion_stages=200; objectives=1; deep_read=not-needed",""
"Skyrim.esm:0B3240","Skyrim.esm","DialogueWinterholdCollegeGHallScene06","MG Great Hall Scene 6","structural-silent","0","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0; deep_read=not-needed",""
"Skyrim.esm:0B3242","Skyrim.esm","DialogueWinterholdCollegeDormitoryScene10","MG Dormitory Scene 10","structural-silent","0","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0; deep_read=not-needed",""
"Skyrim.esm:0B3248","Skyrim.esm","DialogueWinterholdCollegeDormitoryScene11","MG Dormitory Scene 11","structural-silent","0","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0; deep_read=not-needed",""
"Skyrim.esm:0B328F","Skyrim.esm","WEDLVigilOfStendarr01","Vigilants fighting Atronach","semantic-silent-radiant-or-template","2","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=2; journal_stages=none; completion_stages=none; objectives=0; deep_read=not-needed",""
"Skyrim.esm:0B3293","Skyrim.esm","DialogueGenericVigilantsOfStendarr","Generic Dialogue for Vigilants of Stendarr","semantic-silent-radiant-or-template","1","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=1; journal_stages=none; completion_stages=none; objectives=0; deep_read=not-needed",""
"Skyrim.esm:0B329E","Skyrim.esm","WEDLVigilOfStendarr02","Vigilants fighting Vampire","semantic-silent-radiant-or-template","2","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=2; journal_stages=none; completion_stages=none; objectives=0; deep_read=not-needed",""
"Skyrim.esm:0B32D6","Skyrim.esm","WEDLVigilOfStendarr03","Vigilants fighting Skeletons","semantic-silent-radiant-or-template","2","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=2; journal_stages=none; completion_stages=none; objectives=0; deep_read=not-needed",""
"Skyrim.esm:0B32F2","Skyrim.esm","WEDLVigilOfStendarr04","Vigilants Patrol","semantic-silent-radiant-or-template","2","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=2; journal_stages=none; completion_stages=none; objectives=0; deep_read=not-needed",""
"Skyrim.esm:0B3991","Skyrim.esm","MQResurrectDragon","Resurrect dragon scene","semantic-silent","14","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=14; journal_stages=none; completion_stages=none; objectives=0; deep_read=not-needed",""
"Skyrim.esm:0B3B1C","Skyrim.esm","DA15Paranoia","","semantic-silent","6","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=6; journal_stages=none; completion_stages=none; objectives=0; deep_read=not-needed",""
"Skyrim.esm:0B3B1D","Skyrim.esm","DA15Terror","","semantic-silent","6","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=6; journal_stages=none; completion_stages=none; objectives=0; deep_read=not-needed",""
"Skyrim.esm:0B3B44","Skyrim.esm","DA15Loathing","","semantic-silent","6","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=6; journal_stages=none; completion_stages=none; objectives=0; deep_read=not-needed",""
"Skyrim.esm:0B3E08","Skyrim.esm","C03PostQuest","","semantic-silent","4","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=4; journal_stages=none; completion_stages=none; objectives=0; deep_read=not-needed",""
"Skyrim.esm:0B3E56","Skyrim.esm","DA02GuardWarn","","structural-silent","0","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0; deep_read=not-needed",""
"Skyrim.esm:0B48FB","Skyrim.esm","DA02DeadBody","","semantic-silent","1","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=1; journal_stages=none; completion_stages=none; objectives=0; deep_read=not-needed",""
"Skyrim.esm:0B5D41","Skyrim.esm","WEJS02","DB08- Finding the Gourmet","semantic-silent-radiant-or-template","5","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=5; journal_stages=none; completion_stages=none; objectives=0; deep_read=not-needed",""
"Skyrim.esm:0B5D46","Skyrim.esm","WEJS03","Forsworn Attacking Merchant","semantic-silent-radiant-or-template","2","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=2; journal_stages=none; completion_stages=none; objectives=0; deep_read=not-needed",""
"Skyrim.esm:0B5D5E","Skyrim.esm","WEJS04","Forsworn Attacking Soldiers, Imperial","semantic-silent-radiant-or-template","2","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=2; journal_stages=none; completion_stages=none; objectives=0; deep_read=not-needed",""
"Skyrim.esm:0B5D5F","Skyrim.esm","WEJS09","Traveling Merchant Attacked by Bandits","semantic-silent-radiant-or-template","2","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=2; journal_stages=none; completion_stages=none; objectives=0; deep_read=not-needed",""
"Skyrim.esm:0B5D84","Skyrim.esm","CreatureDialogueAtronachFlame","CreatureDialogueAtronachFlame","structural-silent","0","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0; deep_read=not-needed",""
"Skyrim.esm:0B5E0C","Skyrim.esm","WEThalmorDialogue","Thalmor dialogue","structural-silent","0","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0; deep_read=not-needed",""
"Skyrim.esm:0B6031","Skyrim.esm","MS13Intro","","semantic-silent","2","1","20","1","direct_mcp_review=ok; source=Skyrim.esm; stages=2; journal_stages=10; completion_stages=20; objectives=1; deep_read=not-needed",""
"Skyrim.esm:0B627D","Skyrim.esm","C06PostQuest","","semantic-silent","4","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=4; journal_stages=none; completion_stages=none; objectives=0; deep_read=not-needed",""
"Skyrim.esm:0B62B8","Skyrim.esm","DialogueWindhelmCandlehearthScene6","","structural-silent","0","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0; deep_read=not-needed",""
"Skyrim.esm:0B62BC","Skyrim.esm","DialogueWindhelmCandlehearthScene7","","structural-silent","0","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0; deep_read=not-needed",""
"Skyrim.esm:0B62D0","Skyrim.esm","DialogueWindhelmPalaceScene9","","structural-silent","0","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0; deep_read=not-needed",""
"Skyrim.esm:0B6686","Skyrim.esm","DialogueRiftenBeeAndBarbScene13","Bee and Barb Scene 13","structural-silent","0","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0; deep_read=not-needed",""
"Skyrim.esm:0B6688","Skyrim.esm","DialogueRiftenGrandPlazaScene10","Grand Plaza Scene 10","structural-silent","0","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0; deep_read=not-needed",""
"Skyrim.esm:0B668C","Skyrim.esm","DialogueRiftenSS04","Riften Scripted Scene Keep","semantic-silent-radiant-or-template","1","0","200","0","direct_mcp_review=ok; source=Skyrim.esm; stages=1; journal_stages=none; completion_stages=200; objectives=0; deep_read=not-needed",""
"Skyrim.esm:0B6FEF","Skyrim.esm","dunEmbershardQST","","semantic-silent","5","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=5; journal_stages=none; completion_stages=none; objectives=0; deep_read=not-needed",""
"Skyrim.esm:0B70E5","Skyrim.esm","WICommentMagicFlames","Player has magic flames equipped","semantic-silent-radiant-or-template","1","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=1; journal_stages=none; completion_stages=none; objectives=0; deep_read=not-needed",""
"Skyrim.esm:0B7302","Skyrim.esm","DialogueRiftenBeeAndBarbScene14","Bee and Barb Scene 14","structural-silent","0","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0; deep_read=not-needed",""
"Skyrim.esm:0B7304","Skyrim.esm","DialogueRiftenRaggedFlagonScene12","Ragged Flagon Scene 12","structural-silent","0","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0; deep_read=not-needed",""
"Skyrim.esm:0B7C01","Skyrim.esm","dunRaldbtharQST","","structural-silent","0","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0; deep_read=not-needed",""
"Skyrim.esm:0B80F3","Skyrim.esm","WE32","Thalmor with Prisoner","semantic-silent-radiant-or-template","2","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=2; journal_stages=none; completion_stages=none; objectives=0; deep_read=not-needed",""
"Skyrim.esm:0B812E","Skyrim.esm","MG01ShoutUpdate","","semantic-silent","2","0","200","0","direct_mcp_review=ok; source=Skyrim.esm; stages=2; journal_stages=none; completion_stages=200; objectives=0; deep_read=not-needed",""
"Skyrim.esm:0B813F","Skyrim.esm","WEDL02","Bard travelling on the road","semantic-silent-radiant-or-template","2","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=2; journal_stages=none; completion_stages=none; objectives=0; deep_read=not-needed",""
"Skyrim.esm:0B8141","Skyrim.esm","WEDL01","Bard at rest","semantic-silent-radiant-or-template","3","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=3; journal_stages=none; completion_stages=none; objectives=0; deep_read=not-needed",""
"Skyrim.esm:0B8143","Skyrim.esm","WEDL03","On the way to the Wedding","semantic-silent-radiant-or-template","4","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=4; journal_stages=none; completion_stages=none; objectives=0; deep_read=not-needed",""
"Skyrim.esm:0B8169","Skyrim.esm","WERJ02","Thieve's Guild Holdup","semantic-silent-radiant-or-template","8","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=8; journal_stages=none; completion_stages=none; objectives=0; deep_read=not-needed",""
"Skyrim.esm:0B83C3","Skyrim.esm","FreeformFalkreathQuest03","Dark Ancestor","candidate-proposed","4","0","200","1","direct_mcp_review=ok; source=Skyrim.esm; stages=4; journal_stages=none; completion_stages=200; objectives=1; deep_read=not-needed",""
"Skyrim.esm:0B85AA","Skyrim.esm","WERJ03","Alik'r Accusation","semantic-silent-radiant-or-template","4","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=4; journal_stages=none; completion_stages=none; objectives=0; deep_read=not-needed",""
"Skyrim.esm:0B85B8","Skyrim.esm","WEJS10","DA01-Dark Elf on Pilgrimage to Azura's Shrine","semantic-silent-radiant-or-template","3","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=3; journal_stages=none; completion_stages=none; objectives=0; deep_read=not-needed",""
"Skyrim.esm:0B85BD","Skyrim.esm","WEJS11","DA11-Namira Cultist Offers the First Bite","semantic-silent-radiant-or-template","3","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=3; journal_stages=none; completion_stages=none; objectives=0; deep_read=not-needed",""
"Skyrim.esm:0B882D","Skyrim.esm","TG00ArrestMonitor","TG00 Arrest Monitor","semantic-silent","1","1","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=1; journal_stages=10; completion_stages=none; objectives=0; deep_read=not-needed",""
"Skyrim.esm:0B882F","Skyrim.esm","TG01ActorKillMonitor","TG01 Kill Actor Monitor","semantic-silent","1","1","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=1; journal_stages=10; completion_stages=none; objectives=0; deep_read=not-needed",""
"Skyrim.esm:0B8830","Skyrim.esm","TG03ActorKillMonitor","TG03 Kill Actor Monitor","semantic-silent","1","1","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=1; journal_stages=10; completion_stages=none; objectives=0; deep_read=not-needed",""
"Skyrim.esm:0B8831","Skyrim.esm","TG04ActorKiIllMonitor","TG04 Kill Actor Monitor","semantic-silent","1","1","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=1; journal_stages=10; completion_stages=none; objectives=0; deep_read=not-needed",""
"Skyrim.esm:0B8C9F","Skyrim.esm","dunRobbersGorgeQST","","semantic-silent","7","1","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=7; journal_stages=10; completion_stages=none; objectives=0; deep_read=not-needed",""
"Skyrim.esm:0B91AE","Skyrim.esm","WEDL05","Thug sent by Louis Letrush","semantic-silent-radiant-or-template","3","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=3; journal_stages=none; completion_stages=none; objectives=0; deep_read=not-needed",""
"Skyrim.esm:0B91B5","Skyrim.esm","WETalsgarTheWandererDialogue","","semantic-silent-radiant-or-template","3","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=3; journal_stages=none; completion_stages=none; objectives=0; deep_read=not-needed",""
"Skyrim.esm:0B91D8","Skyrim.esm","WEDL04","Lost after the Wedding","semantic-silent-radiant-or-template","2","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=2; journal_stages=none; completion_stages=none; objectives=0; deep_read=not-needed",""
"Skyrim.esm:0B91E3","Skyrim.esm","WEDL07","Ramblings of a madman","semantic-silent-radiant-or-template","3","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=3; journal_stages=none; completion_stages=none; objectives=0; deep_read=not-needed",""
"Skyrim.esm:0B94AB","Skyrim.esm","WERJ04","Dwemer Junk Peddlers","semantic-silent-radiant-or-template","5","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=5; journal_stages=none; completion_stages=none; objectives=0; deep_read=not-needed",""
"Skyrim.esm:0BA0B4","Skyrim.esm","WE33","Thalmor vs Stormcloaks","semantic-silent-radiant-or-template","2","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=2; journal_stages=none; completion_stages=none; objectives=0; deep_read=not-needed",""
"Skyrim.esm:0BA0C0","Skyrim.esm","WE35","M'aiq the Liar","semantic-silent-radiant-or-template","2","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=2; journal_stages=none; completion_stages=none; objectives=0; deep_read=not-needed",""
"Skyrim.esm:0BA0C3","Skyrim.esm","WEMaiqTheLiar","Dialogue for M'aiq the Liar","structural-silent","0","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0; deep_read=not-needed",""
"Skyrim.esm:0BA1CC","Skyrim.esm","DA07FIN","","semantic-silent","1","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=1; journal_stages=none; completion_stages=none; objectives=0; deep_read=not-needed",""
"Skyrim.esm:0BA2FF","Skyrim.esm","WEJS12","DA01- Necromancers Attack Player","semantic-silent-radiant-or-template","3","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=3; journal_stages=none; completion_stages=none; objectives=0; deep_read=not-needed",""
"Skyrim.esm:0BA53C","Skyrim.esm","DialogueOrcHunters","","semantic-silent-radiant-or-template","1","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=1; journal_stages=none; completion_stages=none; objectives=0; deep_read=not-needed",""
"Skyrim.esm:0BA542","Skyrim.esm","DialogueOrcHuntersHellosAndSharedInfos","","structural-silent","0","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=0; journal_stages=none; completion_stages=none; objectives=0; deep_read=not-needed",""
"Skyrim.esm:0BAC24","Skyrim.esm","MS11Kicker","","semantic-silent","1","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=1; journal_stages=none; completion_stages=none; objectives=0; deep_read=not-needed",""
"Skyrim.esm:0BBD9D","Skyrim.esm","WEDL08","The drunken dare","semantic-silent-radiant-or-template","7","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=7; journal_stages=none; completion_stages=none; objectives=0; deep_read=not-needed",""
"Skyrim.esm:0BC037","Skyrim.esm","WEJS13","T03- Pilgrim visiting the tree in Whiterun","semantic-silent-radiant-or-template","3","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=3; journal_stages=none; completion_stages=none; objectives=0; deep_read=not-needed",""
"Skyrim.esm:0BC096","Skyrim.esm","MGR20B","Fetch me that Book!","candidate-proposed","4","0","200","2","direct_mcp_review=ok; source=Skyrim.esm; stages=4; journal_stages=none; completion_stages=200; objectives=2; deep_read=not-needed","REPEATABLE-ELIGIBLE: stage-safe; daily hard cap owns repetition."
"Skyrim.esm:0BC0BD","Skyrim.esm","C00JorrvaskrFight","","semantic-silent","3","0","","0","direct_mcp_review=ok; source=Skyrim.esm; stages=3; journal_stages=none; completion_stages=none; objectives=0; deep_read=not-needed",""
