"editor_id","quest_name","outcome_stage","outcome","act_tags","citation","formid","evidence_tier","branch_note"
"FavorOrcsIntro","The Forgemaster's Fingers","200","Recovered the Forgemaster's Fingers and became trusted by an Orc stronghold.","defend_kin_home,civic_service","Skyrim.esm direct QUST read: objectives require finding and returning the Forgemaster's Fingers to the chief; s200 is the terminal position; RUNTIME-VERIFY.","Skyrim.esm:076335","C","The stronghold-trust outcome is positional; RUNTIME-VERIFY."
"DarkwaterCrossingDerkeethusRescueQuest","DarkwaterCrossingDerkeethusRescueQuest","200","Rescued Derkeethus from Falmer captivity and returned him home.","protect_the_weak,civic_service","Skyrim.esm direct QUST read: s200 CompleteQuest explicitly says the player rescued Derkeethus and he returned to Darkwater Crossing.","Skyrim.esm:076B4A","A","Direct rescue-and-homecoming evidence."
"TGTQ01","Silver Lining","200","Recovered Endon's stolen silver mold and returned it to him.","civic_service","Skyrim.esm direct QUST read: s200 CompleteQuest says the mold was returned to Endon and he became a Guild ally.","Skyrim.esm:0799DF","A","Recovery, not player theft."
"TGTQ02","The Dainty Sload","200","Framed Captain Volf by planting Balmora Blue aboard the Dainty Sload.","deceit,exploit_cheat","Skyrim.esm direct QUST read: s20 describes framing Volf for a crime he did not commit; s200 CompleteQuest confirms the contraband was planted.","Skyrim.esm:0799E0","A","Directly evidenced frame-up."
"TGTQ03","Imitation Amnesty","200","Stole a letter and forged the prison registry to free Arn.","deceit,theft_burglary","Skyrim.esm direct QUST read: s20 requires changing the registry and stealing a letter; s200 CompleteQuest says Arn is free.","Skyrim.esm:0799E1","A","No protect_the_weak tag: the record does not establish that Arn was unjustly sentenced."
"TGTQ04","Summerset Shadows","200","Killed Linwe, ended the Summerset Shadows in Skyrim, and returned Fjotli's locket to her father.","kill_honorable_combat,honor_the_dead","Skyrim.esm direct QUST read: s60 says Linwe was slain and the Shadows ended; s200 CompleteQuest says Fjotli's locket was returned to Torsten.","Skyrim.esm:0799E2","A","Treat the armed revenge as honorable combat, not assassination."
"DBEviction","Honor Thy Family","200","Paid Nazir's penalty after breaking the Dark Brotherhood Sanctuary's rules.","atonement_restitution","Skyrim.esm direct QUST read: s10 says the player broke Sanctuary rules and must pay a fine; s200 CompleteQuest closes the penalty quest; RUNTIME-VERIFY.","Skyrim.esm:06F9A5","B","OWNER-APPROVED 2026-08-12: atonement_restitution."
"DarkBrotherhoodSanctuaryRepair","Where You Hang Your Enemy's Head...","200","Funded the restoration of the Dawnstar Sanctuary.","restore_faction_home","Skyrim.esm direct QUST read: s200 CompleteQuest says the Sanctuary was refitted and repaired.","Skyrim.esm:087BA2","A","OWNER-APPROVED REPAIR 2026-08-12: replace unsupported keep_oath with restore_faction_home."
"DA13","The Only Cure","100","Killed Orchendor for Peryite and received Spellbreaker.","serve_a_daedra:peryite,acquire_daedric_artifact:peryite","Skyrim.esm direct QUST read: s75 says Orchendor was killed as Peryite instructed; s100 CompleteQuest is the terminal reward stage.","Skyrim.esm:08998D","A","REPAIR: spread_order_pestilence is not evidenced by killing Orchendor."
"dunVolunruudQST","Silenced Tongues","100","Defeated the ancient draugr Kvenel in Volunruud.","slay_undead","Skyrim.esm direct QUST read: s100 CompleteQuest explicitly says the player defeated the ancient draugr Kvenel.","Skyrim.esm:08ADFA","A","Direct undead-defeat terminal."
"FreeformWhiterunQuest01","FreeformWhiterunQuest01","200","Convinced Braith to stop bullying Lars.","protect_the_weak,civic_service","Skyrim.esm direct QUST read: objective says Convince Braith to stop bullying Lars; s200 carries CompleteQuest; RUNTIME-VERIFY.","Skyrim.esm:0934F9","B","Success branch; s300 is the FailQuest branch."
"DBDestroy","Destroy the Dark Brotherhood!","200","Killed Astrid and destroyed the Dark Brotherhood Sanctuary for Commander Maro.","uphold_law_justice,protect_the_weak","Skyrim.esm direct QUST read: s200 CompleteQuest says the player killed Astrid, wiped out the assassins' Sanctuary, and reported to Commander Maro.","Skyrim.esm:0934FB","A","REPAIR: no break_oath_betray because the player has not sworn the Brotherhood oath; collapse intermediate s10/s20/s40 stacking to the terminal."
"MS06Start","The Man Who Cried Wolf","250","Stopped the necromancers attempting to summon Potema at Wolfskull Cave.","protect_the_weak,uphold_law_justice","Skyrim.esm direct QUST read: s100 says the player confronted and stopped the summoning; s250 is the CompleteQuest terminal; RUNTIME-VERIFY.","Skyrim.esm:093807","B","RUNTIME-VERIFY that s250 follows the evidenced s100 success route."
"FreeformWhiterunQuest02","FreeformWhiterunQuest02","200","Stole the Argonian Ale and gave it to Brenuin.","theft_burglary","Skyrim.esm direct QUST read: objectives explicitly require stealing and giving the Argonian Ale; s200 carries CompleteQuest; RUNTIME-VERIFY.","Skyrim.esm:09380B","B","Direct theft objective."
"FreeformShipsDawnstar","Salty Sea-Dogs","20","Recovered the requested item for a Dawnstar sailor.","civic_service","Skyrim.esm direct QUST read: objectives require finding and returning the quest item; s20 carries CompleteQuest; RUNTIME-VERIFY.","Skyrim.esm:094152","B","One-shot named favor."
"FreeformShipsWindhelm","Harsh Master","20","Killed the bandit leader threatening the Windhelm sailor's interests.","uphold_law_justice,kill_honorable_combat","Skyrim.esm direct QUST read: objective requires killing the bandit leader and returning to the quest giver; s20 carries CompleteQuest; RUNTIME-VERIFY.","Skyrim.esm:094158","B","Armed bandit fight, not assassination."
"FreeformWhiterunQuest03","FreeformWhiterunQuest03","200","Delivered Adrianne's sword to Proventus Avenicci.","civic_service","Skyrim.esm direct QUST read: objective requires delivering the sword to Proventus; s200 carries CompleteQuest; RUNTIME-VERIFY.","Skyrim.esm:0946FD","B","Direct delivery favor."
"FreeformWhiterunQuest04","FreeformWhiterunQuest04","200","Recovered Andurs' Amulet of Arkay and returned it to him.","honor_the_dead,civic_service","Skyrim.esm direct QUST read: objectives require recovering and returning Andurs' Amulet of Arkay; s200 carries CompleteQuest; RUNTIME-VERIFY.","Skyrim.esm:094E3C","B","Success branch; s300 is FailQuest."
"FreeformWhiterunQuest05","FreeformWhiterunQuest05","200","Delivered Frost Salts to Arcadia.","civic_service","Skyrim.esm direct QUST read: objective says Give the Frost Salts to Arcadia; s200 carries CompleteQuest; RUNTIME-VERIFY.","Skyrim.esm:094E3F","B","Direct delivery favor."
"MGRAppJzargo01","J'zargo's Experiment","200","Tested J'zargo's unstable Flame Cloak scrolls on undead and reported the failure.","reckless_magic,civic_service","Skyrim.esm direct QUST read: s20 describes the dangerous test; s200 CompleteQuest says the player reported the scrolls did not work as intended.","Skyrim.esm:0958B3","A","Success/report branch; s255 is FailQuest after running out of scrolls."
"MGRitual03","Conjuration Ritual Spell","200","Subdued an Unbound Dremora and made it retrieve a sigil stone for master Conjuration work.","forbidden_knowledge,reckless_magic,disciplined_study","Skyrim.esm direct QUST read: s200 CompleteQuest explicitly says the player subdued the Dremora and used its sigil stone to unlock master spells.","Skyrim.esm:099F27","A","Direct ritual-magic evidence."
"CR10","Stealing Plans","200","Stole Silver Hand plans for Aela.","theft_burglary,defend_kin_home","Skyrim.esm direct QUST read: s20 says the player stole the Silver Hand documents; s200 carries CompleteQuest.","Skyrim.esm:09D6FC","A","The target is the Companions' enemy network."
"CR11","Retrieval","200","Recovered a fragment of Wuuthrad from the Silver Hand for Aela.","restore_cultural_relic","Skyrim.esm direct QUST read: s20 says the player retrieved the Wuuthrad fragment; s200 carries CompleteQuest.","Skyrim.esm:09D700","A","OWNER-APPROVED 2026-08-12: restore_cultural_relic."
"TGCrown","No Stone Unturned","200","Recovered the Crown of Barenziah and restored the Thieves Guild's paragon.","restore_cultural_relic","Skyrim.esm direct QUST read: s200 CompleteQuest says the player returned the crown and Vex restored it as the Guild's paragon.","Skyrim.esm:09DD77","A","OWNER-APPROVED 2026-08-12: restore_cultural_relic."
"FreeformRiften21","Toying With The Dead","200","Recovered Arondil's necromantic journals from Yngvild for Vekel.","forbidden_knowledge","Skyrim.esm direct QUST read: objectives require entering Yngvild and retrieving Arondil's journals; s200 carries CompleteQuest; RUNTIME-VERIFY.","Skyrim.esm:09F179","B","The terminal has no journal text; the objective identifies the recovered forbidden material."
"MGRitual01","Destruction Ritual Spell","200","Completed Power of the Elements and unlocked master Destruction knowledge.","disciplined_study","Skyrim.esm direct QUST read: s200 CompleteQuest says the player followed the clues and finished the book.","Skyrim.esm:0A4E82","A","Direct study completion."
"FreeformWinterholdC","Drowned Sorrows","40","Returned Isabelle's final letter to Ranmir and gave him the truth of her death.","honor_the_dead,civic_service","Skyrim.esm direct QUST/INFO/TIF plus official QF fragment read: TIF 064E9E removes Isabelle's letter and sets s40; the s40 QF comment states the player gave the letter to Ranmir. RUNTIME-VERIFY.","Skyrim.esm:064EA8","A","Exact letter-handoff stage; the quest has no journal text."
"RelationshipMarriageBreakUp","Player Has Broken Up with the Love Interest","100","Reconciled with the love interest and restored the courtship.","marriage_family","Skyrim.esm direct QUST/INFO plus official QF fragment read: the s100 fragment explicitly says the player and love interest reconciled and restores their courting relationship. RUNTIME-VERIFY.","Skyrim.esm:07431B","A","Only the reconciliation branch is scored; breakup s0 and abandonment s200 remain unrowed."
"FreeformRiverwood01","A Lovely Letter","210","Delivered Faendal's forged letter while claiming Sven wrote it.","deceit","Skyrim.esm direct INFO/TIF, QUST VMAD, and official QF fragment read: s210 is bound to the fragment that delivers Faendal's letter as though Sven authored it. RUNTIME-VERIFY.","Skyrim.esm:074A83","A","Faendal-authored deception branch; mutually exclusive with truthful s220."
"FreeformRiverwood01","A Lovely Letter","220","Exposed Faendal's forged letter to Camilla instead of passing it off as Sven's.","expose_betray_secret","Skyrim.esm direct INFO/TIF, QUST VMAD, and official QF fragment read: s220 is bound to the fragment that identifies Faendal as the letter's true author. RUNTIME-VERIFY.","Skyrim.esm:074A83","A","Faendal exposure branch; mutually exclusive with deceptive s210."
"FreeformRiverwood01","A Lovely Letter","230","Delivered Sven's forged letter while claiming Faendal wrote it.","deceit","Skyrim.esm direct INFO/TIF, QUST VMAD, and official QF fragment read: s230 is bound to the fragment that delivers Sven's letter as though Faendal authored it. RUNTIME-VERIFY.","Skyrim.esm:074A83","A","Sven-authored deception branch; mutually exclusive with truthful s240."
"FreeformRiverwood01","A Lovely Letter","240","Exposed Sven's forged letter to Camilla instead of passing it off as Faendal's.","expose_betray_secret","Skyrim.esm direct INFO/TIF, QUST VMAD, and official QF fragment read: s240 is bound to the fragment that identifies Sven as the letter's true author. RUNTIME-VERIFY.","Skyrim.esm:074A83","A","Sven exposure branch; mutually exclusive with deceptive s230."
"DA11Intro","Investigate the Hall of the Dead","20","Made Markarth's Hall of the Dead safe and enabled it to reopen.","honor_the_dead,civic_service","Skyrim.esm direct QUST/INFO/TIF plus official QF fragment read: both safe-Hall report lines set s20; the s20 fragment completes the favor and Verulus says the Hall will reopen. RUNTIME-VERIFY.","Skyrim.esm:07D949","A","Scores the player's completed Hall service, not Eola's separate downstream fate."
"dunAngarvundeQST","Angarvunde","20","Destroyed the three draugr blocking Angarvunde's first chamber.","slay_undead","Skyrim.esm direct QUST/INFO plus official QF and draugr-alias fragment read: objective 10 counts three draugr kills and s20 advances only after they are destroyed. RUNTIME-VERIFY.","Skyrim.esm:07EDE5","B","Exact nonterminal combat milestone; later treasure events are not inferred."
"FreeformRiften20","The Raid","200","Eliminated Sarthis Idren and recovered evidence identifying Riften's skooma source.","uphold_law_justice,protect_the_weak,civic_service","Skyrim.esm direct QUST/INFO plus official QF/source-note fragment read: objectives require eliminating Sarthis and recovering the source information; s200 completes the raid and advances the anti-skooma effort. RUNTIME-VERIFY.","Skyrim.esm:085D40","B","Distinct warehouse raid milestone; the later source-operation quest is separately owned."
"FreeformFalkreathQuest01","Lod's Lot","255","Reported Lod's grave robbery to Kust so the cemetery would no longer be disrespected.","honor_the_dead,expose_betray_secret,civic_service","Skyrim.esm direct QUST/INFO/TIF plus official QF fragment read: Kust thanks the player for the truth and TIF 093751 sets s255; the s255 fragment completes the report objective. RUNTIME-VERIFY.","Skyrim.esm:093753","A","The opposed s200 purchase of grave goods remains unrowed."
"FreeformFalkreathQuest02","Runil's Dark Past","20","Revealed Runil's hidden Thalmor past and wartime atrocities to a Falkreath resident.","expose_betray_secret","Skyrim.esm direct QUST/INFO/TIF read: Runil confesses his Thalmor service and attacks on civilians; each disclosure response thanks the player and sets s20. RUNTIME-VERIFY.","Skyrim.esm:09375A","A","Scores the player's disclosure, not Runil's own confession or atonement."
