editor_id,quest_name,outcome_stage,outcome,act_tags,citation,formid,evidence_tier,branch_note
ccBGSSSE025_StaadaQuest,Staada Quest,302,Gave the Sword of Jyggalag to Staada and aided the Daedric servant's return.,aid_daedric_servant,"ccbgssse025-advdsgs.esm direct DIAL/INFO/TIF read proves the sword-gift fragment removes the Sword while leaving OddAmber; physical s300 is adapted to synthetic s302 when the unique amber remains. RUNTIME-VERIFY.",ccbgssse025-advdsgs.esm:198277,C,Item-aware route avoids treating Jyggalag's sword as direct service to Sheogorath.
ccBGSSSE025_StaadaQuest,Staada Quest,310,Refused Staada's demand for the artifact and resisted her attack.,resist_extortion,"ccbgssse025-advdsgs.esm direct DIAL/INFO/TIF/alias read: the keep-artifact choice sets s310 and the protected Staada alias also sets s310 on the player's first hit. RUNTIME-VERIFY.",ccbgssse025-advdsgs.esm:198277,B,Choice recognition only; the generic combat system owns any later kill.
dunRagnvaldQST,Ragnvald,30,Defeated Otar the Mad after unsealing the ancient sarcophagus.,"slay_undead,prove_by_struggle","Skyrim.esm direct QUST/VMAD alias read: the unique OttarTheMad alias carries defaultsetstagealiasscript with TriggerType 1 and stage 30; Otar's death stops the quest. RUNTIME-VERIFY.",Skyrim.esm:03763C,C,"Owner-approved outcome; no honor_the_dead because the record does not establish a funerary act, and generic player-kill handling owns ordinary combat semantics."
dunMossMotherQST,Moss Mother Cavern,20,Healed Valdr's injuries and saved the wounded hunter.,"heal_comfort,protect_the_weak","Skyrim.esm direct QUST/VMAD plus official QF/INFO/TIF read: Valdr confirms the player healed him and the dialogue advances stage 20. RUNTIME-VERIFY.",Skyrim.esm:0376EE,B,Owner-approved healing milestone; distinct from the later friendship outcome.
dunMossMotherQST,Moss Mother Cavern,100,Returned to Valdr after clearing Moss Mother Cavern and was welcomed as his friend.,friendship,"Skyrim.esm direct QUST/VMAD plus official QF/INFO/TIF read: the closing dialogue calls the player friend, welcomes them to Valdr's home, and advances stage 100. RUNTIME-VERIFY.",Skyrim.esm:0376EE,B,"Owner-approved friendship milestone; no honor_the_dead because Valdr promises to bury his companions, and generic combat owns creature kills."
DBTortureTreasureMiscObjective1,Torture Treasure Objective 1,10,Coerced a captive through torture into revealing hidden valuables.,coercion_extortion,"Skyrim.esm direct QUST/INFO/TIF/QF read: the captive reveals the valuables under torture and the exact confession sets stage 10. RUNTIME-VERIFY.",Skyrim.esm:037A2D,B,Owner-approved coercion outcome; no stage-200 theft row because the captive surrenders the goods under duress and retrieval is the same payoff.
DBTortureTreasureMiscObjective2,Torture Treasure Objective 2,10,Coerced a captive through torture into revealing her father's hidden dowry.,coercion_extortion,"Skyrim.esm direct QUST/INFO/TIF/QF read: the torture confession exposes the cache and sets stage 10. RUNTIME-VERIFY.",Skyrim.esm:037A51,B,Owner-approved coercion milestone; distinct from later taking property that was never surrendered.
DBTortureTreasureMiscObjective2,Torture Treasure Objective 2,200,Emptied the captive's hidden dowry cache after coercing its location.,theft_burglary,"Skyrim.esm direct QUST/QF/container-script read: stage 200 fires only when the player empties the hidden gold container; the captive never surrenders ownership. RUNTIME-VERIFY.",Skyrim.esm:037A51,C,Owner-approved theft milestone following the separately scored coercion.
DBTortureTreasureMiscObjective3,Torture Treasure Objective 3,10,Coerced a terrified captive through torture into revealing a hidden cache.,coercion_extortion,"Skyrim.esm direct QUST/INFO/TIF/QF read: the captive begs the player to stop, reveals the cache, and the confession sets stage 10. RUNTIME-VERIFY.",Skyrim.esm:037A53,B,Owner-approved coercion milestone; the captive does not surrender the valuables.
DBTortureTreasureMiscObjective3,Torture Treasure Objective 3,200,Emptied the captive's hidden cache after coercing its location.,theft_burglary,"Skyrim.esm direct QUST/QF/container-script read: stage 200 fires only when the player empties the hidden gold container; ownership was not surrendered. RUNTIME-VERIFY.",Skyrim.esm:037A53,C,Owner-approved theft milestone following the separately scored coercion.
FreeformRiften02,The Lover's Requital,201,Told Sibbi Black-Briar the truth about Lynly Star-Sung's identity.,expose_betray_secret,"Skyrim.esm direct QUST/INFO/TIF/QF read: both dialogue paths share physical stage 200, while pFFRiften02LynlyFriend distinguishes the result; the core global adapter maps value 0 to synthetic stage 201. RUNTIME-VERIFY.",Skyrim.esm:053306,C,Owner-approved truth route; never fires from shared physical stage 200 without the selector.
FreeformRiften02,The Lover's Requital,202,Lied to Sibbi Black-Briar to keep Lynly's identity secret and protect her.,"deceit,protect_the_weak,keep_secret","Skyrim.esm direct QUST/INFO/TIF/QF read: both dialogue paths share physical stage 200, while pFFRiften02LynlyFriend distinguishes the result; value 1 improves Lynly's relationship and maps to synthetic stage 202. RUNTIME-VERIFY.",Skyrim.esm:053306,C,Owner-approved protective-lie route; never fires from shared physical stage 200 without the selector.
CW03,Message to Whiterun,210,Completed the Imperial message route and reported to the Imperial field commander.,"serve_empire_order,civic_service,keep_oath","Skyrim.esm direct QUST/QF read: stage 210 completes the report objective and stops the quest on the Imperial route. RUNTIME-VERIFY.",Skyrim.esm:0D661C,C,Owner-approved terminal milestone; repeating keep_oath is intentional for long faction quest chains.
CW03,Message to Whiterun,240,Completed the Stormcloak message route and set the siege of Whiterun in motion.,"defy_tyranny_talos,keep_oath","Skyrim.esm direct QUST/QF read: stage 240 starts the Stormcloak siege quest and stops CW03. RUNTIME-VERIFY.",Skyrim.esm:0D661C,C,Owner-approved terminal milestone; stage 255 and obsolete intermediate mappings remain inert.
BYOHHouseBanditAttack,Bandit Attack,100,Repelled the bandit attack on the homestead.,defend_kin_home,"HearthFires.esm direct QUST/VMAD alias read: stage 100 fires only after all three attacking bandits are dead. RUNTIME-VERIFY.",HearthFires.esm:005207,C,Owner-approved defense outcome; no combat tag because generic player-kill handling owns attributed kills.
BYOHHouseGiantAttack,Giant Attack,10,Defended the homestead from the attacking giant.,defend_kin_home,"HearthFires.esm direct QUST/VMAD alias read: the attacking giant's death advances stage 10 and defeats the homestead threat. RUNTIME-VERIFY.",HearthFires.esm:000C3E,C,Owner-approved defense outcome without fabricated player-kill attribution.
BYOHHouseWolfAttack,Wolf Attack,10,Committed to defending the homestead from the attacking wolves.,defend_kin_home,"HearthFires.esm direct QUST/VMAD alias read: the first attacking wolf's death advances stage 10 and begins the quest's cleanup route. RUNTIME-VERIFY.",HearthFires.esm:000C39,C,Owner-approved practical defense commitment; no combat tag because generic player-kill handling owns attributed kills.
BYOHHouseSkeeverInfestation,Skeever Infestation,20,Committed to clearing the homestead's skeever infestation.,defend_kin_home,"HearthFires.esm direct QUST/VMAD alias read: an infestation skeever's death advances stage 20 into cleanup. RUNTIME-VERIFY.",HearthFires.esm:010A44,C,Owner-approved practical defense commitment because the infestation cannot readily be escaped; no separate combat tag.
