input_id,batch_id,wave,separator,mod,plugin,plugin_path,evidence_id,evidence_kind,reader_status,record_signature,formid,editor_id,name,quest_expansion_classification,stage_numbers,evidence,signal_counts,proposed_triage,proposed_reason,notes,primary_review_status
c190aa150a1258ed,NQ056,NQ,Character Visuals - UBE,Ultimate Body Enhancer - Patch Compendium,Survival Mode UBE Patch.esp,D:\Wabbajack\modlists\ARR 2.5\mods\Ultimate Body Enhancer - Patch Compendium\Survival Mode UBE Patch.esp,PLUGIN,PLUGIN-SUMMARY,read,,,,,,,Direct selected-signature reads.,SPEL:5,NO-ROWS,"Primary review: appearance, equipment, body, hair, or configuration records do not encode a deliberate player devotional act or outcome.",Direct signal candidate enumeration: 5,REJECTED
56e89a42aabae569,NQ056,NQ,Charater Visuals - Racemenu Addons - HAIR,[Dint999] BDOR Hairs SSE 0.17,[Dint999] BDOr_Hairstyles.esp,D:\Wabbajack\modlists\ARR 2.5\mods\[Dint999] BDOR Hairs SSE 0.17\[Dint999] BDOr_Hairstyles.esp,56e89a42aabae569|00233B:[Dint999] BDOr_Hairstyles.esp,SIGNAL,read,ARMO,00233B:[Dint999] BDOr_Hairstyles.esp,_d_BDOR_wig_PGW_03alt,,,,Direct selected-signature candidate.,,NO-ROWS,"Primary review: appearance, equipment, body, hair, or configuration records do not encode a deliberate player devotional act or outcome.",,REJECTED
56e89a42aabae569,NQ056,NQ,Charater Visuals - Racemenu Addons - HAIR,[Dint999] BDOR Hairs SSE 0.17,[Dint999] BDOr_Hairstyles.esp,D:\Wabbajack\modlists\ARR 2.5\mods\[Dint999] BDOR Hairs SSE 0.17\[Dint999] BDOr_Hairstyles.esp,56e89a42aabae569|00391C:[Dint999] BDOr_Hairstyles.esp,SIGNAL,read,ARMO,00391C:[Dint999] BDOr_Hairstyles.esp,_d_BDOR_wig_PPW_11,,,,Direct selected-signature candidate.,,NO-ROWS,"Primary review: appearance, equipment, body, hair, or configuration records do not encode a deliberate player devotional act or outcome.",,REJECTED
56e89a42aabae569,NQ056,NQ,Charater Visuals - Racemenu Addons - HAIR,[Dint999] BDOR Hairs SSE 0.17,[Dint999] BDOr_Hairstyles.esp,D:\Wabbajack\modlists\ARR 2.5\mods\[Dint999] BDOR Hairs SSE 0.17\[Dint999] BDOr_Hairstyles.esp,56e89a42aabae569|00B843:[Dint999] BDOr_Hairstyles.esp,SIGNAL,read,ARMO,00B843:[Dint999] BDOr_Hairstyles.esp,_d_BDOR_wig_PHW_43,,,,Direct selected-signature candidate.,,NO-ROWS,"Primary review: appearance, equipment, body, hair, or configuration records do not encode a deliberate player devotional act or outcome.",,REJECTED
56e89a42aabae569,NQ056,NQ,Charater Visuals - Racemenu Addons - HAIR,[Dint999] BDOR Hairs SSE 0.17,[Dint999] BDOr_Hairstyles.esp,D:\Wabbajack\modlists\ARR 2.5\mods\[Dint999] BDOR Hairs SSE 0.17\[Dint999] BDOr_Hairstyles.esp,56e89a42aabae569|00B845:[Dint999] BDOr_Hairstyles.esp,SIGNAL,read,ARMO,00B845:[Dint999] BDOr_Hairstyles.esp,_d_BDOR_wig_PHW_123,,,,Direct selected-signature candidate.,,NO-ROWS,"Primary review: appearance, equipment, body, hair, or configuration records do not encode a deliberate player devotional act or outcome.",,REJECTED
56e89a42aabae569,NQ056,NQ,Charater Visuals - Racemenu Addons - HAIR,[Dint999] BDOR Hairs SSE 0.17,[Dint999] BDOr_Hairstyles.esp,D:\Wabbajack\modlists\ARR 2.5\mods\[Dint999] BDOR Hairs SSE 0.17\[Dint999] BDOr_Hairstyles.esp,56e89a42aabae569|00B847:[Dint999] BDOr_Hairstyles.esp,SIGNAL,read,ARMO,00B847:[Dint999] BDOr_Hairstyles.esp,_d_BDOR_wig_PHW_1010,,,,Direct selected-signature candidate.,,NO-ROWS,"Primary review: appearance, equipment, body, hair, or configuration records do not encode a deliberate player devotional act or outcome.",,REJECTED
56e89a42aabae569,NQ056,NQ,Charater Visuals - Racemenu Addons - HAIR,[Dint999] BDOR Hairs SSE 0.17,[Dint999] BDOr_Hairstyles.esp,D:\Wabbajack\modlists\ARR 2.5\mods\[Dint999] BDOR Hairs SSE 0.17\[Dint999] BDOr_Hairstyles.esp,56e89a42aabae569|00A1DE:[Dint999] BDOr_Hairstyles.esp,SIGNAL,read,ARMO,00A1DE:[Dint999] BDOr_Hairstyles.esp,_d_BDOR_wig_PCW_251,,,,Direct selected-signature candidate.,,NO-ROWS,"Primary review: appearance, equipment, body, hair, or configuration records do not encode a deliberate player devotional act or outcome.",,REJECTED
56e89a42aabae569,NQ056,NQ,Charater Visuals - Racemenu Addons - HAIR,[Dint999] BDOR Hairs SSE 0.17,[Dint999] BDOr_Hairstyles.esp,D:\Wabbajack\modlists\ARR 2.5\mods\[Dint999] BDOR Hairs SSE 0.17\[Dint999] BDOr_Hairstyles.esp,56e89a42aabae569|0075EB:[Dint999] BDOr_Hairstyles.esp,SIGNAL,read,ARMO,0075EB:[Dint999] BDOr_Hairstyles.esp,_d_BDOR_wig_PLW_02,,,,Direct selected-signature candidate.,,NO-ROWS,"Primary review: appearance, equipment, body, hair, or configuration records do not encode a deliberate player devotional act or outcome.",,REJECTED
56e89a42aabae569,NQ056,NQ,Charater Visuals - Racemenu Addons - HAIR,[Dint999] BDOR Hairs SSE 0.17,[Dint999] BDOr_Hairstyles.esp,D:\Wabbajack\modlists\ARR 2.5\mods\[Dint999] BDOR Hairs SSE 0.17\[Dint999] BDOr_Hairstyles.esp,56e89a42aabae569|005FD7:[Dint999] BDOr_Hairstyles.esp,SIGNAL,read,ARMO,005FD7:[Dint999] BDOr_Hairstyles.esp,_d_BDOR_wig_PEW_12,,,,Direct selected-signature candidate.,,NO-ROWS,"Primary review: appearance, equipment, body, hair, or configuration records do not encode a deliberate player devotional act or outcome.",,REJECTED
56e89a42aabae569,NQ056,NQ,Charater Visuals - Racemenu Addons - HAIR,[Dint999] BDOR Hairs SSE 0.17,[Dint999] BDOr_Hairstyles.esp,D:\Wabbajack\modlists\ARR 2.5\mods\[Dint999] BDOR Hairs SSE 0.17\[Dint999] BDOr_Hairstyles.esp,56e89a42aabae569|004F2A:[Dint999] BDOr_Hairstyles.esp,SIGNAL,read,ARMO,004F2A:[Dint999] BDOr_Hairstyles.esp,_d_BDOR_wig_PDW_22,,,,Direct selected-signature candidate.,,NO-ROWS,"Primary review: appearance, equipment, body, hair, or configuration records do not encode a deliberate player devotional act or outcome.",,REJECTED
56e89a42aabae569,NQ056,NQ,Charater Visuals - Racemenu Addons - HAIR,[Dint999] BDOR Hairs SSE 0.17,[Dint999] BDOr_Hairstyles.esp,D:\Wabbajack\modlists\ARR 2.5\mods\[Dint999] BDOR Hairs SSE 0.17\[Dint999] BDOr_Hairstyles.esp,56e89a42aabae569|0075ED:[Dint999] BDOr_Hairstyles.esp,SIGNAL,read,ARMO,0075ED:[Dint999] BDOr_Hairstyles.esp,_d_BDOR_wig_PLW_05,,,,Direct selected-signature candidate.,,NO-ROWS,"Primary review: appearance, equipment, body, hair, or configuration records do not encode a deliberate player devotional act or outcome.",,REJECTED
56e89a42aabae569,NQ056,NQ,Charater Visuals - Racemenu Addons - HAIR,[Dint999] BDOR Hairs SSE 0.17,[Dint999] BDOr_Hairstyles.esp,D:\Wabbajack\modlists\ARR 2.5\mods\[Dint999] BDOR Hairs SSE 0.17\[Dint999] BDOr_Hairstyles.esp,56e89a42aabae569|008BEB:[Dint999] BDOr_Hairstyles.esp,SIGNAL,read,ARMO,008BEB:[Dint999] BDOr_Hairstyles.esp,_d_BDOR_wig_PKW_01,,,,Direct selected-signature candidate.,,NO-ROWS,"Primary review: appearance, equipment, body, hair, or configuration records do not encode a deliberate player devotional act or outcome.",,REJECTED
56e89a42aabae569,NQ056,NQ,Charater Visuals - Racemenu Addons - HAIR,[Dint999] BDOR Hairs SSE 0.17,[Dint999] BDOr_Hairstyles.esp,D:\Wabbajack\modlists\ARR 2.5\mods\[Dint999] BDOR Hairs SSE 0.17\[Dint999] BDOr_Hairstyles.esp,56e89a42aabae569|002341:[Dint999] BDOr_Hairstyles.esp,SIGNAL,read,ARMO,002341:[Dint999] BDOr_Hairstyles.esp,_d_BDOR_wig_PPW_07B,,,,Direct selected-signature candidate.,,NO-ROWS,"Primary review: appearance, equipment, body, hair, or configuration records do not encode a deliberate player devotional act or outcome.",,REJECTED
56e89a42aabae569,NQ056,NQ,Charater Visuals - Racemenu Addons - HAIR,[Dint999] BDOR Hairs SSE 0.17,[Dint999] BDOr_Hairstyles.esp,D:\Wabbajack\modlists\ARR 2.5\mods\[Dint999] BDOR Hairs SSE 0.17\[Dint999] BDOr_Hairstyles.esp,56e89a42aabae569|00B2A2:[Dint999] BDOr_Hairstyles.esp,SIGNAL,read,ARMO,00B2A2:[Dint999] BDOr_Hairstyles.esp,_d_BDOR_wig_PPW_10A,,,,Direct selected-signature candidate.,,NO-ROWS,"Primary review: appearance, equipment, body, hair, or configuration records do not encode a deliberate player devotional act or outcome.",,REJECTED
56e89a42aabae569,NQ056,NQ,Charater Visuals - Racemenu Addons - HAIR,[Dint999] BDOR Hairs SSE 0.17,[Dint999] BDOr_Hairstyles.esp,D:\Wabbajack\modlists\ARR 2.5\mods\[Dint999] BDOR Hairs SSE 0.17\[Dint999] BDOr_Hairstyles.esp,56e89a42aabae569|00B2A4:[Dint999] BDOr_Hairstyles.esp,SIGNAL,read,ARMO,00B2A4:[Dint999] BDOr_Hairstyles.esp,_d_BDOR_wig_PPW_10B,,,,Direct selected-signature candidate.,,NO-ROWS,"Primary review: appearance, equipment, body, hair, or configuration records do not encode a deliberate player devotional act or outcome.",,REJECTED
56e89a42aabae569,NQ056,NQ,Charater Visuals - Racemenu Addons - HAIR,[Dint999] BDOR Hairs SSE 0.17,[Dint999] BDOr_Hairstyles.esp,D:\Wabbajack\modlists\ARR 2.5\mods\[Dint999] BDOR Hairs SSE 0.17\[Dint999] BDOr_Hairstyles.esp,56e89a42aabae569|00B2A6:[Dint999] BDOr_Hairstyles.esp,SIGNAL,read,ARMO,00B2A6:[Dint999] BDOr_Hairstyles.esp,_d_BDOR_wig_PPW_10C,,,,Direct selected-signature candidate.,,NO-ROWS,"Primary review: appearance, equipment, body, hair, or configuration records do not encode a deliberate player devotional act or outcome.",,REJECTED
56e89a42aabae569,NQ056,NQ,Charater Visuals - Racemenu Addons - HAIR,[Dint999] BDOR Hairs SSE 0.17,[Dint999] BDOr_Hairstyles.esp,D:\Wabbajack\modlists\ARR 2.5\mods\[Dint999] BDOR Hairs SSE 0.17\[Dint999] BDOr_Hairstyles.esp,56e89a42aabae569|00B2A8:[Dint999] BDOr_Hairstyles.esp,SIGNAL,read,ARMO,00B2A8:[Dint999] BDOr_Hairstyles.esp,_d_BDOR_wig_PCW_9925,,,,Direct selected-signature candidate.,,NO-ROWS,"Primary review: appearance, equipment, body, hair, or configuration records do not encode a deliberate player devotional act or outcome.",,REJECTED
56e89a42aabae569,NQ056,NQ,Charater Visuals - Racemenu Addons - HAIR,[Dint999] BDOR Hairs SSE 0.17,[Dint999] BDOr_Hairstyles.esp,D:\Wabbajack\modlists\ARR 2.5\mods\[Dint999] BDOR Hairs SSE 0.17\[Dint999] BDOr_Hairstyles.esp,56e89a42aabae569|008BEF:[Dint999] BDOr_Hairstyles.esp,SIGNAL,read,ARMO,008BEF:[Dint999] BDOr_Hairstyles.esp,_d_BDOR_wig_PPW_20,,,,Direct selected-signature candidate.,,NO-ROWS,"Primary review: appearance, equipment, body, hair, or configuration records do not encode a deliberate player devotional act or outcome.",,REJECTED
56e89a42aabae569,NQ056,NQ,Charater Visuals - Racemenu Addons - HAIR,[Dint999] BDOR Hairs SSE 0.17,[Dint999] BDOr_Hairstyles.esp,D:\Wabbajack\modlists\ARR 2.5\mods\[Dint999] BDOR Hairs SSE 0.17\[Dint999] BDOr_Hairstyles.esp,56e89a42aabae569|008BF1:[Dint999] BDOr_Hairstyles.esp,SIGNAL,read,ARMO,008BF1:[Dint999] BDOr_Hairstyles.esp,_d_BDOR_wig_PPW_17,,,,Direct selected-signature candidate.,,NO-ROWS,"Primary review: appearance, equipment, body, hair, or configuration records do not encode a deliberate player devotional act or outcome.",,REJECTED
56e89a42aabae569,NQ056,NQ,Charater Visuals - Racemenu Addons - HAIR,[Dint999] BDOR Hairs SSE 0.17,[Dint999] BDOr_Hairstyles.esp,D:\Wabbajack\modlists\ARR 2.5\mods\[Dint999] BDOR Hairs SSE 0.17\[Dint999] BDOr_Hairstyles.esp,56e89a42aabae569|0096EC:[Dint999] BDOr_Hairstyles.esp,SIGNAL,read,ARMO,0096EC:[Dint999] BDOr_Hairstyles.esp,_d_BDOR_wig_PEW_20,,,,Direct selected-signature candidate.,,NO-ROWS,"Primary review: appearance, equipment, body, hair, or configuration records do not encode a deliberate player devotional act or outcome.",,REJECTED
56e89a42aabae569,NQ056,NQ,Charater Visuals - Racemenu Addons - HAIR,[Dint999] BDOR Hairs SSE 0.17,[Dint999] BDOr_Hairstyles.esp,D:\Wabbajack\modlists\ARR 2.5\mods\[Dint999] BDOR Hairs SSE 0.17\[Dint999] BDOr_Hairstyles.esp,56e89a42aabae569|00A1DC:[Dint999] BDOr_Hairstyles.esp,SIGNAL,read,ARMO,00A1DC:[Dint999] BDOr_Hairstyles.esp,_d_BDOR_wig_PDW_29,,,,Direct selected-signature candidate.,,NO-ROWS,"Primary review: appearance, equipment, body, hair, or configuration records do not encode a deliberate player devotional act or outcome.",,REJECTED
56e89a42aabae569,NQ056,NQ,Charater Visuals - Racemenu Addons - HAIR,[Dint999] BDOR Hairs SSE 0.17,[Dint999] BDOr_Hairstyles.esp,D:\Wabbajack\modlists\ARR 2.5\mods\[Dint999] BDOR Hairs SSE 0.17\[Dint999] BDOr_Hairstyles.esp,56e89a42aabae569|005A63:[Dint999] BDOr_Hairstyles.esp,SIGNAL,read,ARMO,005A63:[Dint999] BDOr_Hairstyles.esp,_d_BDOR_wig_PPW_03B,,,,Direct selected-signature candidate.,,NO-ROWS,"Primary review: appearance, equipment, body, hair, or configuration records do not encode a deliberate player devotional act or outcome.",,REJECTED
56e89a42aabae569,NQ056,NQ,Charater Visuals - Racemenu Addons - HAIR,[Dint999] BDOR Hairs SSE 0.17,[Dint999] BDOr_Hairstyles.esp,D:\Wabbajack\modlists\ARR 2.5\mods\[Dint999] BDOR Hairs SSE 0.17\[Dint999] BDOr_Hairstyles.esp,56e89a42aabae569|0012DA:[Dint999] BDOr_Hairstyles.esp,SIGNAL,read,ARMO,0012DA:[Dint999] BDOr_Hairstyles.esp,_d_BDOR_wig_PPW_02,,,,Direct selected-signature candidate.,,NO-ROWS,"Primary review: appearance, equipment, body, hair, or configuration records do not encode a deliberate player devotional act or outcome.",,REJECTED
56e89a42aabae569,NQ056,NQ,Charater Visuals - Racemenu Addons - HAIR,[Dint999] BDOR Hairs SSE 0.17,[Dint999] BDOr_Hairstyles.esp,D:\Wabbajack\modlists\ARR 2.5\mods\[Dint999] BDOR Hairs SSE 0.17\[Dint999] BDOr_Hairstyles.esp,56e89a42aabae569|001DB7:[Dint999] BDOr_Hairstyles.esp,SIGNAL,read,ARMO,001DB7:[Dint999] BDOr_Hairstyles.esp,_d_BDOR_wig_PQW_02,,,,Direct selected-signature candidate.,,NO-ROWS,"Primary review: appearance, equipment, body, hair, or configuration records do not encode a deliberate player devotional act or outcome.",,REJECTED
56e89a42aabae569,NQ056,NQ,Charater Visuals - Racemenu Addons - HAIR,[Dint999] BDOR Hairs SSE 0.17,[Dint999] BDOr_Hairstyles.esp,D:\Wabbajack\modlists\ARR 2.5\mods\[Dint999] BDOR Hairs SSE 0.17\[Dint999] BDOr_Hairstyles.esp,56e89a42aabae569|008BED:[Dint999] BDOr_Hairstyles.esp,SIGNAL,read,ARMO,008BED:[Dint999] BDOr_Hairstyles.esp,_d_BDOR_wig_PLW_01,,,,Direct selected-signature candidate.,,NO-ROWS,"Primary review: appearance, equipment, body, hair, or configuration records do not encode a deliberate player devotional act or outcome.",,REJECTED
56e89a42aabae569,NQ056,NQ,Charater Visuals - Racemenu Addons - HAIR,[Dint999] BDOR Hairs SSE 0.17,[Dint999] BDOr_Hairstyles.esp,D:\Wabbajack\modlists\ARR 2.5\mods\[Dint999] BDOR Hairs SSE 0.17\[Dint999] BDOr_Hairstyles.esp,56e89a42aabae569|00391E:[Dint999] BDOr_Hairstyles.esp,SIGNAL,read,ARMO,00391E:[Dint999] BDOr_Hairstyles.esp,_d_BDOR_wig_PPW_13,,,,Direct selected-signature candidate.,,NO-ROWS,"Primary review: appearance, equipment, body, hair, or configuration records do not encode a deliberate player devotional act or outcome.",,REJECTED
56e89a42aabae569,NQ056,NQ,Charater Visuals - Racemenu Addons - HAIR,[Dint999] BDOR Hairs SSE 0.17,[Dint999] BDOr_Hairstyles.esp,D:\Wabbajack\modlists\ARR 2.5\mods\[Dint999] BDOR Hairs SSE 0.17\[Dint999] BDOr_Hairstyles.esp,56e89a42aabae569|005FD3:[Dint999] BDOr_Hairstyles.esp,SIGNAL,read,ARMO,005FD3:[Dint999] BDOr_Hairstyles.esp,_d_BDOR_wig_PEW_02,,,,Direct selected-signature candidate.,,NO-ROWS,"Primary review: appearance, equipment, body, hair, or configuration records do not encode a deliberate player devotional act or outcome.",,REJECTED
56e89a42aabae569,NQ056,NQ,Charater Visuals - Racemenu Addons - HAIR,[Dint999] BDOR Hairs SSE 0.17,[Dint999] BDOr_Hairstyles.esp,D:\Wabbajack\modlists\ARR 2.5\mods\[Dint999] BDOR Hairs SSE 0.17\[Dint999] BDOr_Hairstyles.esp,56e89a42aabae569|006AE7:[Dint999] BDOr_Hairstyles.esp,SIGNAL,read,ARMO,006AE7:[Dint999] BDOr_Hairstyles.esp,_d_BDOR_wig_PEW_11,,,,Direct selected-signature candidate.,,NO-ROWS,"Primary review: appearance, equipment, body, hair, or configuration records do not encode a deliberate player devotional act or outcome.",,REJECTED
