occurrence_id,scope,audit_tranche,audit_shard,risk_priority,source_plugin,plugin_path,formid,editor_id,role,is_canonical,canonical_source_plugin
CORE-0021,core,V02,V02-04,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:10BF8E,WERoad12,defined,yes,Skyrim.esm
CORE-0022,core,V02,V02-04,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:10B10F,CR12PostQuest,defined,yes,Skyrim.esm
CORE-0023,core,V02,V02-04,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:10B0E0,TGNightingalePowerHandler,defined,yes,Skyrim.esm
CORE-0024,core,V02,V02-04,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:10AA5E,CreatureDialogueChicken,defined,yes,Skyrim.esm
CORE-0025,core,V02,V02-04,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:109AAA,CompanionsRadiantMiscObjective,defined,yes,Skyrim.esm
CORE-0026,core,V02,V02-04,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:1093E4,TGTQ01Handler,defined,yes,Skyrim.esm
CORE-0027,core,V02,V02-04,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:1093CF,DA16SkullHandler,defined,yes,Skyrim.esm
CORE-0028,core,V02,V02-04,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:1092D3,MQSkyHavenSparring,defined,yes,Skyrim.esm
CORE-0029,core,V02,V02-04,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:108059,CompanionsBladeFragmentTracking,defined,yes,Skyrim.esm
CORE-0030,core,V02,V02-04,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:107E40,DialogueWinterholdCollegePostSceneQuest,defined,yes,Skyrim.esm
CORE-0031,core,V02,V02-04,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:107987,CWMissionQuickStart,defined,yes,Skyrim.esm
CORE-0032,core,V02,V02-04,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:1075B1,dunThrowVoiceQst,defined,yes,Skyrim.esm
CORE-0033,core,V02,V02-04,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:106A5E,WERoad11,defined,yes,Skyrim.esm
CORE-0034,core,V02,V02-04,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:106A59,WERoad10,defined,yes,Skyrim.esm
CORE-0035,core,V02,V02-04,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:1065FA,WERoad09,defined,yes,Skyrim.esm
CORE-0036,core,V03A,V03A-01,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:1065F4,weroad08,defined,no,Update.esm
CORE-0037,core,V02,V02-04,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:1062A7,BardAudienceQuest,defined,yes,Skyrim.esm
CORE-0038,core,V02,V02-04,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:105D1D,WERoad06,defined,yes,Skyrim.esm
CORE-0039,core,V03A,V03A-01,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:105D19,WEJS28,defined,no,Update.esm
CORE-0040,core,V02,V02-04,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:105D15,WERoad07,defined,yes,Skyrim.esm
CORE-0041,core,V02,V02-04,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:105D12,WEJS26,defined,yes,Skyrim.esm
CORE-0042,core,V02,V02-04,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:105A60,TutorialEnchanting,defined,yes,Skyrim.esm
CORE-0043,core,V02,V02-04,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:105585,TutorialAlchemyHealPotion,defined,yes,Skyrim.esm
CORE-0044,core,V02,V02-04,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:10557C,TutorialAlchemy,defined,yes,Skyrim.esm
CORE-0045,core,V02,V02-04,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:10539A,TutorialBlacksmithingArmorTemper,defined,yes,Skyrim.esm
CORE-0046,core,V02,V02-04,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:105397,TutorialBlacksmithingAmor,defined,yes,Skyrim.esm
CORE-0047,core,V02,V02-04,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:105395,TutorialBlacksmithingTanning,defined,yes,Skyrim.esm
CORE-0048,core,V02,V02-04,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:105392,TutorialBlacksmithingDaggerSharpen,defined,yes,Skyrim.esm
CORE-0049,core,V02,V02-04,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:105389,TutorialBlacksmithingDagger,defined,yes,Skyrim.esm
CORE-0050,core,V02,V02-04,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:105385,TutorialBlacksmithing,defined,yes,Skyrim.esm
CORE-0051,core,V02,V02-04,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:1052F3,CWPostWhiterunObj,defined,yes,Skyrim.esm
CORE-0052,core,V02,V02-04,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:105173,WERoad05,defined,yes,Skyrim.esm
CORE-0053,core,V02,V02-04,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:105172,WERoad04,defined,yes,Skyrim.esm
CORE-0054,core,V02,V02-04,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:105170,WERoad03,defined,yes,Skyrim.esm
CORE-0055,core,V02,V02-04,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:104FD3,CWSoldierCheer,defined,yes,Skyrim.esm
CORE-0056,core,V02,V02-04,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:10481C,DA04SeptimusSendForPlayerQuest,defined,yes,Skyrim.esm
CORE-0057,core,V02,V02-04,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:1034DF,WERoad01,defined,yes,Skyrim.esm
CORE-0058,core,V02,V02-04,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:103395,TGREnablerHandler,defined,yes,Skyrim.esm
CORE-0059,core,V02,V02-04,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:1027A5,WERoad02,defined,yes,Skyrim.esm
CORE-0060,core,V03A,V03A-01,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:1010AA,MS12PostQuest,defined,no,Update.esm
CORE-0061,core,V02,V02-04,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:1007FC,TG04EECHandler,defined,yes,Skyrim.esm
CORE-0062,core,V02,V02-04,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:10074F,DialogueDremora,defined,yes,Skyrim.esm
CORE-0063,core,V02,V02-04,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:0FFF50,TGCrownPerk,defined,yes,Skyrim.esm
CORE-0064,core,V02,V02-04,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:0FF235,C00SwapVignarAndBrillOnAscension,defined,yes,Skyrim.esm
CORE-0065,core,V02,V02-04,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:0FEE11,dunSkillBooksQST,defined,yes,Skyrim.esm
CORE-0066,core,V02,V02-04,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:0FE479,T03PostQuest,defined,yes,Skyrim.esm
CORE-0067,core,V02,V02-04,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:0FDE7D,AchievementsHardWorkerFoodQuest,defined,yes,Skyrim.esm
CORE-0068,core,V02,V02-04,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:0FDBA2,dunDragonMoundQST,defined,yes,Skyrim.esm
CORE-0069,core,V02,V02-04,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:0FCC2F,EscapeJailAchievementQuest,defined,yes,Skyrim.esm
CORE-0070,core,V02,V02-04,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:0FC85D,AchievementsQuest,defined,yes,Skyrim.esm
CORE-0071,core,V03A,V03A-01,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:0FC1A2,PlayerSleepQuest,defined,no,HearthFires.esm
CORE-0072,core,V02,V02-04,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:0FC076,CWDialogueSoldiers02,defined,yes,Skyrim.esm
CORE-0073,core,V02,V02-04,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:0FBFDD,MG02MonkSceneQuest,defined,yes,Skyrim.esm
CORE-0074,core,V02,V02-04,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:0F942A,CreatureDialogueHorse,defined,yes,Skyrim.esm
CORE-0075,core,V02,V02-04,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:0F9075,CRHoldExpansion,defined,yes,Skyrim.esm
CORE-0076,core,V02,V02-04,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:0F8A80,WEBountyCollectorQST,defined,yes,Skyrim.esm
CORE-0077,core,V03B,V03B-01,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:0F6090,PlayerWerewolfCureQuest,defined,no,Dawnguard.esm
CORE-0078,core,V02,V02-04,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:0F5BC1,WERJ13,defined,yes,Skyrim.esm
CORE-0079,core,V02,V02-04,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:0F5186,WERJ12,defined,yes,Skyrim.esm
CORE-0080,core,V02,V02-04,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:0F5185,WERJ11,defined,yes,Skyrim.esm
CORE-0081,core,V02,V02-04,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:0F517A,DialogueWhiterunCaptainOfTheGuard,defined,yes,Skyrim.esm
CORE-0082,core,V02,V02-04,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:0F2593,WISkillIncrease02,defined,yes,Skyrim.esm
CORE-0083,core,V02,V02-04,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:0E8941,WEJS25,defined,yes,Skyrim.esm
CORE-0084,core,V02,V02-04,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:0E8933,WEJS23,defined,yes,Skyrim.esm
CORE-0085,core,V02,V02-04,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:0E8931,WEJS22,defined,yes,Skyrim.esm
CORE-0086,core,V02,V02-04,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:0E892E,WEJS21,defined,yes,Skyrim.esm
CORE-0087,core,V02,V02-04,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:0E892D,WEJS20,defined,yes,Skyrim.esm
CORE-0088,core,V02,V02-04,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:0E892B,WEJS19,defined,yes,Skyrim.esm
CORE-0089,core,V02,V02-04,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:0E8929,WEJS18,defined,yes,Skyrim.esm
CORE-0090,core,V02,V02-04,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:0E8924,WEJS24,defined,yes,Skyrim.esm
CORE-0091,core,V02,V02-04,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:0E8921,WEJS16,defined,yes,Skyrim.esm
CORE-0092,core,V02,V02-04,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:0F1A44,MQSovngardeConv4,defined,yes,Skyrim.esm
CORE-0093,core,V02,V02-04,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:0F1A41,MQSovngardeConv3,defined,yes,Skyrim.esm
CORE-0094,core,V02,V02-04,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:0F0A10,MQSovngardeConv2,defined,yes,Skyrim.esm
CORE-0095,core,V02,V02-04,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:0EDF6A,MQSovngardeConv1,defined,yes,Skyrim.esm
CORE-0096,core,V02,V02-04,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:0ECEB7,dunGauldursonChangeLocationQST,defined,yes,Skyrim.esm
CORE-0097,core,V02,V02-04,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:0EC199,DialogueRiftenMaulHandler,defined,yes,Skyrim.esm
CORE-0098,core,V02,V02-04,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:0EB9E2,dunRebelsCairnChangeLocationQST,defined,yes,Skyrim.esm
CORE-0099,core,V03B,V03B-01,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:0EAFD5,PlayerVampireQuest,defined,no,Dawnguard.esm
CORE-0100,core,V02,V02-04,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:0EA2D7,TGDialogueHQScene20,defined,yes,Skyrim.esm
CORE-0101,core,V02,V02-04,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:0EA2D5,TGDialogueHQScene19,defined,yes,Skyrim.esm
CORE-0102,core,V02,V02-04,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:0EA2D3,TGDialogueHQScene18,defined,yes,Skyrim.esm
CORE-0103,core,V02,V02-04,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:0EA2D1,TGDialogueHQScene17,defined,yes,Skyrim.esm
CORE-0104,core,V02,V02-04,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:0E8B50,MGR01Trigger,defined,yes,Skyrim.esm
CORE-0105,core,V02,V02-04,existing-core-row,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:0E7814,BardsCollegePoeticEdda,defined,yes,Skyrim.esm
CORE-0106,core,V02,V02-04,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:0E780F,DialogueSolitudeBardsCollegeClassPanteaScene2,defined,yes,Skyrim.esm
CORE-0107,core,V02,V02-04,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:0E780E,DialogueSolitudeBardsCollegeClassIngeScene2,defined,yes,Skyrim.esm
CORE-0108,core,V02,V02-04,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:0E780C,DialogueSolitudeBardsCollegeClassGiraudScene2,defined,yes,Skyrim.esm
CORE-0109,core,V02,V02-04,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:0E77F2,DialogueSolitudeBardScene6,defined,yes,Skyrim.esm
CORE-0110,core,V02,V02-04,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:0E77F1,DialogueSolitudeBardScene5,defined,yes,Skyrim.esm
CORE-0111,core,V02,V02-04,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:0E77ED,DialogueSolitudeBardScene4,defined,yes,Skyrim.esm
CORE-0112,core,V02,V02-04,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:0E77BA,SolitudeFreeform07,defined,yes,Skyrim.esm
CORE-0113,core,V02,V02-04,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:0E725D,GenericDialgoueWounded,defined,yes,Skyrim.esm
CORE-0114,core,V02,V02-04,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:0E4D75,DialogueSarethiFarmScene03,defined,yes,Skyrim.esm
CORE-0115,core,V02,V02-04,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:0E4D31,dunGauldursonQST,defined,yes,Skyrim.esm
CORE-0116,core,V02,V02-04,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:0E49E8,FreeformShorsStone02,defined,yes,Skyrim.esm
CORE-0117,core,V02,V02-04,existing-core-row,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:0E49E7,FreeformShorsStone01,defined,yes,Skyrim.esm
CORE-0118,core,V02,V02-04,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:0E3EA5,FreeformHeartwoodMill,defined,yes,Skyrim.esm
CORE-0119,core,V02,V02-04,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:0E3E9B,FreeformMerryfairFarm,defined,yes,Skyrim.esm
CORE-0120,core,V02,V02-04,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:0E3DE0,DialogueWhiterunSceneVignarBalgruuf,defined,yes,Skyrim.esm
CORE-0121,core,V02,V02-04,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:0E357D,FreeformWinterholdCollegeB,defined,yes,Skyrim.esm
CORE-0122,core,V02,V02-04,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:0E3308,FreeformSarethiFarm,defined,yes,Skyrim.esm
CORE-0123,core,V02,V02-04,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:0E316E,NarzulburFreeFormWifeQuest,defined,yes,Skyrim.esm
CORE-0124,core,V02,V02-04,existing-core-row,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:0E3163,CR13,defined,yes,Skyrim.esm
CORE-0125,core,V02,V02-04,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:0E3156,CR14,defined,yes,Skyrim.esm
CORE-0126,core,V03A,V03A-01,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:0E3145,CR12,defined,no,Update.esm
CORE-0127,core,V02,V02-04,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:0E30E7,C06FuneralObserversQuest,defined,yes,Skyrim.esm
CORE-0128,core,V02,V02-04,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:0E16CC,DA16MiniScenes,defined,yes,Skyrim.esm
CORE-0129,core,V02,V02-04,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:0E16C6,DA16WalkSceneMonitor,defined,yes,Skyrim.esm
CORE-0130,core,V02,V02-04,standard,Skyrim.esm,D:\Wabbajack\modlists\Anvil\Stock Game\Data\Skyrim.esm,Skyrim.esm:0E0E0C,MGR22,defined,yes,Skyrim.esm
