race,moment,moment_order,deity_tone,slot_id,surface,surfacing,voice,budget_target,budget_hard,char_count,over_budget,trigger,draft_prose,edit
Mehrunes Dagon,Commitment / pact (the gate clears),40,"Mehrunes Dagon (Daedric path): Wrathful, totalizing, grandiose; the Prince of Destruction does not argue his case -- the end is a command he expects you to execute, not a cause he persuades you toward; his register is contemptuous of mortal hesitation and absolutely certain of the result; he is cold toward mortal concerns but his conviction about destruction is furious and absolute; he commands, tests, and dismisses -- you are either the instrument of the ruin or you are in the way of it.",PDV_Msg_Daedric_Dagon_Commitment,MessageBox,Marked,God-voice,280,500,12+237,,MessageBox. Fires once when the commitment gate clears.,"Title: ""Dagon's Call"" Body: ""Three times you chose the ruin when you could have preserved it. You understand what I demand. Take the Walker's edge: the works of order are the target, the destruction does not ask permission, and neither will you. You are mine. Begin.""",
Mehrunes Dagon,Stigma -- Suspected,50,"Mehrunes Dagon (Daedric path): Wrathful, totalizing, grandiose; the Prince of Destruction does not argue his case -- the end is a command he expects you to execute, not a cause he persuades you toward; his register is contemptuous of mortal hesitation and absolutely certain of the result; he is cold toward mortal concerns but his conviction about destruction is furious and absolute; he commands, tests, and dismisses -- you are either the instrument of the ruin or you are in the way of it.",PDV_Notif_Daedric_Dagon_Stigma_Suspected,Notification,Noted,Narrator,60,80,64,,HUD corner notification. On entering Suspected.,Dagon's path is suspected on you. Some read the ruins you leave.,
Mehrunes Dagon,Stigma -- Known,51,"Mehrunes Dagon (Daedric path): Wrathful, totalizing, grandiose; the Prince of Destruction does not argue his case -- the end is a command he expects you to execute, not a cause he persuades you toward; his register is contemptuous of mortal hesitation and absolutely certain of the result; he is cold toward mortal concerns but his conviction about destruction is furious and absolute; he commands, tests, and dismisses -- you are either the instrument of the ruin or you are in the way of it.",PDV_Notif_Daedric_Dagon_Stigma_Known,Notification,Noted,Narrator,60,80,79,,HUD corner notification. On entering Known.,Your devotion to Dagon is known. A ruin-walker leaves more than enemies behind.,
Mehrunes Dagon,Stigma -- Notorious,52,"Mehrunes Dagon (Daedric path): Wrathful, totalizing, grandiose; the Prince of Destruction does not argue his case -- the end is a command he expects you to execute, not a cause he persuades you toward; his register is contemptuous of mortal hesitation and absolutely certain of the result; he is cold toward mortal concerns but his conviction about destruction is furious and absolute; he commands, tests, and dismisses -- you are either the instrument of the ruin or you are in the way of it.",PDV_Notif_Daedric_Dagon_Stigma_Notorious,Notification,Marked,Narrator,60,80,76,,HUD corner notification. On entering Notorious.,You are openly Dagon's. The ruin-walker is not trusted by any settled order.,
Mehrunes Dagon,Drifting away (neglect),60,"Mehrunes Dagon (Daedric path): Wrathful, totalizing, grandiose; the Prince of Destruction does not argue his case -- the end is a command he expects you to execute, not a cause he persuades you toward; his register is contemptuous of mortal hesitation and absolutely certain of the result; he is cold toward mortal concerns but his conviction about destruction is furious and absolute; he commands, tests, and dismisses -- you are either the instrument of the ruin or you are in the way of it.",PDV_Notif_Daedric_Dagon_NeglectTexture,Notification,Noted,Player-2nd,60,80,76,,HUD corner notification. One per lapse-band crossing.,You step back from the ruin. Dagon's edge dims; the destructive drive fades.,
Mehrunes Dagon,Renunciation (exit),61,"Mehrunes Dagon (Daedric path): Wrathful, totalizing, grandiose; the Prince of Destruction does not argue his case -- the end is a command he expects you to execute, not a cause he persuades you toward; his register is contemptuous of mortal hesitation and absolutely certain of the result; he is cold toward mortal concerns but his conviction about destruction is furious and absolute; he commands, tests, and dismisses -- you are either the instrument of the ruin or you are in the way of it.",PDV_Msg_Daedric_Dagon_Exit,MessageBox,Marked,God-voice,280,500,17+263,,MessageBox. Fires once on renunciation; residue persists.,"Title: ""Dagon's Severance"" Body: ""You leave the ruin path. Dagon dismisses it -- destruction needs no particular instrument, and you were always replaceable. The edge leaves you. What you fractured does not heal, but it no longer grows. That is the full accounting of what you chose to stop being.""",
Mehrunes Dagon,Per-race response (on commitment),70,"Mehrunes Dagon (Daedric path): Wrathful, totalizing, grandiose; the Prince of Destruction does not argue his case -- the end is a command he expects you to execute, not a cause he persuades you toward; his register is contemptuous of mortal hesitation and absolutely certain of the result; he is cold toward mortal concerns but his conviction about destruction is furious and absolute; he commands, tests, and dismisses -- you are either the instrument of the ruin or you are in the way of it.",PDV_Msg_Daedric_Dagon_Response_Nord,MessageBox,Marked,Narrator,280,500,29+241,,MessageBox. One-time on a Nord committing.,"Title: ""Against Hearth and Continuity"" Body: ""For a Nord, Dagon's ruin cult attacks hearth, continuity, and the kin-bonds that Nord life rests on. The apocalypse opposes Shor's hall and the honoring of the dead. Leaving asks sincere cleansing and rededication; the rupture leaves a mark.""",
Mehrunes Dagon,Per-race response (on commitment),70,"Mehrunes Dagon (Daedric path): Wrathful, totalizing, grandiose; the Prince of Destruction does not argue his case -- the end is a command he expects you to execute, not a cause he persuades you toward; his register is contemptuous of mortal hesitation and absolutely certain of the result; he is cold toward mortal concerns but his conviction about destruction is furious and absolute; he commands, tests, and dismisses -- you are either the instrument of the ruin or you are in the way of it.",PDV_Msg_Daedric_Dagon_Response_Imperial,MessageBox,Marked,Narrator,280,500,19+260,,MessageBox. One-time on an Imperial committing; Hostile cell -- maximum rupture framing.,"Title: ""Enemy of the Empire"" Body: ""For an Imperial, Dagon is not taboo -- he is enemy. The Oblivion Crisis is recent: cities burned, gates opened, the Emperor died. This oath is active betrayal of everything Imperial. There is no gentle exit; the rupture is total, and return is hard and public.""",
Mehrunes Dagon,Per-race response (on commitment),70,"Mehrunes Dagon (Daedric path): Wrathful, totalizing, grandiose; the Prince of Destruction does not argue his case -- the end is a command he expects you to execute, not a cause he persuades you toward; his register is contemptuous of mortal hesitation and absolutely certain of the result; he is cold toward mortal concerns but his conviction about destruction is furious and absolute; he commands, tests, and dismisses -- you are either the instrument of the ruin or you are in the way of it.",PDV_Msg_Daedric_Dagon_Response_Breton,MessageBox,Marked,Narrator,280,500,29+266,,MessageBox. One-time on a Breton committing.,"Title: ""Occult Rebellion, Social Ruin"" Body: ""A Breton can read Dagon's revolutionary energy -- the occult rebellion has a shape Breton culture knows. But the apocalypse is not manageable; the catastrophe is social ruin even for the practitioner. Cover is possible early; direct renunciation is the cleaner path.""",
Mehrunes Dagon,Per-race response (on commitment),70,"Mehrunes Dagon (Daedric path): Wrathful, totalizing, grandiose; the Prince of Destruction does not argue his case -- the end is a command he expects you to execute, not a cause he persuades you toward; his register is contemptuous of mortal hesitation and absolutely certain of the result; he is cold toward mortal concerns but his conviction about destruction is furious and absolute; he commands, tests, and dismisses -- you are either the instrument of the ruin or you are in the way of it.",PDV_Msg_Daedric_Dagon_Response_Dunmer,MessageBox,Marked,Narrator,280,500,18+261,,MessageBox. One-time on a Dunmer committing.,"Title: ""Outsider Ruin Path"" Body: ""For a Dunmer, Dagon's ruin has no home in layered duty or community. The Reclamations are about reclaiming, not ending. Destruction for its own sake cuts against House loyalty, kin-debt, and the ancestor-substrate. It is set down by abandonment and redirection.""",
Mehrunes Dagon,Per-race response (on commitment),70,"Mehrunes Dagon (Daedric path): Wrathful, totalizing, grandiose; the Prince of Destruction does not argue his case -- the end is a command he expects you to execute, not a cause he persuades you toward; his register is contemptuous of mortal hesitation and absolutely certain of the result; he is cold toward mortal concerns but his conviction about destruction is furious and absolute; he commands, tests, and dismisses -- you are either the instrument of the ruin or you are in the way of it.",PDV_Msg_Daedric_Dagon_Response_Altmer,MessageBox,Marked,Narrator,280,500,26+280,,MessageBox. One-time on an Altmer committing.,"Title: ""Against the Ordained Order"" Body: ""For an Altmer, Dagon is the opposite of the Aldmeri project -- Apotheosis, purity, return to Auri-El are upward trajectories, and Dagon is their negation. The cult is not merely heretical; it is structurally incompatible. Absolution is difficult and requires genuine re-anchoring.""",
Mehrunes Dagon,Per-race response (on commitment),70,"Mehrunes Dagon (Daedric path): Wrathful, totalizing, grandiose; the Prince of Destruction does not argue his case -- the end is a command he expects you to execute, not a cause he persuades you toward; his register is contemptuous of mortal hesitation and absolutely certain of the result; he is cold toward mortal concerns but his conviction about destruction is furious and absolute; he commands, tests, and dismisses -- you are either the instrument of the ruin or you are in the way of it.",PDV_Msg_Daedric_Dagon_Response_Khajiit,MessageBox,Marked,Narrator,280,500,24+261,,MessageBox. One-time on a Khajiit committing.,"Title: ""Chaos, Not Dark Pressure"" Body: ""A Khajiit can read Dagon as dark pressure -- chaos is not unknown to the lattice. But his ruin cult is not a moon lane; it conflicts with the lunar order rather than supplements it. The path is dark indulgence, not substrate fit, and is set down by abandonment.""",
Mehrunes Dagon,Per-race response (on commitment),70,"Mehrunes Dagon (Daedric path): Wrathful, totalizing, grandiose; the Prince of Destruction does not argue his case -- the end is a command he expects you to execute, not a cause he persuades you toward; his register is contemptuous of mortal hesitation and absolutely certain of the result; he is cold toward mortal concerns but his conviction about destruction is furious and absolute; he commands, tests, and dismisses -- you are either the instrument of the ruin or you are in the way of it.",PDV_Msg_Daedric_Dagon_Response_Bosmer,MessageBox,Marked,Narrator,280,500,31+244,,MessageBox. One-time on a Bosmer committing.,"Title: ""Against Continuity and Covenant"" Body: ""For a Bosmer, Dagon's ruin cult is anti-covenant -- the Green Pact is continuity, and ruin is its opposite. The end of things is not Bosmer theology even in its darkest corners. The path is not legible here; renunciation is the only clean exit.""",
Mehrunes Dagon,Per-race response (on commitment),70,"Mehrunes Dagon (Daedric path): Wrathful, totalizing, grandiose; the Prince of Destruction does not argue his case -- the end is a command he expects you to execute, not a cause he persuades you toward; his register is contemptuous of mortal hesitation and absolutely certain of the result; he is cold toward mortal concerns but his conviction about destruction is furious and absolute; he commands, tests, and dismisses -- you are either the instrument of the ruin or you are in the way of it.",PDV_Msg_Daedric_Dagon_Response_Redguard,MessageBox,Marked,Narrator,280,500,23+278,,MessageBox. One-time on a Redguard committing.,"Title: ""Enemy of the Way-Makers"" Body: ""For a Redguard, Dagon is an enemy in the deep Yokudan sense -- the destroyer of roads, cities, and the civilization the Ra Gada crossed the sea to build. This is not foreign devotion; it is betrayal of the crossing itself. Rupture is severe and total; return is hard and public.""",
Mehrunes Dagon,Per-race response (on commitment),70,"Mehrunes Dagon (Daedric path): Wrathful, totalizing, grandiose; the Prince of Destruction does not argue his case -- the end is a command he expects you to execute, not a cause he persuades you toward; his register is contemptuous of mortal hesitation and absolutely certain of the result; he is cold toward mortal concerns but his conviction about destruction is furious and absolute; he commands, tests, and dismisses -- you are either the instrument of the ruin or you are in the way of it.",PDV_Msg_Daedric_Dagon_Response_Orc,MessageBox,Marked,Narrator,280,500,22+277,,MessageBox. One-time on an Orc committing.,"Title: ""Ruin Against Provision"" Body: ""An Orc can see the use in destruction -- Malacath's code includes the right to fight back. But destruction for its own sake is not provision; the stronghold that only tears down cannot feed or defend. Dagon's ruin offers no return, and Orc life requires one. Renounce directly.""",
Mehrunes Dagon,Per-race response (on commitment),70,"Mehrunes Dagon (Daedric path): Wrathful, totalizing, grandiose; the Prince of Destruction does not argue his case -- the end is a command he expects you to execute, not a cause he persuades you toward; his register is contemptuous of mortal hesitation and absolutely certain of the result; he is cold toward mortal concerns but his conviction about destruction is furious and absolute; he commands, tests, and dismisses -- you are either the instrument of the ruin or you are in the way of it.",PDV_Msg_Daedric_Dagon_Response_Argonian,MessageBox,Marked,Narrator,280,500,18+265,,MessageBox. One-time on an Argonian committing.,"Title: ""Ruin Is Not Sithis"" Body: ""To an Argonian, Dagon is foreign -- collapse does not make him Sithis-adjacent; the Hist distinguishes between void that renews and ruin that simply ends. His destruction has no Hist root and no community purpose. The path is abandoned, not renounced with ceremony.""",
