race,moment,moment_order,deity_tone,slot_id,surface,surfacing,voice,budget_target,budget_hard,char_count,over_budget,trigger,draft_prose,edit
Mephala,Commitment / pact (the gate clears),40,"Mephala (Daedric path): Whispering, sidelong, web-voiced; speaks of secrets kept and bonds spun and cut; never raises her voice because she does not need to; offers corruption as intimacy. The web is social and the violence is personal -- not a thief's skill, a spider's patience.",PDV_Msg_Daedric_Mephala_Commitment,MessageBox,Marked,God-voice,280,500,17+240,,MessageBox. Fires once when the commitment gate clears.,"Title: ""Mephala's Whisper"" Body: ""Three times you chose the hidden way -- the bargain struck in the dark, the loyalty spun and cut, the web built with intent. You hear me, then. Take the threads. Their price is that you will never again see a room and not count its secrets.""",
Mephala,Stigma -- Suspected,50,"Mephala (Daedric path): Whispering, sidelong, web-voiced; speaks of secrets kept and bonds spun and cut; never raises her voice because she does not need to; offers corruption as intimacy. The web is social and the violence is personal -- not a thief's skill, a spider's patience.",PDV_Notif_Daedric_Mephala_Stigma_Suspected,Notification,Noted,Narrator,60,80,77,,HUD corner notification. On entering Suspected.,Something about you invites suspicion. People guard their words near you now.,
Mephala,Stigma -- Known,51,"Mephala (Daedric path): Whispering, sidelong, web-voiced; speaks of secrets kept and bonds spun and cut; never raises her voice because she does not need to; offers corruption as intimacy. The web is social and the violence is personal -- not a thief's skill, a spider's patience.",PDV_Notif_Daedric_Mephala_Stigma_Known,Notification,Noted,Narrator,60,80,75,,HUD corner notification. On entering Known.,Your hand in the hidden web is known. Trust closes quietly wherever you go.,
Mephala,Stigma -- Notorious,52,"Mephala (Daedric path): Whispering, sidelong, web-voiced; speaks of secrets kept and bonds spun and cut; never raises her voice because she does not need to; offers corruption as intimacy. The web is social and the violence is personal -- not a thief's skill, a spider's patience.",PDV_Notif_Daedric_Mephala_Stigma_Notorious,Notification,Marked,Narrator,60,80,71,,HUD corner notification. On entering Notorious.,You are known for the web you spin. The honest have turned against you.,
Mephala,Drifting away (neglect),60,"Mephala (Daedric path): Whispering, sidelong, web-voiced; speaks of secrets kept and bonds spun and cut; never raises her voice because she does not need to; offers corruption as intimacy. The web is social and the violence is personal -- not a thief's skill, a spider's patience.",PDV_Notif_Daedric_Mephala_NeglectTexture,Notification,Noted,Player-2nd,60,80,80,,HUD corner notification. One per lapse-band crossing.,You let the threads go slack. Mephala's web dims; the distrust you spun remains.,
Mephala,Renunciation (exit),61,"Mephala (Daedric path): Whispering, sidelong, web-voiced; speaks of secrets kept and bonds spun and cut; never raises her voice because she does not need to; offers corruption as intimacy. The web is social and the violence is personal -- not a thief's skill, a spider's patience.",PDV_Msg_Daedric_Mephala_Exit,MessageBox,Marked,God-voice,280,500,22+270,,MessageBox. Fires once on renunciation; residue persists.,"Title: ""Mephala's Indifference"" Body: ""You cut yourself free of the web. Mephala does not mind -- a single thread is nothing to her. The leverage is gone, the hidden ways close. But the corruption you carried leaves its mark slowly, and those who learned to distrust you do not relearn trust on your schedule.""",
Mephala,Per-race response (on commitment),70,"Mephala (Daedric path): Whispering, sidelong, web-voiced; speaks of secrets kept and bonds spun and cut; never raises her voice because she does not need to; offers corruption as intimacy. The web is social and the violence is personal -- not a thief's skill, a spider's patience.",PDV_Msg_Daedric_Mephala_Response_Nord,MessageBox,Marked,Narrator,280,500,18+256,,MessageBox. One-time on a Nord committing.,"Title: ""Against Open Honor"" Body: ""To a Nord, Mephala's hidden murder-web is taboo -- it rots the open honor and kin-trust a Nord life is built on. The path can be walked in shadow, but a Nord who walks it works against his own, and the way back is shrine cleansing or outright renunciation.""",
Mephala,Per-race response (on commitment),70,"Mephala (Daedric path): Whispering, sidelong, web-voiced; speaks of secrets kept and bonds spun and cut; never raises her voice because she does not need to; offers corruption as intimacy. The web is social and the violence is personal -- not a thief's skill, a spider's patience.",PDV_Msg_Daedric_Mephala_Response_Imperial,MessageBox,Marked,Narrator,280,500,21+232,,MessageBox. One-time on an Imperial committing.,"Title: ""Against Public Virtue"" Body: ""To an Imperial, Mephala's secrecy is anti-civic -- a corrosion of the public virtue that holds the Empire together. The path is a quiet treason, and return runs through confession and cleansing, or simple abandonment of the threads.""",
Mephala,Per-race response (on commitment),70,"Mephala (Daedric path): Whispering, sidelong, web-voiced; speaks of secrets kept and bonds spun and cut; never raises her voice because she does not need to; offers corruption as intimacy. The web is social and the violence is personal -- not a thief's skill, a spider's patience.",PDV_Msg_Daedric_Mephala_Response_Breton,MessageBox,Marked,Narrator,280,500,22+212,,MessageBox. One-time on a Breton committing.,"Title: ""Legible in the Margins"" Body: ""A Breton can read Mephala plainly -- witchcraft has always kept secrets. It is intelligible but risky; keep the web covered, or rededicate. What undoes a Breton here is exposure, not the strangeness of the thing.""",
Mephala,Per-race response (on commitment),70,"Mephala (Daedric path): Whispering, sidelong, web-voiced; speaks of secrets kept and bonds spun and cut; never raises her voice because she does not need to; offers corruption as intimacy. The web is social and the violence is personal -- not a thief's skill, a spider's patience.",PDV_Msg_Daedric_Mephala_Response_Altmer,MessageBox,Marked,Narrator,280,500,17+197,,MessageBox. One-time on an Altmer committing.,"Title: ""Covert Corruption"" Body: ""For an Altmer, Mephala's covert corruption violates orthodoxy outright -- the project is purity, and the web is rot dressed as intimacy. The path is taboo, and only difficult absolution leads back.""",
Mephala,Per-race response (on commitment),70,"Mephala (Daedric path): Whispering, sidelong, web-voiced; speaks of secrets kept and bonds spun and cut; never raises her voice because she does not need to; offers corruption as intimacy. The web is social and the violence is personal -- not a thief's skill, a spider's patience.",PDV_Msg_Daedric_Mephala_Response_Bosmer,MessageBox,Marked,Narrator,280,500,28+210,,MessageBox. One-time on a Bosmer committing.,"Title: ""Trickster, but Not the Green"" Body: ""A Bosmer feels the trickster overlap -- there is a sidelong kinship -- but Mephala is not Green Pact theology. The path is foreign at root; it is walked lightly and set down by quiet abandonment, not reckoning.""",
Mephala,Per-race response (on commitment),70,"Mephala (Daedric path): Whispering, sidelong, web-voiced; speaks of secrets kept and bonds spun and cut; never raises her voice because she does not need to; offers corruption as intimacy. The web is social and the violence is personal -- not a thief's skill, a spider's patience.",PDV_Msg_Daedric_Mephala_Response_Redguard,MessageBox,Marked,Narrator,280,500,19+228,,MessageBox. One-time on a Redguard committing.,"Title: ""Alien to Open Honor"" Body: ""To a Redguard, the secret-web is alien -- the Yokudan way is open honor and the clean stroke, not the whispered knot. The path is foreign and corrosive to that frame; returning means hard re-entry into the civic trust you spent.""",
Mephala,Per-race response (on commitment),70,"Mephala (Daedric path): Whispering, sidelong, web-voiced; speaks of secrets kept and bonds spun and cut; never raises her voice because she does not need to; offers corruption as intimacy. The web is social and the violence is personal -- not a thief's skill, a spider's patience.",PDV_Msg_Daedric_Mephala_Response_Orc,MessageBox,Marked,Narrator,280,500,15+221,,MessageBox. One-time on an Orc committing.,"Title: ""Rot in the Code"" Body: ""For an Orc, Mephala's hidden corruption strains the Malacath code -- the stronghold runs on plain oath, not secret leverage. The path is taboo, and renunciation comes only through proof and real cost paid back to the kin.""",
Mephala,Per-race response (on commitment),70,"Mephala (Daedric path): Whispering, sidelong, web-voiced; speaks of secrets kept and bonds spun and cut; never raises her voice because she does not need to; offers corruption as intimacy. The web is social and the violence is personal -- not a thief's skill, a spider's patience.",PDV_Msg_Daedric_Mephala_Response_Argonian,MessageBox,Marked,Narrator,280,500,15+226,,MessageBox. One-time on an Argonian committing.,"Title: ""Not a Hist Lane"" Body: ""To an Argonian, Mephala is foreign -- the Hist does not whisper, and a knack for shadows is not devotion to the web. The path has no root in the substrate; it is simply drifted from, and the Hist neither held it nor misses it.""",
Mephala,Per-race response (on commitment),70,"Mephala (Daedric path): Whispering, sidelong, web-voiced; speaks of secrets kept and bonds spun and cut; never raises her voice because she does not need to; offers corruption as intimacy. The web is social and the violence is personal -- not a thief's skill, a spider's patience.",PDV_Msg_Daedric_Mephala_Response_Khajiit,MessageBox,Marked,Narrator,280,500,17+303,,MessageBox. One-time on a Khajiit committing.,"Title: ""Mafala Is Legible"" Body: ""A Khajiit may know Mephala as Mafala, one of the litter-names from the old tales -- legible, but not a native lane. Mafala does not run through the Lattice or the moons' worship; the web is an outside pull, not the clan-mother remembered. Withdrawal or native reframing keeps the lunar substrate intact.""",
