race,moment,moment_order,deity_tone,slot_id,surface,surfacing,voice,budget_target,budget_hard,char_count,over_budget,trigger,draft_prose,edit
Altmer,Champion recognition (MessageBox),30,"Trinimac: Stern, militant, civilizational; speaks of the project defended by force and orthodoxy held; the martial ancestor.",PDV_Msg_Altmer_Trinimac_ChampionEntry,MessageBox,Marked,God-voice,280,500,16+195,,MessageBox. One-time on first Trinimac Devoted; Entry-only.,"Title: ""Trinimac's Sword"" Body: ""The project does not defend itself. You have defended it -- by force, by orthodoxy held without flinching. The Lorkhan world strikes hardest at those who strike hardest for me. You did not yield.""",
Altmer,Champion recognition (MessageBox),30,"Xarxes: Dry, archival, lineage-keeping; speaks of what is written, the genealogy, the quiet truth that outlasts enforcement.",PDV_Msg_Altmer_Xarxes_ChampionEntry,MessageBox,Marked,God-voice,280,500,14+153,,MessageBox. One-time on first Xarxes Devoted; Entry-only.,"Title: ""Xarxes' Record"" Body: ""Enforcement forgets. The record does not. You have kept faith with the lineage and the written truth. Your name is set down where it cannot be unwritten.""",
Altmer,Champion recognition (MessageBox),30,"Syrabane: Gentle, guardian-toned, warding; the apprentices' protector; speaks of the magic that shields the one still on the path.",PDV_Msg_Altmer_Syrabane_ChampionEntry,MessageBox,Marked,God-voice,280,500,15+148,,MessageBox. One-time on first Syrabane Devoted; Entry-only.,"Title: ""Syrabane's Ward"" Body: ""The path is long and the one who walks it can fall. I have shielded apprentices since the first of them. I shield you now. Walk on, and walk warded.""",
Altmer,Drifting away (neglect),40,,PDV_Notif_Altmer_NeglectTexture_OrthodoxyDrift,Notification,Noted,Player-2nd,60,80,67,,HUD corner notification. One per lapse-band crossing.,Your acts no longer match your stated theology. You feel undefined.,
Altmer,Drifting away (neglect),40,,PDV_Notif_Altmer_NeglectTexture_CultivationFading,Notification,Noted,Player-2nd,60,80,79,,HUD corner notification. One per lapse-band crossing.,You have stopped cultivating yourself. The discipline that set you apart fades.,
Altmer,Drifting away (neglect),40,,PDV_Notif_Altmer_NeglectTexture_AuriElDistant,Notification,Noted,Player-2nd,60,80,57,,HUD corner notification. One per lapse-band crossing.,The dawn is only the dawn now. The return feels far away.,
Altmer,Track / posture transition (Altmer Lorkhan),100,,PDV_Notif_Altmer_LorkhanPressure_T1,Notification,Noted,Player-2nd,60,80,74,,HUD corner notification. One-time per major source; long cooldown on repeatable worship sources.,You have touched the thing that broke your people. The dissonance is deep.,
Altmer,Track / posture transition (Altmer Lorkhan),100,,PDV_Notif_Altmer_LorkhanPressure_T2,Notification,Noted,Player-2nd,60,80,70,,HUD corner notification. One-time per source or milestone; no repeat spam.,"This act belongs to Shor's framework, not yours. It stings to be here.",
Altmer,Track / posture transition (Altmer Lorkhan),100,,PDV_Notif_Altmer_LorkhanPressure_T3,Notification,Noted,Player-2nd,60,80,71,,HUD corner notification. At most once per in-game day; surfaces the interpretation on first instance.,You feel the old dissonance: this honors the mortal world Lorkhan made.,
Altmer,Track / posture transition (Altmer Thalmor),100,,PDV_Notif_Altmer_ThalmorAlignment_Heterodox,Notification,Noted,Narrator,60,80,76,,HUD corner notification. One per band entry.,Alignment: Heterodox. Self-cultivation is favored; enforcement rings hollow.,
Altmer,Track / posture transition (Altmer Thalmor),100,,PDV_Notif_Altmer_ThalmorAlignment_OrthodoxModerate,Notification,Noted,Narrator,60,80,69,,HUD corner notification. One per band entry.,Alignment: Orthodox Moderate. The whole pantheon stands equally open.,
Altmer,Track / posture transition (Altmer Thalmor),100,,PDV_Notif_Altmer_ThalmorAlignment_ThalmorDevout,Notification,Noted,Narrator,60,80,73,,HUD corner notification. One per band entry; unlocks Trinimac focus eligibility.,Alignment: Thalmor Devout. Enforcement is worship; Trinimac's path opens.,
Altmer,Commitment offer (the god asks),50,,PDV_Msg_Altmer_AuriEl_Offer,MessageBox,Marked,God-voice,280,500,14+159,,MessageBox. Dawn-fire; per-deity cooldown.,"Title: ""Auri-El's Path"" Body: ""You have kept the dawn through every temptation to forget it. Make the return your focus, and the foundation becomes the whole of your faith. Will you name me?""",
Altmer,Commitment offer (the god asks),50,"Magnus: Precise, scholarly, escape-coded; the architect who got out; speaks of the Elder Way and of the arts as the road.",PDV_Msg_Altmer_Magnus_Offer,MessageBox,Marked,God-voice,280,500,24+118,,MessageBox. Dawn-fire; per-deity cooldown.,"Title: ""Magnus and the Elder Way"" Body: ""You study as escape, not as utility. That is my path. Name me your focus, and the arts become the road back. Will you?""",
Altmer,Commitment offer (the god asks),50,"Trinimac: Stern, militant, civilizational; speaks of the project defended by force and orthodoxy held; the martial ancestor.",PDV_Msg_Altmer_Trinimac_Offer,MessageBox,Marked,God-voice,280,500,15+186,,MessageBox. Dawn-fire; per-deity cooldown; requires ThalmorAlignment 70+.,"Title: ""Trinimac's Call"" Body: ""You have defended the project with the sword, not only the prayer. The orthodox path is the hardest, and the Lorkhan world will strike you hardest for it. Name me, and carry that weight.""",
Altmer,Commitment offer (the god asks),50,"Xarxes: Dry, archival, lineage-keeping; speaks of what is written, the genealogy, the quiet truth that outlasts enforcement.",PDV_Msg_Altmer_Xarxes_Offer,MessageBox,Marked,God-voice,280,500,21+136,,MessageBox. Dawn-fire; per-deity cooldown.,"Title: ""Xarxes and the Record"" Body: ""You trust what is written over what is enforced. Name me your focus, and the lineage and the quiet truth become your devotion. Will you?""",
Altmer,Commitment offer (the god asks),50,"Syrabane: Gentle, guardian-toned, warding; the apprentices' protector; speaks of the magic that shields the one still on the path.",PDV_Msg_Altmer_Syrabane_Offer,MessageBox,Marked,God-voice,280,500,16+124,,MessageBox. Dawn-fire; per-deity cooldown.,"Title: ""Syrabane's Guard"" Body: ""You cast to shield, not only to strike. Name me your focus, and the warding arts become your path. Will you walk it guarded?""",
Altmer,Commitment reply (player answers),51,,PDV_Msg_Altmer_OfferResponse_Accept,MessageBox,Marked,Player-2nd,30,40,16,,MessageBox. Shared across Altmer offers.,Name this focus.,
Altmer,Commitment reply (player answers),51,,PDV_Msg_Altmer_OfferResponse_NotYet,MessageBox,Marked,Player-2nd,30,40,8,,MessageBox. Sets per-deity cooldown only.,Not yet.,
Altmer,Commitment reply (player answers),51,,PDV_Msg_Altmer_OfferResponse_Refuse,MessageBox,Marked,Player-2nd,30,40,23,,MessageBox. Broad coherent worship continues.,Keep to the foundation.,
Altmer,Survey Devotion (player checks status),60,,PDV_Msg_Altmer_Survey_ThalmorOrthodox,Status spell readout,Quiet,Narrator,180,240,144,,Shown via Survey Devotion and on posture transitions.,"You hold the orthodox path: enforcement as faith, the project defended by force. Standing: %s. The Lorkhan world costs you most, and you pay it.",
Altmer,Survey Devotion (player checks status),60,,PDV_Msg_Altmer_Survey_DivineBody,Status spell readout,Quiet,Narrator,180,240,118,,Shown via Survey Devotion and on posture transitions.,"You hold the Divine Body path: balanced cultural practice, the return pursued without rigid enforcement. Standing: %s.",
Altmer,Survey Devotion (player checks status),60,,PDV_Msg_Altmer_Survey_Psijic,Status spell readout,Quiet,Narrator,180,240,131,,Shown via Survey Devotion and on posture transitions.,"You hold the Psijic path: the Old Ways, private meditation, heterodox scholarship. Standing: %s. The Lorkhan world costs you least.",
Altmer,Curse onset / cure,80,,PDV_Msg_Altmer_CurseState_VampireOnset,MessageBox,Marked,God-voice,280,500,14+215,,MessageBox. Once on becoming vampire; terminal -- no restoration arc.,"Title: ""Auri-El Closes"" Body: ""You flee the sun now, and the sun is the god of return. There is no path back from where you stand. The records will not hold your name. This is not a punishment. It is what shrinking from the dawn has always meant.""",
Altmer,Curse onset / cure,80,,PDV_Msg_Altmer_CurseState_WerewolfHardHalt,MessageBox,Marked,God-voice,280,500,20+190,,MessageBox. Once on first transformation; devotion halts entirely.,"Title: ""The Project Inverted"" Body: ""The whole of Altmer faith is to become spirit again. You have become a beast. There is no doctrine for this, no heresy small enough to hold it, no path in any direction. Devotion stops here.""",
Altmer,Track / posture transition (Altmer Lorkhan),100,,PDV_Msg_Altmer_LorkhanInterp_FirstTime,MessageBox,Marked,Narrator,280,500,18+268,,"MessageBox. One-time, first Lorkhan pressure of any tier.","Title: ""The Old Dissonance"" Body: ""Lorkhan made the mortal world, the trap your ancestors fell into. Acts that honor, strengthen, or celebrate his creation press against your faith -- not because a god disapproves, but because you have touched the thing that broke your people. You will feel this again.""",
Altmer,Shrine and privilege dialogue,90,,PDV_Dlog_Altmer_AuriElDevotee_Recognition,Dialogue topic,Noted,Player-2nd,80,120,57,,Dialogue topic; Auri-El Devoted.,"""I keep the dawn and the path back. Speak of the return.""",
Altmer,Shrine and privilege dialogue,90,,PDV_Dlog_Altmer_CollegeMage_Recognition,Dialogue topic,Noted,Player-2nd,80,120,66,,Dialogue topic; Magnus or Syrabane focus; College context.,"""The arts are my devotion. Show me what the College keeps closed.""",
Altmer,Shrine and privilege dialogue,90,,PDV_Dlog_Altmer_ThalmorOfficer_Recognition,Dialogue topic,Noted,Player-2nd,80,120,65,,Dialogue topic; Trinimac Devoted; ThalmorAlignment 70+.,"""I defend the project by the sword. The orthodoxy knows my name.""",
Altmer,"Contextual favor (small, Noted)",70,,PDV_Notif_Altmer_FavorNoted_ThalmorOrthodox_Enforcement,Notification,Noted,Player-2nd,60,80,70,,"HUD corner notification. After-act; one per enforcement act, daily cap.",Heresy named and answered. The orthodoxy marks the hand that enforces.,
Altmer,"Contextual favor (small, Noted)",70,,PDV_Notif_Altmer_FavorNoted_ThalmorOrthodox_OrthodoxRite,Notification,Noted,Player-2nd,60,80,64,,"HUD corner notification. Environmental; dawn rite at an orthodox shrine, daily cap.",The dawn kept by the strict rite. Doctrine is served as written.,
Altmer,"Contextual favor (large, Marked)",71,,PDV_Msg_Altmer_FavorMarked_ThalmorOrthodox_ProjectDefended,MessageBox,Marked,God-voice,280,500,23+207,,MessageBox. Rare major; a costly act defending orthodoxy by the sword.,"Title: ""Auri-El Marks the Sword"" Body: ""You did not only pray for the project; you bled for it. The hardest path is the one that answers Lorkhan's world with steel, and you walked into the cost with open eyes. The dawn knows what it took from you.""",
Altmer,"Contextual favor (small, Noted)",70,,PDV_Notif_Altmer_FavorNoted_DivineBody_Cultivation,Notification,Noted,Player-2nd,60,80,67,,"HUD corner notification. After-act; mastery milestone, daily cap.",Mastery earned and refined. You raise yourself as the project asks.,
Altmer,"Contextual favor (small, Noted)",70,,PDV_Notif_Altmer_FavorNoted_DivineBody_DawnObservance,Notification,Noted,Player-2nd,60,80,66,,"HUD corner notification. Environmental; unforced dawn observance, daily cap.","You greet the dawn unforced. The return is honored, not compelled.",
Altmer,"Contextual favor (large, Marked)",71,,PDV_Msg_Altmer_FavorMarked_DivineBody_ReturnAffirmed,MessageBox,Marked,God-voice,280,500,24+200,,MessageBox. Rare major; affirming the return without enforcement.,"Title: ""Auri-El Marks the Return"" Body: ""You turned toward the dawn when the mortal world offered every reason to forget it, and you did it without a whip at anyone's back. This is the return as it was meant: chosen, not enforced. I keep it.""",
Altmer,"Contextual favor (small, Noted)",70,,PDV_Notif_Altmer_FavorNoted_Psijic_OldWaysMeditation,Notification,Noted,Player-2nd,60,80,61,,"HUD corner notification. Environmental; private meditation, daily cap.",The Old Ways kept in private. The quiet path costs you least.,
Altmer,"Contextual favor (small, Noted)",70,,PDV_Notif_Altmer_FavorNoted_Psijic_ForbiddenLore,Notification,Noted,Player-2nd,60,80,70,,"HUD corner notification. After-act; heterodox lore recovered, daily cap.",Hidden knowledge recovered. What is written outlasts what is enforced.,
Altmer,"Contextual favor (large, Marked)",71,,PDV_Msg_Altmer_FavorMarked_Psijic_UnseenStep,MessageBox,Marked,God-voice,280,500,28+183,,"MessageBox. Rare major; a lonely, unrewarded Old Ways moment.","Title: ""Auri-El Marks the Quiet Path"" Body: ""You kept the Old Ways where no one could see and no one could reward you. The heterodox road is lonely and easy to abandon, and you did not abandon it. The foundation holds you still.""",
Altmer,Other,999,,PDV_Msg_Altmer_LorkhanCrisis_DragonbornDeclaration,MessageBox,Marked,Narrator,280,500,26+267,,MessageBox. One-time on being named Dragonborn.,"Title: ""Named for the Mortal World"" Body: ""They call you Dragonborn -- a mortal soul carrying the dragon's, blessed by the world Lorkhan made and the people who live in it. The gift is real. So is the dissonance: the thing that honors you is the thing your ancestors died trying to escape. You will carry both.""",
Altmer,Other,999,,PDV_Msg_Altmer_LorkhanCrisis_SovngardeBeat,MessageBox,Marked,Narrator,280,500,27+260,,MessageBox. One-time on the Sovngarde beat.,"Title: ""The Hall That Should Not Be"" Body: ""Sovngarde is real -- a hall of mortal dead who feast and do not dissolve, who chose to stay in the world rather than return beyond it. To an Altmer this is the trap made beautiful. You have seen it now, and you cannot unsee that the mortal world keeps its own.""",
Altmer,Other,999,,PDV_Msg_Altmer_LorkhanCrisis_MarriageBeat,MessageBox,Marked,Narrator,280,500,18+251,,MessageBox. One-time on taking a spouse.,"Title: ""Bound to the World"" Body: ""You have taken a spouse, a door, a hearth -- ties to the mortal world Lorkhan built. The Psijics would call it attachment; the orthodox would call it descent. It may be the truest thing you have done, or the deepest forgetting. Only you can say which.""",
Altmer,Other,999,,PDV_Msg_Altmer_LorkhanCrisis_CompanionsFork,MessageBox,Marked,Narrator,280,500,26+275,,MessageBox. One-time at the Companions beast-blood fork.,"Title: ""The Beast at the Threshold"" Body: ""The Companions offer you the blood of the beast -- to become, by choice, the furthest thing from spirit an Altmer can be. The whole of your faith is to rise out of flesh, not deeper into it. Refuse, and you keep the project. Accept, and there is no doctrine left to hold you.""",
Altmer,Other,999,,PDV_Msg_Altmer_VampireExiledPath_Entry,MessageBox,Marked,Narrator,280,500,16+245,,"MessageBox. One-time after vampire onset, if the Exiled path is enabled.","Title: ""The Exile's Road"" Body: ""Auri-El has closed, and the records will not hold your name. What remains is not devotion but exile -- a long walk outside the return, among others the dawn has let go. There is no path back. There is only how you carry the dark you have become.""",
Altmer,Other,999,,PDV_Msg_Altmer_VampireExiledPath_Recognition,MessageBox,Marked,Narrator,280,500,22+284,,MessageBox. On reaching the Exiled-path recognition beat.,"Title: ""Known Among the Exiled"" Body: ""The others outside the dawn know you now -- the cast-out Altmer, the ones the return forgot. It is not a congregation and it is not grace. It is recognition, of a kind, among those who share the same closed door. You are not alone in the exile, even if you stand alone before the god.""",
