race,moment,moment_order,deity_tone,slot_id,surface,surfacing,voice,budget_target,budget_hard,char_count,over_budget,trigger,draft_prose,edit
Namira,Stigma -- Notorious,52,"Namira (Daedric path): Quiet, low, strangely welcoming; the god who calls from the darkest outcast corners -- she is the hunger the respectable pretend does not exist, the fellowship of the cast-out; her register is not threatening, it is recognizing; she speaks to the ones who have nothing left to lose, not against the ones who turned them away.",PDV_Notif_Daedric_Namira_Stigma_Notorious,Notification,Marked,Narrator,60,80,80,,HUD corner notification. On entering Notorious.,You are openly Namira's. The respectable give the outcast-faithful a wide berth.,
Namira,Drifting away (neglect),60,"Namira (Daedric path): Quiet, low, strangely welcoming; the god who calls from the darkest outcast corners -- she is the hunger the respectable pretend does not exist, the fellowship of the cast-out; her register is not threatening, it is recognizing; she speaks to the ones who have nothing left to lose, not against the ones who turned them away.",PDV_Notif_Daedric_Namira_NeglectTexture,Notification,Noted,Player-2nd,60,80,80,,HUD corner notification. One per lapse-band crossing.,You step away from the outcast path. Namira's fellowship dims; the hunger fades.,
Namira,Renunciation (exit),61,"Namira (Daedric path): Quiet, low, strangely welcoming; the god who calls from the darkest outcast corners -- she is the hunger the respectable pretend does not exist, the fellowship of the cast-out; her register is not threatening, it is recognizing; she speaks to the ones who have nothing left to lose, not against the ones who turned them away.",PDV_Msg_Daedric_Namira_Exit,MessageBox,Marked,God-voice,280,500,16+261,,MessageBox. Fires once on renunciation; residue persists.,"Title: ""Namira's Release"" Body: ""You leave the outcast path. Namira does not argue; she has more than enough of the cast-out. The hunger fades, the outcast resilience lifts, and the revulsion you carried becomes ordinary repulsion again -- manageable, human, the kind that does not sustain you.""",
Namira,Per-race response (on commitment),70,"Namira (Daedric path): Quiet, low, strangely welcoming; the god who calls from the darkest outcast corners -- she is the hunger the respectable pretend does not exist, the fellowship of the cast-out; her register is not threatening, it is recognizing; she speaks to the ones who have nothing left to lose, not against the ones who turned them away.",PDV_Msg_Daedric_Namira_Response_Nord,MessageBox,Marked,Narrator,280,500,24+265,,MessageBox. One-time on a Nord committing.,"Title: ""Against Hearth and Honor"" Body: ""For a Nord, Namira's corpse-and-filth cult is a direct attack on the hearth -- the home is where you honor the dead and protect the living, and the outcast-hungry path corrupts both. Leaving asks sincere cleansing and direct renunciation; the rupture leaves a mark.""",
Namira,Per-race response (on commitment),70,"Namira (Daedric path): Quiet, low, strangely welcoming; the god who calls from the darkest outcast corners -- she is the hunger the respectable pretend does not exist, the fellowship of the cast-out; her register is not threatening, it is recognizing; she speaks to the ones who have nothing left to lose, not against the ones who turned them away.",PDV_Msg_Daedric_Namira_Response_Imperial,MessageBox,Marked,Narrator,280,500,27+277,,MessageBox. One-time on an Imperial committing.,"Title: ""Civic and Religious Rupture"" Body: ""For an Imperial, Namira's revulsion cult is both civic and religious rupture -- the Divines ask for piety toward the living community, and the decay-path is its enemy in both registers. Cleansing or abandonment are the exits, with formal recommitment to the civic divine frame.""",
Namira,Per-race response (on commitment),70,"Namira (Daedric path): Quiet, low, strangely welcoming; the god who calls from the darkest outcast corners -- she is the hunger the respectable pretend does not exist, the fellowship of the cast-out; her register is not threatening, it is recognizing; she speaks to the ones who have nothing left to lose, not against the ones who turned them away.",PDV_Msg_Daedric_Namira_Response_Breton,MessageBox,Marked,Narrator,280,500,27+235,,MessageBox. One-time on a Breton committing.,"Title: ""Outcast Witchcraft Heritage"" Body: ""A Breton can read Namira -- the witchcraft and outcast heritage has always had dark corners, and Namira's fellowship is intelligible in that frame. But the danger is real, not merely social; cover or renounce as the commitment deepens.""",
Namira,Per-race response (on commitment),70,"Namira (Daedric path): Quiet, low, strangely welcoming; the god who calls from the darkest outcast corners -- she is the hunger the respectable pretend does not exist, the fellowship of the cast-out; her register is not threatening, it is recognizing; she speaks to the ones who have nothing left to lose, not against the ones who turned them away.",PDV_Msg_Daedric_Namira_Response_Dunmer,MessageBox,Marked,Narrator,280,500,19+271,,MessageBox. One-time on a Dunmer committing.,"Title: ""Outsider Corruption"" Body: ""For a Dunmer, Namira's decay and outcast path is outsider corruption -- it does not connect to ancestor-duty, the Reclamations, or the Good Daedra. The filth-cult has no root in the Dunmer spiritual center; the path is set down by abandonment with no particular ceremony.""",
Namira,Per-race response (on commitment),70,"Namira (Daedric path): Quiet, low, strangely welcoming; the god who calls from the darkest outcast corners -- she is the hunger the respectable pretend does not exist, the fellowship of the cast-out; her register is not threatening, it is recognizing; she speaks to the ones who have nothing left to lose, not against the ones who turned them away.",PDV_Msg_Daedric_Namira_Response_Altmer,MessageBox,Marked,Narrator,280,500,28+277,,MessageBox. One-time on an Altmer committing.,"Title: ""Impurity Against the Project"" Body: ""For an Altmer, Namira's impurity and degradation are the direct opposite of Apotheosis -- the upward trajectory of purity and self-refinement cannot coexist with the chosen descent into filth. Absolution is difficult and requires deliberate re-anchoring to the Aldmeri project.""",
Namira,Per-race response (on commitment),70,"Namira (Daedric path): Quiet, low, strangely welcoming; the god who calls from the darkest outcast corners -- she is the hunger the respectable pretend does not exist, the fellowship of the cast-out; her register is not threatening, it is recognizing; she speaks to the ones who have nothing left to lose, not against the ones who turned them away.",PDV_Msg_Daedric_Namira_Response_Khajiit,MessageBox,Marked,Narrator,280,500,23+275,,MessageBox. One-time on a Khajiit committing.,"Title: ""Namiira's Dark Pressure"" Body: ""A Khajiit knows Namiira as dark-pressure in the Khajiiti lattice -- the hungry void kept at the edge. But dark-pressure is not devotion; Namiira is acknowledged, not honored. Taking her as patron crosses from familiarity into an outside pull. Withdrawal or cleansing returns.""",
Namira,Per-race response (on commitment),70,"Namira (Daedric path): Quiet, low, strangely welcoming; the god who calls from the darkest outcast corners -- she is the hunger the respectable pretend does not exist, the fellowship of the cast-out; her register is not threatening, it is recognizing; she speaks to the ones who have nothing left to lose, not against the ones who turned them away.",PDV_Msg_Daedric_Namira_Response_Bosmer,MessageBox,Marked,Narrator,280,500,31+254,,MessageBox. One-time on a Bosmer committing.,"Title: ""Against Continuity and Covenant"" Body: ""For a Bosmer, Namira's decay path opposes continuity and covenant -- the Green Pact is the contract of what lives and what the living owe each other. Decay as a devotional frame cuts against that covenant at the root. Renunciation is the only clean exit.""",
Namira,Per-race response (on commitment),70,"Namira (Daedric path): Quiet, low, strangely welcoming; the god who calls from the darkest outcast corners -- she is the hunger the respectable pretend does not exist, the fellowship of the cast-out; her register is not threatening, it is recognizing; she speaks to the ones who have nothing left to lose, not against the ones who turned them away.",PDV_Msg_Daedric_Namira_Response_Redguard,MessageBox,Marked,Narrator,280,500,31+269,,MessageBox. One-time on a Redguard committing.,"Title: ""Against Ancestor and Social Law"" Body: ""For a Redguard, Namira's corpse-taboo breaks ancestor law and social law both. The dead are honored, not consumed; the outcast is pitied, not made a cult. Cleansing and hard renunciation are the exits, both requiring visible recommitment to the ancestor-honoring frame.""",
Namira,Per-race response (on commitment),70,"Namira (Daedric path): Quiet, low, strangely welcoming; the god who calls from the darkest outcast corners -- she is the hunger the respectable pretend does not exist, the fellowship of the cast-out; her register is not threatening, it is recognizing; she speaks to the ones who have nothing left to lose, not against the ones who turned them away.",PDV_Msg_Daedric_Namira_Response_Orc,MessageBox,Marked,Narrator,280,500,26+266,,MessageBox. One-time on an Orc committing.,"Title: ""Filth-Cult, Not Exile Code"" Body: ""For an Orc, Namira's filth-cult is an outsider thing -- Malacath's code is endurance and provision, not the chosen descent into decay. The exiles Namira calls are a different kind of cast-out than the ones Malacath honors. The path is foreign; abandonment is direct.""",
Namira,Per-race response (on commitment),70,"Namira (Daedric path): Quiet, low, strangely welcoming; the god who calls from the darkest outcast corners -- she is the hunger the respectable pretend does not exist, the fellowship of the cast-out; her register is not threatening, it is recognizing; she speaks to the ones who have nothing left to lose, not against the ones who turned them away.",PDV_Msg_Daedric_Namira_Response_Argonian,MessageBox,Marked,Narrator,280,500,26+275,,MessageBox. One-time on an Argonian committing.,"Title: ""Grief Temptation, Not Hist"" Body: ""To an Argonian, Namira tempts the grief-states -- the outcast in exile finds recognition in her call. But the Hist is not the decay-path; community does not breathe that way. The path is set down by abandonment; the Hist does not hold the absence against the one who returns.""",
