race,moment,moment_order,deity_tone,slot_id,surface,surfacing,voice,budget_target,budget_hard,char_count,over_budget,trigger,draft_prose,edit
Vaermina,Drifting away (neglect),60,"Vaermina (Daedric path): Quiet, invasive, certain; the god of the dream that knows you better than you do; she does not threaten, she reveals what is already there; her register is the nightmare's particular certainty -- slow, low, unhurried, already inside; she does not need to be loud because she is already in the sleep.",PDV_Notif_Daedric_Vaermina_NeglectTexture,Notification,Noted,Player-2nd,60,80,70,,HUD corner notification. One per lapse-band crossing.,You leave the dream-path. Vaermina fades; the fear-leverage withdraws.,
Vaermina,Renunciation (exit),61,"Vaermina (Daedric path): Quiet, invasive, certain; the god of the dream that knows you better than you do; she does not threaten, she reveals what is already there; her register is the nightmare's particular certainty -- slow, low, unhurried, already inside; she does not need to be loud because she is already in the sleep.",PDV_Msg_Daedric_Vaermina_Exit,MessageBox,Marked,God-voice,280,500,21+275,,MessageBox. Fires once on renunciation; residue persists.,"Title: ""Vaermina's Withdrawal"" Body: ""You step back from the nightmare. Vaermina does not argue; she simply closes the path. The dream-insight goes dark, the fear-leverage withdraws, and what you knew about others' nightmares fades with the access that gave it to you. Vaermina keeps what she learned about yours.""",
Vaermina,Per-race response (on commitment),70,"Vaermina (Daedric path): Quiet, invasive, certain; the god of the dream that knows you better than you do; she does not threaten, she reveals what is already there; her register is the nightmare's particular certainty -- slow, low, unhurried, already inside; she does not need to be loud because she is already in the sleep.",PDV_Msg_Daedric_Vaermina_Response_Nord,MessageBox,Marked,Narrator,280,500,21+256,,MessageBox. One-time on a Nord committing.,"Title: ""Against Hearth Safety"" Body: ""For a Nord, Vaermina's nightmare cult strains hearth safety and kin-trust. The one who sleeps beside you should not be a nightmarer. The dream that reveals what you most fear has no place in the honest hall. Leaving asks cleansing and sincere recommitment.""",
Vaermina,Per-race response (on commitment),70,"Vaermina (Daedric path): Quiet, invasive, certain; the god of the dream that knows you better than you do; she does not threaten, she reveals what is already there; her register is the nightmare's particular certainty -- slow, low, unhurried, already inside; she does not need to be loud because she is already in the sleep.",PDV_Msg_Daedric_Vaermina_Response_Imperial,MessageBox,Marked,Narrator,280,500,20+268,,MessageBox. One-time on an Imperial committing.,"Title: ""Against Civic Memory"" Body: ""For an Imperial, memory violation opposes civic order and mercy -- a society of records trusts them unaltered. Vaermina corrodes that trust; her path undoes the archival virtue the Empire rests on. Leaving is abandonment and recommitment to the civic devotional frame.""",
Vaermina,Per-race response (on commitment),70,"Vaermina (Daedric path): Quiet, invasive, certain; the god of the dream that knows you better than you do; she does not threaten, she reveals what is already there; her register is the nightmare's particular certainty -- slow, low, unhurried, already inside; she does not need to be loud because she is already in the sleep.",PDV_Msg_Daedric_Vaermina_Response_Breton,MessageBox,Marked,Narrator,280,500,27+264,,MessageBox. One-time on a Breton committing.,"Title: ""Not Core, Despite the Shape"" Body: ""A Breton can read Vaermina's dream-path at the margins -- the nightmare has a shape in Breton tradition. But this is not a core Breton lane; the sleep corruption and memory violation sit outside the craft's actual lines. Cover is possible; renunciation is cleaner.""",
Vaermina,Per-race response (on commitment),70,"Vaermina (Daedric path): Quiet, invasive, certain; the god of the dream that knows you better than you do; she does not threaten, she reveals what is already there; her register is the nightmare's particular certainty -- slow, low, unhurried, already inside; she does not need to be loud because she is already in the sleep.",PDV_Msg_Daedric_Vaermina_Response_Dunmer,MessageBox,Marked,Narrator,280,500,22+265,,MessageBox. One-time on a Dunmer committing.,"Title: ""Outside the Fear-Lanes"" Body: ""For a Dunmer, Vaermina's nightmare is an outsider pressure -- the fear-path and the memory violation do not connect to ancestor-duty, Good Daedra theology, or the Reclamations. The path is foreign; it is set down by abandonment with no particular ceremony required.""",
Vaermina,Per-race response (on commitment),70,"Vaermina (Daedric path): Quiet, invasive, certain; the god of the dream that knows you better than you do; she does not threaten, she reveals what is already there; her register is the nightmare's particular certainty -- slow, low, unhurried, already inside; she does not need to be loud because she is already in the sleep.",PDV_Msg_Daedric_Vaermina_Response_Altmer,MessageBox,Marked,Narrator,280,500,30+247,,MessageBox. One-time on an Altmer committing.,"Title: ""Corruption of Self-Cultivation"" Body: ""For an Altmer, Vaermina's nightmare corruption violates disciplined self-cultivation -- the upward path requires a clear mind, and the nightmare that rewrites memory is its enemy. Absolution is difficult and requires active doctrinal re-anchoring.""",
Vaermina,Per-race response (on commitment),70,"Vaermina (Daedric path): Quiet, invasive, certain; the god of the dream that knows you better than you do; she does not threaten, she reveals what is already there; her register is the nightmare's particular certainty -- slow, low, unhurried, already inside; she does not need to be loud because she is already in the sleep.",PDV_Msg_Daedric_Vaermina_Response_Khajiit,MessageBox,Marked,Narrator,280,500,26+218,,MessageBox. One-time on a Khajiit committing.,"Title: ""Dream Pressure, Not a Lane"" Body: ""A Khajiit may encounter Vaermina through dream pressure -- the lattice acknowledges dream-paths. But dream pressure is not devotion, and Vaermina is not a lunar lane. The path is foreign and is set down by abandonment.""",
Vaermina,Per-race response (on commitment),70,"Vaermina (Daedric path): Quiet, invasive, certain; the god of the dream that knows you better than you do; she does not threaten, she reveals what is already there; her register is the nightmare's particular certainty -- slow, low, unhurried, already inside; she does not need to be loud because she is already in the sleep.",PDV_Msg_Daedric_Vaermina_Response_Bosmer,MessageBox,Marked,Narrator,280,500,25+212,,MessageBox. One-time on a Bosmer committing.,"Title: ""Sleep Fear, No Green Root"" Body: ""For a Bosmer, Vaermina's sleep-fear corruption has no root in the Green Pact. The nightmare is not the forest; it is an outsider thing beside the path. The path is set down by abandonment when its course is done.""",
Vaermina,Per-race response (on commitment),70,"Vaermina (Daedric path): Quiet, invasive, certain; the god of the dream that knows you better than you do; she does not threaten, she reveals what is already there; her register is the nightmare's particular certainty -- slow, low, unhurried, already inside; she does not need to be loud because she is already in the sleep.",PDV_Msg_Daedric_Vaermina_Response_Redguard,MessageBox,Marked,Narrator,280,500,21+262,,MessageBox. One-time on a Redguard committing.,"Title: ""Against Communal Duty"" Body: ""For a Redguard, Vaermina strains communal duty -- the Yokudan frame values the clear head and the kept record. The nightmare that corrupts memory is the enemy of the trusted deed. The path is foreign; abandonment and recommitment to the clean record is the exit.""",
Vaermina,Per-race response (on commitment),70,"Vaermina (Daedric path): Quiet, invasive, certain; the god of the dream that knows you better than you do; she does not threaten, she reveals what is already there; her register is the nightmare's particular certainty -- slow, low, unhurried, already inside; she does not need to be loud because she is already in the sleep.",PDV_Msg_Daedric_Vaermina_Response_Orc,MessageBox,Marked,Narrator,280,500,17+243,,MessageBox. One-time on an Orc committing.,"Title: ""Against Endurance"" Body: ""For an Orc, Vaermina's nightmare corruption strains the endurance ethic -- endurance requires knowing what you endure, and the nightmare that rewrites what you know is its opposite. The path is foreign; it is abandoned when its course is done.""",
Vaermina,Per-race response (on commitment),70,"Vaermina (Daedric path): Quiet, invasive, certain; the god of the dream that knows you better than you do; she does not threaten, she reveals what is already there; her register is the nightmare's particular certainty -- slow, low, unhurried, already inside; she does not need to be loud because she is already in the sleep.",PDV_Msg_Daedric_Vaermina_Response_Argonian,MessageBox,Marked,Narrator,280,500,26+258,,MessageBox. One-time on an Argonian committing.,"Title: ""Exile Dreams, Outsider Rot"" Body: ""To an Argonian, Vaermina is foreign -- dreams matter in exile, but Vaermina is not the Hist's dream-channel; she is outsider corruption moving through sleep. The path is set down by abandonment; the Hist does not hold the absence against the one who returns.""",
