race,moment,moment_order,deity_tone,slot_id,surface,surfacing,voice,budget_target,budget_hard,char_count,over_budget,trigger,draft_prose,edit
Sanguine,Commitment / pact (the gate clears),40,"Sanguine (Daedric path): Warm, charming, genuinely pleased; the god of indulgence and excess who never mentions the cost; his register is the invitation that sounds reasonable right up until three days in when you cannot remember your name -- not malicious, simply indulgent, and content to watch the evening keep going; distinct from Nocturnal's oath-debt and Vile's contract: Sanguine's path is a mood, not a deal.",PDV_Msg_Daedric_Sanguine_Commitment,MessageBox,Marked,God-voice,280,500,21+265,,MessageBox. Fires once when the commitment gate clears.,"Title: ""Sanguine's Invitation"" Body: ""Three times the evening ran past what it should have, and three times you let it. That is the signal I read. This is not an oath -- I do not do those -- and it is not a bargain. It is simply a recognition that you are the sort of person the night finds. Enjoy that.""",
Sanguine,Stigma -- Suspected,50,"Sanguine (Daedric path): Warm, charming, genuinely pleased; the god of indulgence and excess who never mentions the cost; his register is the invitation that sounds reasonable right up until three days in when you cannot remember your name -- not malicious, simply indulgent, and content to watch the evening keep going; distinct from Nocturnal's oath-debt and Vile's contract: Sanguine's path is a mood, not a deal.",PDV_Notif_Daedric_Sanguine_Stigma_Suspected,Notification,Noted,Narrator,60,80,68,,HUD corner notification. On entering Suspected.,Sanguine's ease on you is suspected. Some note the morning arrivals.,
Sanguine,Stigma -- Known,51,"Sanguine (Daedric path): Warm, charming, genuinely pleased; the god of indulgence and excess who never mentions the cost; his register is the invitation that sounds reasonable right up until three days in when you cannot remember your name -- not malicious, simply indulgent, and content to watch the evening keep going; distinct from Nocturnal's oath-debt and Vile's contract: Sanguine's path is a mood, not a deal.",PDV_Notif_Daedric_Sanguine_Stigma_Known,Notification,Noted,Narrator,60,80,75,,HUD corner notification. On entering Known.,Your Sanguine devotion is known. The indulgence path has a visible residue.,
Sanguine,Stigma -- Notorious,52,"Sanguine (Daedric path): Warm, charming, genuinely pleased; the god of indulgence and excess who never mentions the cost; his register is the invitation that sounds reasonable right up until three days in when you cannot remember your name -- not malicious, simply indulgent, and content to watch the evening keep going; distinct from Nocturnal's oath-debt and Vile's contract: Sanguine's path is a mood, not a deal.",PDV_Notif_Daedric_Sanguine_Stigma_Notorious,Notification,Marked,Narrator,60,80,64,,HUD corner notification. On entering Notorious.,You are openly Sanguine's. The restrained give you a wide berth.,
Sanguine,Drifting away (neglect),60,"Sanguine (Daedric path): Warm, charming, genuinely pleased; the god of indulgence and excess who never mentions the cost; his register is the invitation that sounds reasonable right up until three days in when you cannot remember your name -- not malicious, simply indulgent, and content to watch the evening keep going; distinct from Nocturnal's oath-debt and Vile's contract: Sanguine's path is a mood, not a deal.",PDV_Notif_Daedric_Sanguine_NeglectTexture,Notification,Noted,Player-2nd,60,80,74,,HUD corner notification. One per lapse-band crossing.,You return to restraint. Sanguine's ease lifts; the indulgence edge fades.,
Sanguine,Renunciation (exit),61,"Sanguine (Daedric path): Warm, charming, genuinely pleased; the god of indulgence and excess who never mentions the cost; his register is the invitation that sounds reasonable right up until three days in when you cannot remember your name -- not malicious, simply indulgent, and content to watch the evening keep going; distinct from Nocturnal's oath-debt and Vile's contract: Sanguine's path is a mood, not a deal.",PDV_Msg_Daedric_Sanguine_Exit,MessageBox,Marked,God-voice,280,500,16+255,,MessageBox. Fires once on renunciation; residue persists.,"Title: ""Sanguine's Shrug"" Body: ""You are walking away from it. Sanguine does not mind; he finds that charming in its own way. The ease lifts, the revelry loses its warmth, and the temptation that felt comfortable goes back to feeling like what it is. That is fine. The door is not locked.""",
Sanguine,Per-race response (on commitment),70,"Sanguine (Daedric path): Warm, charming, genuinely pleased; the god of indulgence and excess who never mentions the cost; his register is the invitation that sounds reasonable right up until three days in when you cannot remember your name -- not malicious, simply indulgent, and content to watch the evening keep going; distinct from Nocturnal's oath-debt and Vile's contract: Sanguine's path is a mood, not a deal.",PDV_Msg_Daedric_Sanguine_Response_Nord,MessageBox,Marked,Narrator,280,500,28+260,,MessageBox. One-time on a Nord committing.,"Title: ""Against Discipline and Honor"" Body: ""For a Nord, Sanguine's indulgence strains the discipline and honor that underpin Nord life -- the warrior who cannot refuse excess is not the warrior who holds the line. The path is a quiet erosion; leaving means accepting whatever residue the indulgence left.""",
Sanguine,Per-race response (on commitment),70,"Sanguine (Daedric path): Warm, charming, genuinely pleased; the god of indulgence and excess who never mentions the cost; his register is the invitation that sounds reasonable right up until three days in when you cannot remember your name -- not malicious, simply indulgent, and content to watch the evening keep going; distinct from Nocturnal's oath-debt and Vile's contract: Sanguine's path is a mood, not a deal.",PDV_Msg_Daedric_Sanguine_Response_Imperial,MessageBox,Marked,Narrator,280,500,19+276,,MessageBox. One-time on an Imperial committing.,"Title: ""Anti-Civic Devotion"" Body: ""For an Imperial, indulgence is tolerated in pieces -- the tavern exists and the law acknowledges it. But as devotion, Sanguine's path is anti-civic; it erodes the self-discipline that public service and honest commerce require. Renunciation is recommitment to the civic frame.""",
Sanguine,Per-race response (on commitment),70,"Sanguine (Daedric path): Warm, charming, genuinely pleased; the god of indulgence and excess who never mentions the cost; his register is the invitation that sounds reasonable right up until three days in when you cannot remember your name -- not malicious, simply indulgent, and content to watch the evening keep going; distinct from Nocturnal's oath-debt and Vile's contract: Sanguine's path is a mood, not a deal.",PDV_Msg_Daedric_Sanguine_Response_Breton,MessageBox,Marked,Narrator,280,500,22+271,,MessageBox. One-time on a Breton committing.,"Title: ""Intelligible, Not Core"" Body: ""A Breton can read Sanguine -- revelry and mixed-company ease are part of the Breton social world. But Sanguine is not a core Breton tradition; the intelligibility is social, not theological. Cover works at low commitment; renunciation is cleaner once the path takes hold.""",
Sanguine,Per-race response (on commitment),70,"Sanguine (Daedric path): Warm, charming, genuinely pleased; the god of indulgence and excess who never mentions the cost; his register is the invitation that sounds reasonable right up until three days in when you cannot remember your name -- not malicious, simply indulgent, and content to watch the evening keep going; distinct from Nocturnal's oath-debt and Vile's contract: Sanguine's path is a mood, not a deal.",PDV_Msg_Daedric_Sanguine_Response_Dunmer,MessageBox,Marked,Narrator,280,500,19+259,,MessageBox. One-time on a Dunmer committing.,"Title: ""Outsider Indulgence"" Body: ""For a Dunmer, Sanguine's indulgence is an outsider temptation -- it does not connect to ancestor-duty or the Reclamations. The ease is real, but it has no root in the Dunmer spiritual center. The path is set down by abandonment; no special ceremony is needed.""",
Sanguine,Per-race response (on commitment),70,"Sanguine (Daedric path): Warm, charming, genuinely pleased; the god of indulgence and excess who never mentions the cost; his register is the invitation that sounds reasonable right up until three days in when you cannot remember your name -- not malicious, simply indulgent, and content to watch the evening keep going; distinct from Nocturnal's oath-debt and Vile's contract: Sanguine's path is a mood, not a deal.",PDV_Msg_Daedric_Sanguine_Response_Altmer,MessageBox,Marked,Narrator,280,500,30+243,,MessageBox. One-time on an Altmer committing.,"Title: ""Against Disciplined Apotheosis"" Body: ""For an Altmer, Sanguine's indulgence is the opposite of Apotheosis -- the upward path requires discipline, and permanent restraint-loss is not a detour, it is a retreat. Absolution is difficult and requires re-anchoring to the Aldmeri project.""",
Sanguine,Per-race response (on commitment),70,"Sanguine (Daedric path): Warm, charming, genuinely pleased; the god of indulgence and excess who never mentions the cost; his register is the invitation that sounds reasonable right up until three days in when you cannot remember your name -- not malicious, simply indulgent, and content to watch the evening keep going; distinct from Nocturnal's oath-debt and Vile's contract: Sanguine's path is a mood, not a deal.",PDV_Msg_Daedric_Sanguine_Response_Khajiit,MessageBox,Marked,Narrator,280,500,19+257,,MessageBox. One-time on a Khajiit committing.,"Title: ""Sangiin's Dark Lane"" Body: ""A Khajiit finds Sanguine legible through Sangiin, a dark-pressure in the Khajiiti lattice. But Sangiin is acknowledged, not honored. Taking Sanguine as patron crosses from familiarity into an outside pull. Withdrawal or cleansing keeps the substrate intact.""",
Sanguine,Per-race response (on commitment),70,"Sanguine (Daedric path): Warm, charming, genuinely pleased; the god of indulgence and excess who never mentions the cost; his register is the invitation that sounds reasonable right up until three days in when you cannot remember your name -- not malicious, simply indulgent, and content to watch the evening keep going; distinct from Nocturnal's oath-debt and Vile's contract: Sanguine's path is a mood, not a deal.",PDV_Msg_Daedric_Sanguine_Response_Bosmer,MessageBox,Marked,Narrator,280,500,22+276,,MessageBox. One-time on a Bosmer committing.,"Title: ""Revelry Without a Root"" Body: ""A Bosmer lives in a world that has Baan Dar's cunning and Y'ffre's continuity -- there is room for revelry, but the patron is not Sanguine. The indulgence path has no root in the covenant or the trickster tradition. The path is set down by abandonment when it runs its course.""",
Sanguine,Per-race response (on commitment),70,"Sanguine (Daedric path): Warm, charming, genuinely pleased; the god of indulgence and excess who never mentions the cost; his register is the invitation that sounds reasonable right up until three days in when you cannot remember your name -- not malicious, simply indulgent, and content to watch the evening keep going; distinct from Nocturnal's oath-debt and Vile's contract: Sanguine's path is a mood, not a deal.",PDV_Msg_Daedric_Sanguine_Response_Redguard,MessageBox,Marked,Narrator,280,500,24+246,,MessageBox. One-time on a Redguard committing.,"Title: ""Indulgence Without Honor"" Body: ""For a Redguard, indulgence as devotion is foreign -- the Yokudan frame values the disciplined warrior and the kept oath, neither of which is served by Sanguine's ease. The path does not belong to Redguard backbone theology; abandonment is direct.""",
Sanguine,Per-race response (on commitment),70,"Sanguine (Daedric path): Warm, charming, genuinely pleased; the god of indulgence and excess who never mentions the cost; his register is the invitation that sounds reasonable right up until three days in when you cannot remember your name -- not malicious, simply indulgent, and content to watch the evening keep going; distinct from Nocturnal's oath-debt and Vile's contract: Sanguine's path is a mood, not a deal.",PDV_Msg_Daedric_Sanguine_Response_Orc,MessageBox,Marked,Narrator,280,500,22+253,,MessageBox. One-time on an Orc committing.,"Title: ""Not Malacath's Revelry"" Body: ""For an Orc, Sanguine's revelry has no place in Malacath's code -- the code is endurance, not ease. Revelry under humiliation is not the code's way; devotion to indulgence is foreign to the stronghold ethic. The path is abandoned when it runs its course.""",
Sanguine,Per-race response (on commitment),70,"Sanguine (Daedric path): Warm, charming, genuinely pleased; the god of indulgence and excess who never mentions the cost; his register is the invitation that sounds reasonable right up until three days in when you cannot remember your name -- not malicious, simply indulgent, and content to watch the evening keep going; distinct from Nocturnal's oath-debt and Vile's contract: Sanguine's path is a mood, not a deal.",PDV_Msg_Daedric_Sanguine_Response_Argonian,MessageBox,Marked,Narrator,280,500,15+250,,MessageBox. One-time on an Argonian committing.,"Title: ""Not a Hist Lane"" Body: ""To an Argonian, Sanguine is foreign -- indulgence is not the Hist's frame, and the community does not breathe that way. The ease the path offers is real but rootless. The path drifts away; the Hist does not hold the drift against the one who returns.""",
