editor_id,quest_name,outcome_stage,outcome,act_tags,citation,formid,evidence_tier,branch_note
Val005,Drink and the Daedra Had Done for the Rest,200,Defeated Molag Bal's servants and freed Fathis from the Prince's imprisonment. ,"protect_the_weak,destroy_reject_daedra:molagbal","s55 journal: ""Fathis... is now in the clutches of Molag Bal. It is up to me and Val to rescue him.""; s70: ""We've defeated Molag Bal's forces and can now free Fathis""; s200 [COMPLETE]: ""Val and I rescued Fathis from a fate worse than death.""",AX ValSerano.esp:49DC31,A,Single rescue and anti-domination outcome.
Val00B,Wicked Game,200,Rescued an injured Val from the Falmer and reaffirmed their mutual commitment.,"protect_the_weak,marriage_family","s80 journal: ""I've found Val and healed him of his injuries.""; s200 [COMPLETE]: ""I rescued Val from a terrible fate... I will always be there for him, just as he'll always be there for me.""",AX ValSerano.esp:49DC33,A,Romance terminal; mutually exclusive with the friendship ending.
Val00B,Wicked Game,211,Rescued an injured Val from the Falmer and preserved their friendship.,protect_the_weak,"s80 journal: ""I've found Val and healed him of his injuries.""; s211 [COMPLETE]: ""I rescued Val from a terrible fate... We'll remain friends.""",AX ValSerano.esp:49DC33,A,Friendship terminal; mutually exclusive with the romance ending.
Val00D,Wing and Wing,90,Adopted the orphaned child Ravani with Val and welcomed her into the family.,marriage_family,"s80 journal: ""Val and I have adopted a little Dunmer girl named Ravani.""; s90 [COMPLETE]: ""we've decided to adopt her and raise her as our own.""",AX ValSerano.esp:49DC34,A,Adoption branch; mutually exclusive with the no-children ending.
Val00D,Wing and Wing,200,Talked Val through his fears about fatherhood and committed to raising children together.,"marriage_family,heal_comfort","s25 journal: ""Val shared with me his fears about being a father.""; s200 [COMPLETE]: ""Val and I talked through his worries about being a father. In time, he'll grow into the role.""",AX ValSerano.esp:49DC34,A,Parenthood branch; mutually exclusive with adoption and no-children endings.
ValTG09,Darkness Recedes,201,Had the Skeleton Key returned to its proper resting place and restored Nocturnal's favor.,serve_a_daedra:nocturnal,"s201 [COMPLETE] journal: ""Karliah will return the Skeleton Key to its proper resting place... her full Nightingale status will be restored.""",AX ValSerano.esp:4D42B0,A,Final return-the-Key branch; earlier parallel quest stages are not rowed.
ValTG09,Darkness Recedes,202,Kept the Skeleton Key for its power despite Nocturnal's anger.,acquire_daedric_artifact:nocturnal,"s202 [COMPLETE] journal: ""The Skeleton Key and its ability to unlock unlimited potential are mine... this will surely anger Nocturnal.""",AX ValSerano.esp:4D42B0,A,Final keep-the-Key branch; mutually exclusive with s201.
ValCOLGrad,The Daedra to Pay,82,Stole the College's rings while helping Val prepare a Conjuration ritual.,theft_burglary,"s82 journal: ""First, I'll need to obtain the rings from the Arcanaeum without Urag noticing.""; objective s82: Obtain the rings by stealth.",AX ValSerano.esp:6682E2,A,Mutually exclusive acquisition method with the distraction at s84.
ValCOLGrad,The Daedra to Pay,84,Distracted Urag so Val could take the College's rings unnoticed.,deceit,"s84 journal: ""First, I'll need to speak with Urag in the Arcaneum as a distraction while Val obtains the rings.""; objective s84: Distract Urag while Val obtains the rings.",AX ValSerano.esp:6682E2,A,Mutually exclusive acquisition method with theft at s82.
ValCOLGrad,The Daedra to Pay,165,Helped Val master a difficult Conjuration working and studied the defeated golem's magic.,disciplined_study,"s165 journal: ""We defeated the golem after a fierce battle. By studying it's remains, we were able to learn numerous new and powerful spells. Val has truly become a master mage.""",AX ValSerano.esp:6682E2,A,Successful study terminal; the quest record carries no CompleteQuest flag at this stage.
ValCOLGrad,The Daedra to Pay,199,Refused to help Val summon a Dremora for a dangerous master-level spell.,,"s199 journal: ""Val wanted to summon a Dremora to obtain a Sigil Stone for a master-level Conjuration spell, but I'll have no part of it.""",AX ValSerano.esp:6682E2,A,NEEDS-TAG: refuse_reckless_magic; rejecting a non-Prince summoning is not destroy_reject_daedra.
Val00C,Making an Honest Man of Him,200,Married Val in a commitment ceremony aboard the Dark Rose.,marriage_family,"s200 [COMPLETE] journal: ""After a commitment ceremony on the Dark Rose, Val and I are happily married. Time to start the next chapter of our lives, together.""",AX ValSerano.esp:9B2444,A,Shipboard wedding branch.
Val00C,Making an Honest Man of Him,201,Married Val in a ceremony at the Temple of Mara.,marriage_family,"s201 [COMPLETE] journal: ""After a ceremony at the Temple of Mara, Val and I are happily married. Time to start the next chapter of our lives, together.""",AX ValSerano.esp:9B2444,A,Temple wedding branch; no honor_divine tag because the act is marriage rather than worship.
Val00C,Making an Honest Man of Him,202,Rejected marriage while affirming a lasting loving commitment to Val.,marriage_family,"s202 [COMPLETE] journal: ""Val asked me to marry him, but marriage just isn't for me. Our committment to love each other is enough.""",AX ValSerano.esp:9B2444,A,Commitment-without-marriage branch; eligible under the locked romance ruling.
Val005SB,Sailor's Bargain,22,Allowed Val to bargain with Hermaeus Mora for knowledge needed to save Fathis.,serve_a_daedra:hermaeusmora,"s20 objective: Intervene or allow Val to bargain; s22 journal: ""Val made a bargain with Hermaus Mora to get information about Fathis... these bargains are never without a price.""",AX ValSerano.esp:AAFF95,A,Mutually exclusive with preventing the bargain at s24.
Val005SB,Sailor's Bargain,24,Prevented Val from bargaining with Hermaeus Mora.,destroy_reject_daedra:hermaeusmora,"s20 objective: Intervene or allow Val to bargain; s24 journal: ""I prevented Val from bargaining with Hermaeus Mora... it's for the best.""",AX ValSerano.esp:AAFF95,A,Mutually exclusive with accepting the bargain at s22.
Val005SB,Sailor's Bargain,200,Recovered and read Fathis's journal from Apocrypha to learn how to save him.,forbidden_knowledge,"s70 objective: Take the journal; s200 [COMPLETE] journal: ""One of Fathis' journals somehow ended up in Apocrypha. Upon reading it, Val had an idea about where to search next.""",AX ValSerano.esp:AAFF95,A,Successful-search terminal.
Val005SB,Sailor's Bargain,201,Recovered and read Fathis's journal after abandoning the full search of Apocrypha.,forbidden_knowledge,"s201 [COMPLETE] journal: ""Although I didn't complete my search... I managed to locate one of Fathis' journals. Upon reading it, Val had an idea about where to search next.""",AX ValSerano.esp:AAFF95,A,Abbreviated-search terminal; mutually exclusive with s200.
ValEnd,The Bitter End,10,Betrayed Val's trust and turned the relationship into a fatal confrontation.,break_oath_betray,"s10 journal: ""I've betrayed Val's trust.""; objective s10: Defend yourself, traitor!",AX ValSerano.esp:B5FA4C,A,Shared betrayal stage before the two fatal endings.
ValEnd,The Bitter End,201,Killed and consumed Val in Namira's name.,"cannibalism,serve_a_daedra:namira","s201 [COMPLETE] journal: ""I succumed to my cannibalistic hungers and consumed Val in Namira's name.""",AX ValSerano.esp:B5FA4C,A,Namira ending; mutually exclusive with the self-defense ending.
Val00AViewDate,Take in the View,200,Shared a romantic walk with Val overlooking the Sea of Ghosts.,marriage_family,"s200 [COMPLETE] journal: ""Val invited me to take a walk with him in Solitude. We admired the view of the Sea of Ghosts together. I think Val was admiring me, too.""",AX ValSerano.esp:B7B6D5,A,Positive date terminal; the platonic refusal is not rowed.
Val00ALakeDate,Hidden Depths,200,Spent a romantic day boating with Val and acknowledged the growing relationship.,marriage_family,"s200 [COMPLETE] journal: ""Val invited me to join him for an outing on Lake Ilinalta. He made it clear that he's interested in me as more than just a friend.""",AX ValSerano.esp:D73448,A,Positive date terminal; mutually exclusive with refusal endings.
