status,race,lane,deity,tier,spellEditorId,exists,filled,targetEdid,source,label
PASS,Bosmer,Old Contract,Y'ffre,T3,PDV_Bless_Bosmer_OldContract_T3,true,true,PDV_Bless_Bosmer_OldContract_T3,SyncBosmerPathRewardFamily,OldContract
PASS,Breton,Green Way,PDV_Bless_Breton_GreenWay_T1,T1,PDV_Bless_Breton_GreenWay_T2,true,true,PDV_Bless_Breton_GreenWay_T2,SyncBretonTraditionRewardFamily,PDV_Bless_Breton_GreenWay_T1
PASS,Breton,Hidden Art,PDV_Bless_Breton_HiddenArt_T1,T1,PDV_Bless_Breton_HiddenArt_T2,true,true,PDV_Bless_Breton_HiddenArt_T2,SyncBretonTraditionRewardFamily,PDV_Bless_Breton_HiddenArt_T1
PASS,Breton,Knight's Road,PDV_Bless_Breton_KnightsRoad_T1,T1,PDV_Bless_Breton_KnightsRoad_T2,true,true,PDV_Bless_Breton_KnightsRoad_T2,SyncBretonTraditionRewardFamily,PDV_Bless_Breton_KnightsRoad_T1
PASS,Dunmer,Reclamation,Azura/Azurah,T1,PDV_Bless_Dunmer_Azura_T1,true,true,PDV_Bless_Dunmer_Azura_T1,SyncDunmerRewardFamily,Azura
PASS,Dunmer,Reclamation,Azura/Azurah,T2,PDV_Bless_Dunmer_Azura_T2,true,true,PDV_Bless_Dunmer_Azura_T2,SyncDunmerRewardFamily,Azura
PASS,Dunmer,Reclamation,Azura/Azurah,T3,PDV_Bless_Dunmer_Azura_T3,true,true,PDV_Bless_Dunmer_Azura_T3,SyncDunmerRewardFamily,Azura
PASS,Dunmer,Reclamation,Boethiah/Boethra,T1,PDV_Bless_Dunmer_Boethiah_T1,true,true,PDV_Bless_Dunmer_Boethiah_T1,SyncDunmerRewardFamily,Boethiah
PASS,Dunmer,Reclamation,Boethiah/Boethra,T2,PDV_Bless_Dunmer_Boethiah_T2,true,true,PDV_Bless_Dunmer_Boethiah_T2,SyncDunmerRewardFamily,Boethiah
PASS,Dunmer,Reclamation,Boethiah/Boethra,T3,PDV_Bless_Dunmer_Boethiah_T3,true,true,PDV_Bless_Dunmer_Boethiah_T3,SyncDunmerRewardFamily,Boethiah
PASS,Dunmer,Reclamation,Mephala/Mafala,T1,PDV_Bless_Dunmer_Mephala_T1,true,true,PDV_Bless_Dunmer_Mephala_T1,SyncDunmerRewardFamily,Mephala
PASS,Dunmer,Reclamation,Mephala/Mafala,T2,PDV_Bless_Dunmer_Mephala_T2,true,true,PDV_Bless_Dunmer_Mephala_T2,SyncDunmerRewardFamily,Mephala
PASS,Dunmer,Reclamation,Mephala/Mafala,T3,PDV_Bless_Dunmer_Mephala_T3,true,true,PDV_Bless_Dunmer_Mephala_T3,SyncDunmerRewardFamily,Mephala
PASS,Imperial,Divines,Akatosh,T1,PDV_Bless_Imperial_Akatosh_T1,true,true,PDV_Bless_Imperial_Akatosh_T1,SyncImperialRewardFamily,Akatosh
PASS,Imperial,Divines,Akatosh,T2,PDV_Bless_Imperial_Akatosh_T2,true,true,PDV_Bless_Imperial_Akatosh_T2,SyncImperialRewardFamily,Akatosh
PASS,Imperial,Divines,Akatosh,T3,PDV_Bless_Imperial_Akatosh_T3,true,true,PDV_Bless_Imperial_Akatosh_T3,SyncImperialRewardFamily,Akatosh
PASS,Imperial,Divines,Arkay,T1,PDV_Bless_Imperial_Arkay_T1,true,true,PDV_Bless_Imperial_Arkay_T1,SyncImperialRewardFamily,Arkay
PASS,Imperial,Divines,Arkay,T2,PDV_Bless_Imperial_Arkay_T2,true,true,PDV_Bless_Imperial_Arkay_T2,SyncImperialRewardFamily,Arkay
PASS,Imperial,Divines,Arkay,T3,PDV_Bless_Imperial_Arkay_T3,true,true,PDV_Bless_Imperial_Arkay_T3,SyncImperialRewardFamily,Arkay
PASS,Imperial,Divines,Dibella,T1,PDV_Bless_Imperial_Dibella_T1,true,true,PDV_Bless_Imperial_Dibella_T1,SyncImperialRewardFamily,Dibella
PASS,Imperial,Divines,Dibella,T2,PDV_Bless_Imperial_Dibella_T2,true,true,PDV_Bless_Imperial_Dibella_T2,SyncImperialRewardFamily,Dibella
PASS,Imperial,Divines,Dibella,T3,PDV_Bless_Imperial_Dibella_T3,true,true,PDV_Bless_Imperial_Dibella_T3,SyncImperialRewardFamily,Dibella
PASS,Imperial,Divines,Julianos,T1,PDV_Bless_Imperial_Julianos_T1,true,true,PDV_Bless_Imperial_Julianos_T1,SyncImperialRewardFamily,Julianos
PASS,Imperial,Divines,Julianos,T2,PDV_Bless_Imperial_Julianos_T2,true,true,PDV_Bless_Imperial_Julianos_T2,SyncImperialRewardFamily,Julianos
PASS,Imperial,Divines,Julianos,T3,PDV_Bless_Imperial_Julianos_T3,true,true,PDV_Bless_Imperial_Julianos_T3,SyncImperialRewardFamily,Julianos
PASS,Imperial,Divines,Kynareth,T1,PDV_Bless_Imperial_Kynareth_T1,true,true,PDV_Bless_Imperial_Kynareth_T1,SyncImperialRewardFamily,Kynareth
PASS,Imperial,Divines,Kynareth,T2,PDV_Bless_Imperial_Kynareth_T2,true,true,PDV_Bless_Imperial_Kynareth_T2,SyncImperialRewardFamily,Kynareth
PASS,Imperial,Divines,Kynareth,T3,PDV_Bless_Imperial_Kynareth_T3,true,true,PDV_Bless_Imperial_Kynareth_T3,SyncImperialRewardFamily,Kynareth
PASS,Imperial,Divines,Mara,T1,PDV_Bless_Imperial_Mara_T1,true,true,PDV_Bless_Imperial_Mara_T1,SyncImperialRewardFamily,Mara
PASS,Imperial,Divines,Mara,T2,PDV_Bless_Imperial_Mara_T2,true,true,PDV_Bless_Imperial_Mara_T2,SyncImperialRewardFamily,Mara
PASS,Imperial,Divines,Mara,T3,PDV_Bless_Imperial_Mara_T3,true,true,PDV_Bless_Imperial_Mara_T3,SyncImperialRewardFamily,Mara
PASS,Imperial,Divines,Stendarr,T1,PDV_Bless_Imperial_Stendarr_T1,true,true,PDV_Bless_Imperial_Stendarr_T1,SyncImperialRewardFamily,Stendarr
PASS,Imperial,Divines,Stendarr,T2,PDV_Bless_Imperial_Stendarr_T2,true,true,PDV_Bless_Imperial_Stendarr_T2,SyncImperialRewardFamily,Stendarr
PASS,Imperial,Divines,Stendarr,T3,PDV_Bless_Imperial_Stendarr_T3,true,true,PDV_Bless_Imperial_Stendarr_T3,SyncImperialRewardFamily,Stendarr
PASS,Imperial,Divines,Talos,T1,PDV_Bless_Imperial_Talos_T1,true,true,PDV_Bless_Imperial_Talos_T1,SyncImperialRewardFamily,Talos
PASS,Imperial,Divines,Talos,T2,PDV_Bless_Imperial_Talos_T2,true,true,PDV_Bless_Imperial_Talos_T2,SyncImperialRewardFamily,Talos
PASS,Imperial,Divines,Talos,T3,PDV_Bless_Imperial_Talos_T3,true,true,PDV_Bless_Imperial_Talos_T3,SyncImperialRewardFamily,Talos
PASS,Imperial,Divines,Zenithar,T1,PDV_Bless_Imperial_Zenithar_T1,true,true,PDV_Bless_Imperial_Zenithar_T1,SyncImperialRewardFamily,Zenithar
PASS,Imperial,Divines,Zenithar,T2,PDV_Bless_Imperial_Zenithar_T2,true,true,PDV_Bless_Imperial_Zenithar_T2,SyncImperialRewardFamily,Zenithar
PASS,Imperial,Divines,Zenithar,T3,PDV_Bless_Imperial_Zenithar_T3,true,true,PDV_Bless_Imperial_Zenithar_T3,SyncImperialRewardFamily,Zenithar
PASS,Khajiit,Alkosh,Alkosh,T1,PDV_Bless_Khajiit_Alkosh_T1,true,true,PDV_Bless_Khajiit_Alkosh_T1,SyncKhajiitEmphasisFamily,Alkosh
PASS,Khajiit,Alkosh,Alkosh,T2,PDV_Bless_Khajiit_Alkosh_T2,true,true,PDV_Bless_Khajiit_Alkosh_T2,SyncKhajiitEmphasisFamily,Alkosh
PASS,Khajiit,Alkosh,Alkosh,T3,PDV_Bless_Khajiit_Alkosh_T3,true,true,PDV_Bless_Khajiit_Alkosh_T3,SyncKhajiitEmphasisFamily,Alkosh
PASS,Khajiit,Azurah,Azura/Azurah,T1,PDV_Bless_Khajiit_Azurah_T1,true,true,PDV_Bless_Khajiit_Azurah_T1,SyncKhajiitEmphasisFamily,Azurah
PASS,Khajiit,Azurah,Azura/Azurah,T2,PDV_Bless_Khajiit_Azurah_T2,true,true,PDV_Bless_Khajiit_Azurah_T2,SyncKhajiitEmphasisFamily,Azurah
PASS,Khajiit,Azurah,Azura/Azurah,T3,PDV_Bless_Khajiit_Azurah_T3,true,true,PDV_Bless_Khajiit_Azurah_T3,SyncKhajiitEmphasisFamily,Azurah
PASS,Khajiit,Baan Dar,Baan Dar,T1,PDV_Bless_Khajiit_BaanDar_T1,true,true,PDV_Bless_Khajiit_BaanDar_T1,SyncKhajiitEmphasisFamily,Baan Dar
PASS,Khajiit,Baan Dar,Baan Dar,T2,PDV_Bless_Khajiit_BaanDar_T2,true,true,PDV_Bless_Khajiit_BaanDar_T2,SyncKhajiitEmphasisFamily,Baan Dar
PASS,Khajiit,Baan Dar,Baan Dar,T3,PDV_Bless_Khajiit_BaanDar_T3,true,true,PDV_Bless_Khajiit_BaanDar_T3,SyncKhajiitEmphasisFamily,Baan Dar
PASS,Khajiit,Khenarthi,Khenarthi,T1,PDV_Bless_Khajiit_Khenarthi_T1,true,true,PDV_Bless_Khajiit_Khenarthi_T1,SyncKhajiitEmphasisFamily,Khenarthi
PASS,Khajiit,Khenarthi,Khenarthi,T2,PDV_Bless_Khajiit_Khenarthi_T2,true,true,PDV_Bless_Khajiit_Khenarthi_T2,SyncKhajiitEmphasisFamily,Khenarthi
PASS,Khajiit,Khenarthi,Khenarthi,T3,PDV_Bless_Khajiit_Khenarthi_T3,true,true,PDV_Bless_Khajiit_Khenarthi_T3,SyncKhajiitEmphasisFamily,Khenarthi
PASS,Khajiit,Rajhin,Rajhin,T1,PDV_Bless_Khajiit_Rajhin_T1,true,true,PDV_Bless_Khajiit_Rajhin_T1,SyncKhajiitEmphasisFamily,Rajhin
PASS,Khajiit,Rajhin,Rajhin,T2,PDV_Bless_Khajiit_Rajhin_T2,true,true,PDV_Bless_Khajiit_Rajhin_T2,SyncKhajiitEmphasisFamily,Rajhin
PASS,Khajiit,Rajhin,Rajhin,T3,PDV_Bless_Khajiit_Rajhin_T3,true,true,PDV_Bless_Khajiit_Rajhin_T3,SyncKhajiitEmphasisFamily,Rajhin
PASS,Nord,All,Dibella,T1,PDV_Bless_Imperial_Dibella_T1,true,true,PDV_Bless_Imperial_Dibella_T1,SyncNordRewardFamily,Dibella
PASS,Nord,All,Dibella,T2,PDV_Bless_Imperial_Dibella_T2,true,true,PDV_Bless_Imperial_Dibella_T2,SyncNordRewardFamily,Dibella
PASS,Nord,All,Dibella,T3,PDV_Bless_Imperial_Dibella_T3,true,true,PDV_Bless_Imperial_Dibella_T3,SyncNordRewardFamily,Dibella
PASS,Nord,All,Mara,T1,PDV_Bless_Imperial_Mara_T1,true,true,PDV_Bless_Imperial_Mara_T1,SyncNordRewardFamily,Mara
PASS,Nord,All,Mara,T2,PDV_Bless_Imperial_Mara_T2,true,true,PDV_Bless_Imperial_Mara_T2,SyncNordRewardFamily,Mara
PASS,Nord,All,Mara,T3,PDV_Bless_Imperial_Mara_T3,true,true,PDV_Bless_Imperial_Mara_T3,SyncNordRewardFamily,Mara
PASS,Nord,All,Talos,T1,PDV_Bless_Nord_Talos_T1,true,true,PDV_Bless_Nord_Talos_T1,SyncNordRewardFamily,Talos
PASS,Nord,All,Talos,T2,PDV_Bless_Nord_Talos_T2,true,true,PDV_Bless_Nord_Talos_T2,SyncNordRewardFamily,Talos
PASS,Nord,All,Talos,T3,PDV_Bless_Nord_Talos_T3,true,true,PDV_Bless_Nord_Talos_T3,SyncNordRewardFamily,Talos
PASS,Nord,Nine Divines,Akatosh,T1,PDV_Bless_Imperial_Akatosh_T1,true,true,PDV_Bless_Imperial_Akatosh_T1,SyncNordRewardFamily,Akatosh
PASS,Nord,Nine Divines,Akatosh,T2,PDV_Bless_Imperial_Akatosh_T2,true,true,PDV_Bless_Imperial_Akatosh_T2,SyncNordRewardFamily,Akatosh
PASS,Nord,Nine Divines,Akatosh,T3,PDV_Bless_Imperial_Akatosh_T3,true,true,PDV_Bless_Imperial_Akatosh_T3,SyncNordRewardFamily,Akatosh
PASS,Nord,Nine Divines,Arkay,T1,PDV_Bless_Imperial_Arkay_T1,true,true,PDV_Bless_Imperial_Arkay_T1,SyncNordRewardFamily,Arkay
PASS,Nord,Nine Divines,Arkay,T2,PDV_Bless_Imperial_Arkay_T2,true,true,PDV_Bless_Imperial_Arkay_T2,SyncNordRewardFamily,Arkay
PASS,Nord,Nine Divines,Arkay,T3,PDV_Bless_Imperial_Arkay_T3,true,true,PDV_Bless_Imperial_Arkay_T3,SyncNordRewardFamily,Arkay
PASS,Nord,Nine Divines,Julianos,T1,PDV_Bless_Imperial_Julianos_T1,true,true,PDV_Bless_Imperial_Julianos_T1,SyncNordRewardFamily,Julianos
PASS,Nord,Nine Divines,Julianos,T2,PDV_Bless_Imperial_Julianos_T2,true,true,PDV_Bless_Imperial_Julianos_T2,SyncNordRewardFamily,Julianos
PASS,Nord,Nine Divines,Julianos,T3,PDV_Bless_Imperial_Julianos_T3,true,true,PDV_Bless_Imperial_Julianos_T3,SyncNordRewardFamily,Julianos
PASS,Nord,Nine Divines,Kynareth,T1,PDV_Bless_Imperial_Kynareth_T1,true,true,PDV_Bless_Imperial_Kynareth_T1,SyncNordRewardFamily,Kynareth
PASS,Nord,Nine Divines,Kynareth,T2,PDV_Bless_Imperial_Kynareth_T2,true,true,PDV_Bless_Imperial_Kynareth_T2,SyncNordRewardFamily,Kynareth
PASS,Nord,Nine Divines,Kynareth,T3,PDV_Bless_Imperial_Kynareth_T3,true,true,PDV_Bless_Imperial_Kynareth_T3,SyncNordRewardFamily,Kynareth
PASS,Nord,Nine Divines,Stendarr,T1,PDV_Bless_Imperial_Stendarr_T1,true,true,PDV_Bless_Imperial_Stendarr_T1,SyncNordRewardFamily,Stendarr
PASS,Nord,Nine Divines,Stendarr,T2,PDV_Bless_Imperial_Stendarr_T2,true,true,PDV_Bless_Imperial_Stendarr_T2,SyncNordRewardFamily,Stendarr
PASS,Nord,Nine Divines,Stendarr,T3,PDV_Bless_Imperial_Stendarr_T3,true,true,PDV_Bless_Imperial_Stendarr_T3,SyncNordRewardFamily,Stendarr
PASS,Nord,Nine Divines,Zenithar,T1,PDV_Bless_Imperial_Zenithar_T1,true,true,PDV_Bless_Imperial_Zenithar_T1,SyncNordRewardFamily,Zenithar
PASS,Nord,Nine Divines,Zenithar,T2,PDV_Bless_Imperial_Zenithar_T2,true,true,PDV_Bless_Imperial_Zenithar_T2,SyncNordRewardFamily,Zenithar
PASS,Nord,Nine Divines,Zenithar,T3,PDV_Bless_Imperial_Zenithar_T3,true,true,PDV_Bless_Imperial_Zenithar_T3,SyncNordRewardFamily,Zenithar
PASS,Nord,Old Ways,Arkay,T1,PDV_Bless_Nord_Arkay_T1,true,true,PDV_Bless_Nord_Arkay_T1,SyncNordRewardFamily,Orkey
PASS,Nord,Old Ways,Arkay,T2,PDV_Bless_Nord_Arkay_T2,true,true,PDV_Bless_Nord_Arkay_T2,SyncNordRewardFamily,Orkey
PASS,Nord,Old Ways,Arkay,T3,PDV_Bless_Nord_Arkay_T3,true,true,PDV_Bless_Nord_Arkay_T3,SyncNordRewardFamily,Orkey
PASS,Nord,Old Ways,Kyne,T1,PDV_Bless_Nord_Kyne_T1,true,true,PDV_Bless_Nord_Kyne_T1,SyncNordRewardFamily,Kyne
PASS,Nord,Old Ways,Kyne,T2,PDV_Bless_Nord_Kyne_T2,true,true,PDV_Bless_Nord_Kyne_T2,SyncNordRewardFamily,Kyne
PASS,Nord,Old Ways,Kyne,T3,PDV_Bless_Nord_Kyne_T3,true,true,PDV_Bless_Nord_Kyne_T3,SyncNordRewardFamily,Kyne
PASS,Nord,Old Ways,Shor,T1,PDV_Bless_Nord_Shor_T1,true,true,PDV_Bless_Nord_Shor_T1,SyncNordRewardFamily,Shor
PASS,Nord,Old Ways,Shor,T2,PDV_Bless_Nord_Shor_T2,true,true,PDV_Bless_Nord_Shor_T2,SyncNordRewardFamily,Shor
PASS,Nord,Old Ways,Shor,T3,PDV_Bless_Nord_Shor_T3,true,true,PDV_Bless_Nord_Shor_T3,SyncNordRewardFamily,Shor
PASS,Nord,Old Ways,Stuhn,T1,PDV_Bless_Nord_Stuhn_T1,true,true,PDV_Bless_Nord_Stuhn_T1,SyncNordRewardFamily,Stuhn
PASS,Nord,Old Ways,Stuhn,T2,PDV_Bless_Nord_Stuhn_T2,true,true,PDV_Bless_Nord_Stuhn_T2,SyncNordRewardFamily,Stuhn
PASS,Nord,Old Ways,Stuhn,T3,PDV_Bless_Nord_Stuhn_T3,true,true,PDV_Bless_Nord_Stuhn_T3,SyncNordRewardFamily,Stuhn
PASS,Nord,Old Ways,Tsun,T1,PDV_Bless_Nord_Tsun_T1,true,true,PDV_Bless_Nord_Tsun_T1,SyncNordRewardFamily,Tsun
PASS,Nord,Old Ways,Tsun,T2,PDV_Bless_Nord_Tsun_T2,true,true,PDV_Bless_Nord_Tsun_T2,SyncNordRewardFamily,Tsun
PASS,Nord,Old Ways,Tsun,T3,PDV_Bless_Nord_Tsun_T3,true,true,PDV_Bless_Nord_Tsun_T3,SyncNordRewardFamily,Tsun
PASS,Orc,City,Malacath,T1,PDV_Bless_Orc_City_T1,true,true,PDV_Bless_Orc_City_T1,SyncOrcRewardFamily,City
PASS,Orc,City,Malacath,T2,PDV_Bless_Orc_City_T2,true,true,PDV_Bless_Orc_City_T2,SyncOrcRewardFamily,City
PASS,Orc,City,Malacath,T3,PDV_Bless_Orc_City_T3,true,true,PDV_Bless_Orc_City_T3,SyncOrcRewardFamily,City
PASS,Orc,Legion Exile,Malacath,T1,PDV_Bless_Orc_LegionExile_T1,true,true,PDV_Bless_Orc_LegionExile_T1,SyncOrcRewardFamily,LegionExile
PASS,Orc,Legion Exile,Malacath,T2,PDV_Bless_Orc_LegionExile_T2,true,true,PDV_Bless_Orc_LegionExile_T2,SyncOrcRewardFamily,LegionExile
PASS,Orc,Legion Exile,Malacath,T3,PDV_Bless_Orc_LegionExile_T3,true,true,PDV_Bless_Orc_LegionExile_T3,SyncOrcRewardFamily,LegionExile
PASS,Orc,Stronghold,Malacath,T1,PDV_Bless_Orc_Stronghold_T1,true,true,PDV_Bless_Orc_Stronghold_T1,SyncOrcRewardFamily,Stronghold
PASS,Orc,Stronghold,Malacath,T2,PDV_Bless_Orc_Stronghold_T2,true,true,PDV_Bless_Orc_Stronghold_T2,SyncOrcRewardFamily,Stronghold
PASS,Orc,Stronghold,Malacath,T3,PDV_Bless_Orc_Stronghold_T3,true,true,PDV_Bless_Orc_Stronghold_T3,SyncOrcRewardFamily,Stronghold
PASS,Redguard,Sect,HoonDing,T1,PDV_Bless_Redguard_HoonDing_T1,true,true,PDV_Bless_Redguard_HoonDing_T1,SyncRedguardRewardFamily,HoonDing
PASS,Redguard,Sect,HoonDing,T2,PDV_Bless_Redguard_HoonDing_T2,true,true,PDV_Bless_Redguard_HoonDing_T2,SyncRedguardRewardFamily,HoonDing
PASS,Redguard,Sect,HoonDing,T3,PDV_Bless_Redguard_HoonDing_T3,true,true,PDV_Bless_Redguard_HoonDing_T3,SyncRedguardRewardFamily,HoonDing
PASS,Redguard,Sect,Leki,T1,PDV_Bless_Redguard_Leki_T1,true,true,PDV_Bless_Redguard_Leki_T1,SyncRedguardRewardFamily,Leki
PASS,Redguard,Sect,Leki,T2,PDV_Bless_Redguard_Leki_T2,true,true,PDV_Bless_Redguard_Leki_T2,SyncRedguardRewardFamily,Leki
PASS,Redguard,Sect,Leki,T3,PDV_Bless_Redguard_Leki_T3,true,true,PDV_Bless_Redguard_Leki_T3,SyncRedguardRewardFamily,Leki
PASS,Redguard,Sect,Tu'whacca,T1,PDV_Bless_Redguard_Tuwhacca_T1,true,true,PDV_Bless_Redguard_Tuwhacca_T1,SyncRedguardRewardFamily,Tuwhacca
PASS,Redguard,Sect,Tu'whacca,T2,PDV_Bless_Redguard_Tuwhacca_T2,true,true,PDV_Bless_Redguard_Tuwhacca_T2,SyncRedguardRewardFamily,Tuwhacca
PASS,Redguard,Sect,Tu'whacca,T3,PDV_Bless_Redguard_Tuwhacca_T3,true,true,PDV_Bless_Redguard_Tuwhacca_T3,SyncRedguardRewardFamily,Tuwhacca
