editor_id,quest_name,outcome_stage,outcome,act_tags,deity,valence,intensity,magnitude,citation
DB02a,Sanctuary,200,Accepted the first assassination contracts from Nazir and committed to the Brotherhood's creed,keep_oath,Stuhn,+,m,small,"cross-gen candidate: keep_oath(S) from the Stuhn Part B profile, stepped down; reviewed A3"
MQ301,The Fallen,240,Lured the dragon Odahviing into Dragonsreach and spared him for parley,mercy_spare,Stuhn,+,C,small,cross-gen candidate: mercy_spare(C) from the Stuhn Part B profile; reviewed A3
BardsCollegePoeticEdda,Collecting the Edda,200,Recovered the Poetic Edda from Fellglow Keep and returned it to the Bards College,disciplined_study,Xarxes,+,m,small,"cross-gen candidate: disciplined_study(S) from the Xarxes Part B profile, stepped down; reviewed A4"
DB02a,Sanctuary,200,Accepted the first assassination contracts from Nazir and committed to the Brotherhood's creed,keep_oath,Z'en,+,m,small,"cross-gen candidate: keep_oath(m) from the Z'en Part B profile, stepped down; REVIEW before promotion; reviewed A5"
MQ301,The Fallen,240,Lured the dragon Odahviing into Dragonsreach and spared him for parley,deceit,Baan Dar,+,S,small,"cross-gen candidate: deceit(C) from the Baan Dar Part B profile, stepped down; REVIEW before promotion; reviewed A5"
C02,Brotherhood,200,Completed initiation into the Companions after proving worth through trials,prove_by_struggle,Baan Dar,+,m,small,"cross-gen candidate: prove_by_struggle(m) from the Baan Dar Part B profile, stepped down; REVIEW before promotion; reviewed A5"
MQ101,Unbound,150,Escaped the Helgen execution block through the chaos of Alduin's attack,prove_by_struggle,Baan Dar,+,m,small,"cross-gen candidate: prove_by_struggle(m) from the Baan Dar Part B profile, stepped down; REVIEW before promotion; reviewed A5"
MQ301,The Fallen,240,Lured the dragon Odahviing into Dragonsreach and spared him for parley,deceit,Rajhin,+,S,small,"cross-gen candidate: deceit(S) from the Rajhin Part B profile, stepped down; REVIEW before promotion; reviewed A5"
C02,Brotherhood,200,Completed initiation into the Companions after proving worth through trials,prove_by_struggle,Boethiah,+,S,small,"cross-gen candidate: prove_by_struggle(C) from the Boethiah Part B profile, stepped down; reviewed A6"
DB04a,The Silence Has Been Broken,20,Accepted the contract chain whose true mark is the Emperor of Tamriel,assassination_contract,Mephala,+,m,small,"cross-gen candidate: assassination_contract(S) from the Mephala Part B profile, stepped down; reviewed A6"
MQ301,The Fallen,240,Lured the dragon Odahviing into Dragonsreach and spared him for parley,deceit,Mephala,+,m,small,"cross-gen candidate: deceit(C) from the Mephala Part B profile, stepped down further given mercy-dominant outcome; reviewed A6"
C02,Brotherhood,200,Completed initiation into the Companions after proving worth through trials,prove_by_struggle,Malacath,+,m,small,"cross-gen candidate: prove_by_struggle(m) from the Malacath Part B profile, stepped down; reviewed A6"
DB02a,Sanctuary,200,Accepted the first assassination contracts from Nazir and committed to the Brotherhood's creed,keep_oath,Malacath,+,S,small,"cross-gen candidate: keep_oath(C) from the Malacath Part B profile, stepped down; reviewed A6"
DB04a,The Silence Has Been Broken,20,Accepted the contract chain whose true mark is the Emperor of Tamriel,assassination_contract,Sithis,+,S,small,"cross-gen candidate: assassination_contract(C) from the Sithis Part B profile, clean Brotherhood-contract anchor fit; reviewed A6"
C02,Brotherhood,200,Completed initiation into the Companions after proving worth through trials,prove_by_struggle,HoonDing,+,S,small,"cross-gen candidate: prove_by_struggle(C) from the HoonDing Part B profile, stepped down; REVIEW before promotion; reviewed A7"
MQ101,Unbound,150,Escaped the Helgen execution block through the chaos of Alduin's attack,prove_by_struggle,HoonDing,+,S,small,"cross-gen candidate: prove_by_struggle(C) from the HoonDing Part B profile, stepped down; REVIEW before promotion; reviewed A7"
MQ301,The Fallen,240,Lured the dragon Odahviing into Dragonsreach and spared him for parley,mercy_spare,Molag Bal,-,m,small,"cross-gen candidate: mercy_spare(S) from the Molag Bal Part B profile, stepped down; reviewed A8"
MQ301,The Fallen,240,Lured the dragon Odahviing into Dragonsreach and spared him for parley,deceit,Nocturnal,+,m,small,"cross-gen candidate: deceit(m) from the Nocturnal Part B profile, stepped down; reviewed A8"
FreeformSkyHavenTempleD,Dragon Research,100,Delivered a dragon bone and scale for Esbern's research,disciplined_study,Hermaeus Mora,+,S,small,"cross-gen candidate: disciplined_study(S) from the Hermaeus Mora Part B profile, stepped down; reviewed A8"
BardsCollegePoeticEdda,Collecting the Edda,200,Recovered the Poetic Edda from Fellglow Keep and returned it to the Bards College,disciplined_study,Hermaeus Mora,+,m,small,"cross-gen candidate: disciplined_study(S) from the Hermaeus Mora Part B profile, stepped down; reviewed A8"
DB02a,Sanctuary,200,Accepted the first assassination contracts from Nazir and committed to the Brotherhood's creed,keep_oath,Mehrunes Dagon,-,m,small,"cross-gen candidate: keep_oath(m) from the Mehrunes Dagon Part B profile, stepped down; reviewed A8"
MQ301,The Fallen,240,Lured the dragon Odahviing into Dragonsreach and spared him for parley,deceit,Clavicus Vile,+,m,small,"cross-gen candidate: deceit(S) from the Clavicus Vile Part B profile, stepped down; spare-for-parley is a literal bargain, direct anchor match; reviewed A9"
MS05,Tending the Flames,300,Restored King Olaf's Verse and was inducted into the Bards College at the festival,aesthetic_devotion,Dibella,+,C,small,"owner ruling 2026-07-05: the college's festival of the arts completed -- her core beat (hand-authored small.C). Direct QUST readback 2026-08-12 confirms stage 300 is CompleteQuest with journal text: 'I have been inducted into the Bards College in Solitude.'"
