editor_id,quest_name,outcome_stage,outcome,act_tags,deity,valence,intensity,magnitude,citation
dunHunterQST,Kyne's Sacred Trials,100,Defeated the guardian beast-spirits as worthy prey,the_hunt,Hircine,+,m,small,"dunHunterQST s100: the trials pit the hunter against guardian beast-spirits (the_hunt m). Hircine honors any worthy hunt, but this hunt belongs to Kyne and rejects his glory-chase framing -> m/small contrast cell, mirroring how DA05 keeps Hircine primary. UESP: Kyne's Sacred Trials"
dunHunterQST,Kyne's Sacred Trials,100,Hunted with respect under the forest's law,the_hunt,Y'ffre,+,m,small,"dunHunterQST s100: the trials are the respectful hunt done rightly (the_hunt m). Y'ffre's Pact teaches that meat is taken with respect; a hunt sanctified by trial reads as proper conduct toward the wild, secondary to the Bosmer substrate -> m/small. UESP: Kyne's Sacred Trials"
MQ104,Dragon Rising,160,Slew the dragon Mirmulnir as the covenant of order against dragon chaos,kill_honorable_combat,Akatosh,+,S,small,"MQ104 s160: a dragon defying the covenant of time slain (kill_honorable_combat S). Akatosh is the Dragon of Time whose order Alduin's brood breaks; the audit found dragon kills credited Alkosh but not Akatosh (inequity running toward the Khajiit face). Parity with the Alkosh s160 cell -> S/small. UESP: Dragon Rising / Akatosh"
MQ106,A Blade in the Dark,200,Slew the named dragon Sahloknir raised against the order of time,kill_honorable_combat,Akatosh,+,S,small,"MQ106 s200: Sahloknir, raised by Alduin against the covenant, destroyed (kill_honorable_combat S). Parity with the Alkosh s200 cell -> S/small. UESP: A Blade in the Dark"
MQ206,Alduin's Bane,220,Drove off Alduin the World-Eater who devours the covenant of time,kill_honorable_combat,Akatosh,+,S,small,"MQ206 s220: Alduin, firstborn of Akatosh turned World-Eater, beaten back (kill_honorable_combat S). Restoring time's order is Akatosh's core stake in the main quest. Parity with the Alkosh s220 cell -> S/small. UESP: Alduin's Bane"
MQ305,Dragonslayer,200,Destroyed Alduin and restored the covenant of time,kill_honorable_combat,Akatosh,+,S,small,"MQ305 s200: the World-Eater destroyed in Sovngarde (kill_honorable_combat S). Parity with the Alkosh s200 cell -> S/small. UESP: Dragonslayer"
MQ206,Alduin's Bane,220,Turned back the devourer of elven time,kill_honorable_combat,Auri-El,+,m,small,"MQ206 s220: Alduin driven off (kill_honorable_combat m). Auri-El is the Aldmeri face of the time-dragon; the World-Eater unmade is order restored, though mortal dragon-war is peripheral to his ascendant path -> m/small (one step below the Akatosh/Alkosh S cells). UESP: Auri-El"
MQ305,Dragonslayer,200,Saw the World-Eater unmade and the long order of time upheld,kill_honorable_combat,Auri-El,+,m,small,"MQ305 s200: Alduin destroyed (kill_honorable_combat m). Same Auri-El reading as MQ206 -> m/small. UESP: Dragonslayer / Auri-El"
DA07,Pieces of the Past,100,Served Mehrunes Dagon by reforging the Razor,serve_a_daedra:dagon,Auri-El,-,m,small,"DA07 s100: reassembled and took up Dagon's Razor (serve_a_daedra:dagon m). Auri-El's Part B profile disapproves all Daedra-service (S); Dagon the Razing is the antithesis of the ascendant order, but the act is far from Altmer practice -> m/small echo of the Akatosh -m cell. UESP: Pieces of the Past"
DA01,The Black Star,110,Helped Nelacar bind souls into the corrupted Star,necromancy,Tu'whacca,-,m,small,"DA01 s110: chose the black soul gem path (necromancy m). Tu'whacca guides souls to the Far Shores; trapping mortal souls in Malyn's star is theft from his ferry. Profile disapproves necromancy (C) but the act is one remove from Yokudan practice -> m/small echo of the Arkay -m cell. UESP: The Black Star"
DA09,The Break of Dawn,500,Cleansed Meridia's beacon and destroyed the necromancer Malkoran,"slay_undead,cure_undeath",Tu'whacca,+,m,small,"DA09 s500: Malkoran and his shades destroyed (slay_undead m). Bound dead released back into the cycle serves the Far Shores duty, though Meridia's crusade is not Tu'whacca's rite -> m/small echo of the Arkay +S cell. UESP: The Break of Dawn"
DA11,The Taste of Death,100,Desecrated the honored dead in Namira's feast,desecrate_the_dead,Tu'whacca,-,m,small,"DA11 s100: joined the feast on the dead (desecrate_the_dead m). The dead defiled are souls dishonored on their passage; one step below the Arkay -S cell -> m/small. UESP: The Taste of Death"
DA11,The Taste of Death,100,Defiled the dead whose names are written in the ledger,desecrate_the_dead,Xarxes,-,m,small,"DA11 s100: the dead devoured (desecrate_the_dead m). Xarxes keeps the record of the honored dead; their desecration blots his ledger. Profile disapproves desecrate_the_dead (S); cross-race quest beat -> m/small. UESP: The Taste of Death / Xarxes"
MG07,The Staff of Magnus,30,Destroyed the risen dead beneath Labyrinthian,slay_undead,Tu'whacca,+,S,small,"MG07 s30: draugr of Labyrinthian laid low (slay_undead S). The audit found this the ONLY slay_undead cell missing Tu'whacca (C06/CW02/MS14 already credit him); profile approves slay_undead (S) -> S/small, one step below the Arkay C cell. UESP: The Staff of Magnus"
t02,The Book of Love,200,Reunited the spirits Ruki and Fenrig beyond death,honor_the_dead,Tu'whacca,+,S,small,"t02 (0211D5) s200: two long-dead souls guided to rest together (honor_the_dead S). Guiding souls to their proper rest IS Tu'whacca's office; one step below the Arkay C cell because the rite is Mara's -> S/small. UESP: The Book of Love"
t02,The Book of Love,200,Entered two reunited souls into the long ledger of the dead,honor_the_dead,Xarxes,+,m,small,"t02 s200: Ruki and Fenrig's story completed and recorded (honor_the_dead m). Xarxes the scribe keeps the ledger of the reunited dead; ancestry-record reading of a Mara rite -> m/small. UESP: The Book of Love / Xarxes"
t02,The Book of Love,200,Saw the winds bear two faithful dead to their rest,honor_the_dead,Khenarthi,+,m,small,"t02 s200: the lovers' spirits pass on together (honor_the_dead m). Khenarthi bears worthy dead on the winds to the Sands Behind the Stars; her death-guide aspect mildly approves -> m/small (her primary surface stays the lunar/road substrate, per the T03 precedent). UESP: The Book of Love / Khenarthi"
DB08,Recipe for Disaster,200,Stole the Writ of Passage from the murdered Gourmet,theft_burglary,Z'en,-,m,small,"DB08 s200: killed the Gourmet and took his writ (theft_burglary m). To Z'en every taking creates a debt; a stolen name compounds an unpayable one. One step below the Zenithar -S cell -> m/small. UESP: Recipe for Disaster"
TG00,A Chance Arrangement,200,Framed Brand-Shei with planted goods for coin,"theft_burglary,deceit",Z'en,-,m,small,"TG00 s200: planted stolen goods on an innocent trader (deceit/theft m). Debt laid on a man who owes nothing is Z'en's law inverted. One step below the Zenithar -S cell -> m/small. UESP: A Chance Arrangement"
TG02,Loud and Clear,200,Burgled Goldenglow Estate and burned its hives,theft_burglary,Z'en,-,m,small,"TG02 s200: burglary and arson against a paying business (theft_burglary m). Unearned taking and ruined livelihood; debt without redress. One step below the Zenithar -S cell -> m/small. UESP: Loud and Clear"
TG03,Dampened Spirits,200,Poisoned the Honningbrew vats to ruin an honest brewer,"exploit_cheat,deceit",Z'en,-,S,small,"TG03 s200: destroyed Honningbrew through poison and fraud (exploit_cheat S). Profile holds exploit_cheat at S: a competitor ruined by sabotage is the purest breach of proportionate redress. One step below the Zenithar -C cell -> S/small. UESP: Dampened Spirits"
TG06,Hard Answers,200,Stole Gallus's journal through burglary and forgery,theft_burglary,Z'en,-,m,small,"TG06 s200: broke into the Dwemer museum and forged entry (theft_burglary m). One step below the Zenithar -S cell -> m/small. UESP: Hard Answers"
DA02,Boethiah's Calling,40,Lured a trusting companion to the altar and slew them bound,"ritual_sacrifice,kill_the_helpless",Stuhn,-,S,small,"DA02 s40: sacrificed a follower bound to Boethiah's altar (kill_the_helpless S). Stuhn is the shield-thane of mercy to the yielding; a bound companion slain is his law broken at the root. One step below the Stendarr -C milestone -> S/small. Imperial Library: Stuhn"
DA07,Pieces of the Past,150,Spared Silus and refused the Razor's price,mercy_spare,Stuhn,+,m,small,"DA07 s150: refused to kill Silus at Dagon's bidding (mercy_spare m). Mercy to a man already beaten is Stuhn's ransom-law. One step below the Stendarr +S cell -> m/small. Imperial Library: Stuhn"
DA10,The House of Horrors,200,Beat the priest Logrolf to death at Molag Bal's command,"kill_the_helpless,murder_treacherous",Stuhn,-,S,small,"DA10 s200: killed the captive priest in the abandoned house (kill_the_helpless S). A prisoner slain under a god of domination is the anti-ransom. One step below the Stendarr -C milestone -> S/small. UESP: The House of Horrors"
DA11,The Taste of Death,100,Slew the trusting priest Verulus for the feast,"murder_treacherous,kill_the_helpless",Stuhn,-,m,small,"DA11 s100: led Verulus to the table and killed him helpless (kill_the_helpless m). One step below the Stendarr -S cell -> m/small. UESP: The Taste of Death"
DA11,The Taste of Death,250,Defended Verulus and refused Namira's feast,"mercy_spare,protect_the_weak",Stuhn,+,m,small,"DA11 s250: turned on the coven and spared the intended victim (mercy_spare m). One step below the Stendarr +S cell -> m/small. UESP: The Taste of Death"
DA16,Waking Nightmare,200,Spared Erandur at the Skull of Corruption,mercy_spare,Stuhn,+,m,small,"DA16 s200: let Erandur finish his rite and live (mercy_spare m). Mercy to a yielding penitent; floor intensity matches the Stendarr +m anchor -> m/small. UESP: Waking Nightmare"
DB10,Death Incarnate,70,Cut down the helpless survivors of the Falkreath sanctuary purge,kill_the_helpless,Stuhn,-,S,small,"DB10 s70: finished the doomed Brotherhood remnants (kill_the_helpless S). One step below the Stendarr -C cell -> S/small. UESP: Death Incarnate"
TG03,Dampened Spirits,200,Ruined the strong by trick and misdirection,deceit,Rajhin,+,m,small,"TG03 s200: Honningbrew taken down by an elegant con, not a blade (deceit m). Rajhin prizes the artful trick; sabotage-for-hire is craft if not legend. Matches the Nocturnal +m anchor -> m/small. UESP: Dampened Spirits / Rajhin"
TG03,Dampened Spirits,200,Pulled a pariah's prank that toppled a rich man's table,deceit,Baan Dar,+,m,small,"TG03 s200: the brewer's ruin by cunning (deceit m). Baan Dar is the pariah whose tricks humble the comfortable. Matches the Nocturnal +m anchor -> m/small. UESP: Dampened Spirits / Baan Dar"
TG04,Scoundrel's Folly,200,Worked deception through the docks and the Dwemer museum,"deceit,theft_burglary",Rajhin,+,m,small,"TG04 s200: impersonation and infiltration at Solitude's docks (deceit m). Artful misdirection in Rajhin's style. Matches the Nocturnal +m anchor -> m/small. UESP: Scoundrel's Folly"
TG04,Scoundrel's Folly,200,Slipped unseen through the strong men's halls,"deceit,theft_burglary",Baan Dar,+,m,small,"TG04 s200: trickery against Mercer's trail (deceit m). Matches the Nocturnal +m anchor -> m/small. UESP: Scoundrel's Folly / Baan Dar"
t02,The Book of Love,200,Served love made whole across death itself,marriage_family,Dibella,+,m,small,"t02 s200: Mara's rite of love completed (marriage_family m). Part D already records that Dibella shares marriage with Mara (marriage_family m in her profile); the audit found The Book of Love credited Mara alone. Her profile holds marriage_family at m, so the echo sits two steps below the Mara C milestone -> m/small. UESP: The Book of Love"
MG01,First Lessons,200,Entered the College and took up disciplined study,disciplined_study,Xarxes,+,m,small,"MG01 s200: admitted to the College of Winterhold (disciplined_study m). Xarxes hoards preserved knowledge; profile holds disciplined_study at S, but College curricula are human institutions -> m/small echo of the Magnus/Julianos C cells. UESP: First Lessons / Xarxes"
MG02,Under Saarthal,200,Recovered the buried knowledge beneath Saarthal,disciplined_study,Xarxes,+,m,small,"MG02 s200: Saarthal's secret unearthed and recorded (disciplined_study m). Old knowledge recovered into the ledger -> m/small echo. UESP: Under Saarthal"
MG03,Hitting the Books,200,Recovered the stolen books of Fellglow Keep,disciplined_study,Xarxes,+,m,small,"MG03 s200: stolen lore returned to the library (disciplined_study m). Books recovered and re-shelved is Xarxes's office in miniature -> m/small echo. UESP: Hitting the Books"
MG04,Good Intentions,200,Heeded the Augur and carried warning to the Arch-Mage,disciplined_study,Xarxes,+,m,small,"MG04 s200: the Augur's counsel sought and heeded (disciplined_study m) -> m/small echo. UESP: Good Intentions"
mg06,Revealing the Unseen,200,Traced Synod research to the Oculory and revealed the Staff,disciplined_study,Xarxes,+,m,small,"mg06 s200: the Oculory's revelation earned by scholarship (disciplined_study m) -> m/small echo. UESP: Revealing the Unseen"
MG07,The Staff of Magnus,200,Claimed the Staff of Magnus from Labyrinthian,disciplined_study,Julianos,+,S,small,"MG07 s200: the Staff recovered through scholarship and trial (disciplined_study S). The audit found MG07's terminal stage credited Magnus alone while every other College beat pairs Julianos; one step below the Magnus C milestone -> S/small. UESP: The Staff of Magnus"
MG07,The Staff of Magnus,200,Recovered the lost Staff into the record,disciplined_study,Xarxes,+,m,small,"MG07 s200: an artifact of Magnus recovered from a dead city (disciplined_study m) -> m/small echo. UESP: The Staff of Magnus"
MG08,The Eye of Magnus,200,Contained the Eye and preserved what could be known of it,disciplined_study,Xarxes,+,m,small,"MG08 s200: the Eye contained, its lore preserved rather than lost (disciplined_study m) -> m/small echo of the Magnus/Julianos C milestones. UESP: The Eye of Magnus"
MQ304,Sovngarde,200,Made way through Alduin's mist to Shor's hall against impossible odds,prove_by_struggle,HoonDing,+,m,small,"MQ304 s200: crossed Sovngarde's devouring mist where the honored dead were trapped (prove_by_struggle m). The HoonDing is the Make Way God who manifests at impossible passage; a mortal cutting a path through the World-Eater's own mist is make-way made literal. Rare-by-design (weekly-cap designNote) keeps it m/small below the Talos S cell. UESP: Sovngarde / HoonDing"
TG08B,Blindsighted,50,Recovered the Skeleton Key from Mercer Frey the Guild's own betrayer,"theft_burglary,kill_honorable_combat",Rajhin,+,m,small,"TG08B s50: stole back the Key from Mercer, the master thief who betrayed the Guild and Nocturnal (theft_burglary m). Rajhin prizes artful theft from a NOTABLE target; outwitting the greatest thief in Skyrim is exactly his legend. Matches the Nocturnal +S anchor one step down -> m/small. UESP: Blindsighted / Rajhin"
TG08B,Blindsighted,50,Took from the betrayer what he stole from his own,"theft_burglary,kill_honorable_combat",Baan Dar,+,m,small,"TG08B s50: robbed Mercer, the unjust who preyed on his own (theft_burglary m). Baan Dar's theft is FROM THE STRONG/UNJUST; recovering the Key from the Guild's traitor is pariah justice, not the morally-mixed early Guild jobs (those serve Maven and are waived for him). Matches the Nocturnal +S anchor one step down -> m/small. UESP: Blindsighted / Baan Dar"
DLC1VQSaint,Impatience of a Saint,200,Gathered Saint Jiub's lost opus pages in the Soul Cairn and returned a trapped soul his life's work,honor_the_dead,Azura,+,m,small,"DLC1VQSaint s200: recovered all ten pages of Jiub's Opus for a soul trapped in the Soul Cairn (honor_the_dead m). Azura is mercy to the cursed and outcast; giving a snared soul his legacy back is her clearest beat in the DLC. Token is Azura (runtime-repaired DeityName; the shared record also serves the Khajiit Azurah face). UESP: Impatience of a Saint"
C06,Glory of the Dead,65,Cured Kodlak of the lycanthropic taint (cleansed his soul),cure_undeath,Azura,+,m,small,"C06 s65: burned the witch head and freed Kodlak's soul from the beast-taint (cure_undeath m). Mercy to the cursed made whole is Azura's own doctrine (her LD heal-or-cure like); one step down from the Meridia +S cell per the aspect-parity step-down rule. UESP: Glory of the Dead"
DLC1SeranaCureSelfQuest,Serana's Cure,200,Serana returned from Falion cured of vampirism,cure_undeath,Azura,+,S,small,"DLC1SeranaCureSelfQuest s200: Serana returns cured after the player urged her to seek Falion (cure_undeath S). The cursed daughter of Coldharbour brought back whole is Azura's mercy against Molag Bal's dominion -- her S-grade beat (light vs domination). PROVISIONAL stage semantics: background RunOnce quest with no journal; s200 = post-cure return per UESP behavior; confirm with a setstage probe in the tranche smoke. UESP: Serana / Rising at Dawn"
DA09,The Break of Dawn,500,Returned Meridia's beacon and purged the necromancer Malkoran from Kilkreath,slay_undead,Azura,+,m,small,"DA09 s500: cleansed Kilkreath of Malkoran and his shades (slay_undead m). Anti-undeath kinship echo: the dawn-lady's temple purged of soul-defilers pleases the Mother of the Rose one step down from Meridia's own quest credit. UESP: The Break of Dawn"
CW02A,The Jagged Crown,72,Destroy the undead in Korvanjund,slay_undead,Azura,+,m,small,"CW02A s72: destroyed the Korvanjund draugr (slay_undead m). The dawn drives back undeath (her LD kill-undead like); echo of the Meridia +C cell stepped down to m per aspect-parity. UESP: The Jagged Crown"
CW02B,The Jagged Crown,72,Destroy the undead in Korvanjund,slay_undead,Azura,+,m,small,"CW02B s72: destroyed the Korvanjund draugr (slay_undead m). Same beat as CW02A on the Imperial branch; echo of the Meridia +C cell stepped down to m. UESP: The Jagged Crown"
