editor_id,quest_name,outcome_stage,outcome,act_tags,deity,valence,intensity,magnitude,citation
BQ04,Bounty: Dragon,200,Killed a dragon under a hold bounty and collected the reward.,uphold_law_justice,Namira,-,m,small,"cross-gen candidate: uphold_law_justice(m) from the Namira Part B profile, stepped down; owner-approved official-content retrospective 2026-08-12"
BQ04,Bounty: Dragon,200,Killed a dragon under a hold bounty and collected the reward.,uphold_law_justice,Sheogorath,-,m,small,"cross-gen candidate: uphold_law_justice(m) from the Sheogorath Part B profile, stepped down; owner-approved official-content retrospective 2026-08-12"
BQ04,Bounty: Dragon,200,Killed a dragon under a hold bounty and collected the reward.,kill_honorable_combat,Shor,+,S,small,"cross-gen candidate: kill_honorable_combat(C) from the Shor Part B profile, stepped down; owner-approved official-content retrospective 2026-08-12"
BQ04,Bounty: Dragon,200,Killed a dragon under a hold bounty and collected the reward.,uphold_law_justice,Sithis,-,m,small,"cross-gen candidate: uphold_law_justice(m) from the Sithis Part B profile, stepped down; owner-approved official-content retrospective 2026-08-12"
BQ04,Bounty: Dragon,200,Killed a dragon under a hold bounty and collected the reward.,uphold_law_justice,Stendarr,+,m,small,"cross-gen candidate: uphold_law_justice(S) from the Stendarr Part B profile, stepped down; owner-approved official-content retrospective 2026-08-12"
BQ04,Bounty: Dragon,200,Killed a dragon under a hold bounty and collected the reward.,uphold_law_justice,Stuhn,+,m,small,"cross-gen candidate: uphold_law_justice(m) from the Stuhn Part B profile, stepped down; owner-approved official-content retrospective 2026-08-12"
BQ04,Bounty: Dragon,200,Killed a dragon under a hold bounty and collected the reward.,kill_honorable_combat,Talos,+,m,small,"cross-gen candidate: kill_honorable_combat(S) from the Talos Part B profile, stepped down; owner-approved official-content retrospective 2026-08-12"
BQ04,Bounty: Dragon,200,Killed a dragon under a hold bounty and collected the reward.,kill_honorable_combat,Trinimac,+,m,small,"cross-gen candidate: kill_honorable_combat(S) from the Trinimac Part B profile, stepped down; owner-approved official-content retrospective 2026-08-12"
BQ04,Bounty: Dragon,200,Killed a dragon under a hold bounty and collected the reward.,kill_honorable_combat,Tsun,+,m,small,"cross-gen candidate: kill_honorable_combat(S) from the Tsun Part B profile, stepped down; owner-approved official-content retrospective 2026-08-12"
BQ04,Bounty: Dragon,200,Killed a dragon under a hold bounty and collected the reward.,uphold_law_justice,Vaermina,-,m,small,"cross-gen candidate: uphold_law_justice(m) from the Vaermina Part B profile, stepped down; owner-approved official-content retrospective 2026-08-12"
BQ04,Bounty: Dragon,200,Killed a dragon under a hold bounty and collected the reward.,uphold_law_justice,Z'en,+,m,small,"cross-gen candidate: uphold_law_justice(S) from the Z'en Part B profile, stepped down; owner-approved official-content retrospective 2026-08-12"
BQ04,Bounty: Dragon,200,Killed a dragon under a hold bounty and collected the reward.,uphold_law_justice,Zenithar,+,m,small,"cross-gen candidate: uphold_law_justice(m) from the Zenithar Part B profile, stepped down; owner-approved official-content retrospective 2026-08-12"
BYOHHouseBanditAttack2,,60,Freed a kidnapped spouse from bandit captivity.,free_wrongfully_imprisoned,Baan Dar,+,m,small,"cross-gen candidate: free_wrongfully_imprisoned(m) from the Baan Dar Part B profile, stepped down; owner-approved official-content retrospective 2026-08-12"
BYOHHouseBanditAttack2,,60,Freed a kidnapped spouse from bandit captivity.,marriage_family,Dibella,+,m,small,"cross-gen candidate: marriage_family(m) from the Dibella Part B profile, stepped down; owner-approved official-content retrospective 2026-08-12"
BYOHHouseBanditAttack2,,60,Freed a kidnapped spouse from bandit captivity.,protect_the_weak,Khenarthi,+,m,small,"cross-gen candidate: protect_the_weak(S) from the Khenarthi Part B profile, stepped down; owner-approved official-content retrospective 2026-08-12"
BYOHHouseBanditAttack2,,60,Freed a kidnapped spouse from bandit captivity.,protect_the_weak,Kynareth,+,m,small,"cross-gen candidate: protect_the_weak(m) from the Kynareth Part B profile, stepped down; owner-approved official-content retrospective 2026-08-12"
BYOHHouseBanditAttack2,,60,Freed a kidnapped spouse from bandit captivity.,marriage_family,Mara,+,S,small,"cross-gen candidate: marriage_family(C) from the Mara Part B profile, stepped down; owner-approved official-content retrospective 2026-08-12"
BYOHHouseBanditAttack2,,60,Freed a kidnapped spouse from bandit captivity.,free_wrongfully_imprisoned,Molag Bal,-,m,small,"cross-gen candidate: free_wrongfully_imprisoned(m) from the Molag Bal Part B profile, stepped down; owner-approved official-content retrospective 2026-08-12"
BYOHHouseBanditAttack2,,60,Freed a kidnapped spouse from bandit captivity.,free_wrongfully_imprisoned,Stendarr,+,S,small,"cross-gen candidate: free_wrongfully_imprisoned(C) from the Stendarr Part B profile, stepped down; owner-approved official-content retrospective 2026-08-12"
BYOHHouseBanditAttack2,,60,Freed a kidnapped spouse from bandit captivity.,free_wrongfully_imprisoned,Stuhn,+,m,small,"cross-gen candidate: free_wrongfully_imprisoned(S) from the Stuhn Part B profile, stepped down; owner-approved official-content retrospective 2026-08-12"
BYOHHouseBanditAttack2,,60,Freed a kidnapped spouse from bandit captivity.,protect_the_weak,Syrabane,+,S,small,"cross-gen candidate: protect_the_weak(C) from the Syrabane Part B profile, stepped down; owner-approved official-content retrospective 2026-08-12"
BYOHHouseBanditAttack2,,60,Freed a kidnapped spouse from bandit captivity.,protect_the_weak,Talos,+,m,small,"cross-gen candidate: protect_the_weak(m) from the Talos Part B profile, stepped down; owner-approved official-content retrospective 2026-08-12"
BYOHHouseBanditAttack2,,60,Freed a kidnapped spouse from bandit captivity.,protect_the_weak,The Hist,+,m,small,"cross-gen candidate: protect_the_weak(S) from the The Hist Part B profile, stepped down; owner-approved official-content retrospective 2026-08-12"
BYOHHouseBanditAttack2,,60,Freed a kidnapped spouse from bandit captivity.,protect_the_weak,Tsun,+,m,small,"cross-gen candidate: protect_the_weak(m) from the Tsun Part B profile, stepped down; owner-approved official-content retrospective 2026-08-12"
BYOHHouseBanditAttack2,,70,Paid the ransom and freed a kidnapped spouse from bandit captivity.,free_wrongfully_imprisoned,Baan Dar,+,m,small,"cross-gen candidate: free_wrongfully_imprisoned(m) from the Baan Dar Part B profile, stepped down; owner-approved official-content retrospective 2026-08-12"
BYOHHouseBanditAttack2,,70,Paid the ransom and freed a kidnapped spouse from bandit captivity.,marriage_family,Dibella,+,m,small,"cross-gen candidate: marriage_family(m) from the Dibella Part B profile, stepped down; owner-approved official-content retrospective 2026-08-12"
BYOHHouseBanditAttack2,,70,Paid the ransom and freed a kidnapped spouse from bandit captivity.,protect_the_weak,Khenarthi,+,m,small,"cross-gen candidate: protect_the_weak(S) from the Khenarthi Part B profile, stepped down; owner-approved official-content retrospective 2026-08-12"
BYOHHouseBanditAttack2,,70,Paid the ransom and freed a kidnapped spouse from bandit captivity.,protect_the_weak,Kynareth,+,m,small,"cross-gen candidate: protect_the_weak(m) from the Kynareth Part B profile, stepped down; owner-approved official-content retrospective 2026-08-12"
BYOHHouseBanditAttack2,,70,Paid the ransom and freed a kidnapped spouse from bandit captivity.,marriage_family,Mara,+,S,small,"cross-gen candidate: marriage_family(C) from the Mara Part B profile, stepped down; owner-approved official-content retrospective 2026-08-12"
BYOHHouseBanditAttack2,,70,Paid the ransom and freed a kidnapped spouse from bandit captivity.,free_wrongfully_imprisoned,Molag Bal,-,m,small,"cross-gen candidate: free_wrongfully_imprisoned(m) from the Molag Bal Part B profile, stepped down; owner-approved official-content retrospective 2026-08-12"
BYOHHouseBanditAttack2,,70,Paid the ransom and freed a kidnapped spouse from bandit captivity.,free_wrongfully_imprisoned,Stendarr,+,S,small,"cross-gen candidate: free_wrongfully_imprisoned(C) from the Stendarr Part B profile, stepped down; owner-approved official-content retrospective 2026-08-12"
BYOHHouseBanditAttack2,,70,Paid the ransom and freed a kidnapped spouse from bandit captivity.,free_wrongfully_imprisoned,Stuhn,+,m,small,"cross-gen candidate: free_wrongfully_imprisoned(S) from the Stuhn Part B profile, stepped down; owner-approved official-content retrospective 2026-08-12"
BYOHHouseBanditAttack2,,70,Paid the ransom and freed a kidnapped spouse from bandit captivity.,protect_the_weak,Syrabane,+,S,small,"cross-gen candidate: protect_the_weak(C) from the Syrabane Part B profile, stepped down; owner-approved official-content retrospective 2026-08-12"
BYOHHouseBanditAttack2,,70,Paid the ransom and freed a kidnapped spouse from bandit captivity.,protect_the_weak,Talos,+,m,small,"cross-gen candidate: protect_the_weak(m) from the Talos Part B profile, stepped down; owner-approved official-content retrospective 2026-08-12"
BYOHHouseBanditAttack2,,70,Paid the ransom and freed a kidnapped spouse from bandit captivity.,protect_the_weak,The Hist,+,m,small,"cross-gen candidate: protect_the_weak(S) from the The Hist Part B profile, stepped down; owner-approved official-content retrospective 2026-08-12"
BYOHHouseBanditAttack2,,70,Paid the ransom and freed a kidnapped spouse from bandit captivity.,protect_the_weak,Tsun,+,m,small,"cross-gen candidate: protect_the_weak(m) from the Tsun Part B profile, stepped down; owner-approved official-content retrospective 2026-08-12"
BYOHHouseBanditAttack2,,100,Rescued a kidnapped spouse from the bandit dungeon.,free_wrongfully_imprisoned,Baan Dar,+,m,small,"cross-gen candidate: free_wrongfully_imprisoned(m) from the Baan Dar Part B profile, stepped down; owner-approved official-content retrospective 2026-08-12"
BYOHHouseBanditAttack2,,100,Rescued a kidnapped spouse from the bandit dungeon.,marriage_family,Dibella,+,m,small,"cross-gen candidate: marriage_family(m) from the Dibella Part B profile, stepped down; owner-approved official-content retrospective 2026-08-12"
BYOHHouseBanditAttack2,,100,Rescued a kidnapped spouse from the bandit dungeon.,protect_the_weak,Khenarthi,+,m,small,"cross-gen candidate: protect_the_weak(S) from the Khenarthi Part B profile, stepped down; owner-approved official-content retrospective 2026-08-12"
BYOHHouseBanditAttack2,,100,Rescued a kidnapped spouse from the bandit dungeon.,protect_the_weak,Kynareth,+,m,small,"cross-gen candidate: protect_the_weak(m) from the Kynareth Part B profile, stepped down; owner-approved official-content retrospective 2026-08-12"
BYOHHouseBanditAttack2,,100,Rescued a kidnapped spouse from the bandit dungeon.,marriage_family,Mara,+,S,small,"cross-gen candidate: marriage_family(C) from the Mara Part B profile, stepped down; owner-approved official-content retrospective 2026-08-12"
BYOHHouseBanditAttack2,,100,Rescued a kidnapped spouse from the bandit dungeon.,free_wrongfully_imprisoned,Molag Bal,-,m,small,"cross-gen candidate: free_wrongfully_imprisoned(m) from the Molag Bal Part B profile, stepped down; owner-approved official-content retrospective 2026-08-12"
BYOHHouseBanditAttack2,,100,Rescued a kidnapped spouse from the bandit dungeon.,free_wrongfully_imprisoned,Stendarr,+,S,small,"cross-gen candidate: free_wrongfully_imprisoned(C) from the Stendarr Part B profile, stepped down; owner-approved official-content retrospective 2026-08-12"
BYOHHouseBanditAttack2,,100,Rescued a kidnapped spouse from the bandit dungeon.,free_wrongfully_imprisoned,Stuhn,+,m,small,"cross-gen candidate: free_wrongfully_imprisoned(S) from the Stuhn Part B profile, stepped down; owner-approved official-content retrospective 2026-08-12"
BYOHHouseBanditAttack2,,100,Rescued a kidnapped spouse from the bandit dungeon.,protect_the_weak,Syrabane,+,S,small,"cross-gen candidate: protect_the_weak(C) from the Syrabane Part B profile, stepped down; owner-approved official-content retrospective 2026-08-12"
BYOHHouseBanditAttack2,,100,Rescued a kidnapped spouse from the bandit dungeon.,protect_the_weak,Talos,+,m,small,"cross-gen candidate: protect_the_weak(m) from the Talos Part B profile, stepped down; owner-approved official-content retrospective 2026-08-12"
BYOHHouseBanditAttack2,,100,Rescued a kidnapped spouse from the bandit dungeon.,protect_the_weak,The Hist,+,m,small,"cross-gen candidate: protect_the_weak(S) from the The Hist Part B profile, stepped down; owner-approved official-content retrospective 2026-08-12"
BYOHHouseBanditAttack2,,100,Rescued a kidnapped spouse from the bandit dungeon.,protect_the_weak,Tsun,+,m,small,"cross-gen candidate: protect_the_weak(m) from the Tsun Part B profile, stepped down; owner-approved official-content retrospective 2026-08-12"
BYOHHouseBuilding,,150,Bought lumber for construction of a homestead.,honest_labor_trade,Z'en,+,S,small,"cross-gen candidate: honest_labor_trade(C) from the Z'en Part B profile, stepped down; owner-approved official-content retrospective 2026-08-12"
BYOHHouseBuilding,,150,Bought lumber for construction of a homestead.,honest_labor_trade,Zenithar,+,S,small,"cross-gen candidate: honest_labor_trade(C) from the Zenithar Part B profile, stepped down; owner-approved official-content retrospective 2026-08-12"
BYOHHouseFalkreath,,130,Built the foundation of Lakeview Manor.,build_homestead,Mara,+,S,small,"cross-gen candidate: build_homestead(C) from the Mara Part B profile, stepped down; owner-approved official-content retrospective 2026-08-12"
BYOHHouseFalkreath,,130,Built the foundation of Lakeview Manor.,build_homestead,Z'en,+,m,small,"cross-gen candidate: build_homestead(S) from the Z'en Part B profile, stepped down; owner-approved official-content retrospective 2026-08-12"
BYOHHouseFalkreath,,130,Built the foundation of Lakeview Manor.,build_homestead,Zenithar,+,S,small,"cross-gen candidate: build_homestead(C) from the Zenithar Part B profile, stepped down; owner-approved official-content retrospective 2026-08-12"
BYOHHouseHjaalmarch,,130,Built the foundation of Windstad Manor.,build_homestead,Mara,+,S,small,"cross-gen candidate: build_homestead(C) from the Mara Part B profile, stepped down; owner-approved official-content retrospective 2026-08-12"
BYOHHouseHjaalmarch,,130,Built the foundation of Windstad Manor.,build_homestead,Z'en,+,m,small,"cross-gen candidate: build_homestead(S) from the Z'en Part B profile, stepped down; owner-approved official-content retrospective 2026-08-12"
BYOHHouseHjaalmarch,,130,Built the foundation of Windstad Manor.,build_homestead,Zenithar,+,S,small,"cross-gen candidate: build_homestead(C) from the Zenithar Part B profile, stepped down; owner-approved official-content retrospective 2026-08-12"
