editor_id,quest_name,outcome_stage,outcome,act_tags,deity,valence,intensity,magnitude,citation
DB11,Hail Sithis!,70,Optionally killed the contractor Amaund Motierre after taking payment (optional kill branch),murder_treacherous,Mara,-,m,small,cross-gen candidate: murder_treacherous(m) from the Mara Part B profile; distinct stage from existing DB11 s200; REVIEW before promotion; reviewed A1
MG03,Hitting the Books,55,,protect_the_weak,Mara,+,m,small,cross-gen candidate: protect_the_weak(m) from the Mara Part B profile; REVIEW before promotion; reviewed A1
MG05,Containment,200,,protect_the_weak,Mara,+,m,small,cross-gen candidate: protect_the_weak(m) from the Mara Part B profile; REVIEW before promotion; reviewed A1
MQ104,Dragon Rising,160,"Slay the dragon at the Western Watchtower in open battle, defending Whiterun",protect_the_weak,Mara,+,m,small,"cross-gen candidate: protect_the_weak(m) from the Mara Part B profile; distinct quest from CW03, both kept; REVIEW before promotion; reviewed A1"
MS14,Laid to Rest,200,Destroyed the master vampire Movarth and his coven preying on Morthal,protect_the_weak,Mara,+,m,small,cross-gen candidate: protect_the_weak(m) from the Mara Part B profile; REVIEW before promotion; reviewed A1
TG04,Scoundrel's Folly,200,Shadowed and coerced Gulum-Ei into confessing; optionally stole Firebrand Wine (single outcome),theft_burglary,Zenithar,-,m,small,"cross-gen candidate: theft_burglary(S) from the Zenithar Part B profile, stepped down; reviewed A2"
TG07,The Pursuit,200,Infiltrated and burgled Mercer Frey's Riftweald Manor to discover his heist plans (single outcome),theft_burglary,Zenithar,-,m,small,"cross-gen candidate: theft_burglary(S) from the Zenithar Part B profile, stepped down; reviewed A2"
DA02,Boethiah's Calling,40,Sacrifice the trusting + defeat champion + don Ebony Mail,kill_the_helpless,Dibella,-,m,small,"cross-gen candidate: kill_the_helpless(m) from the Dibella Part B profile, stepped down; reviewed A2"
DA03,A Daedra's Best Friend,155,Kill loyal Barbas + keep the Rueful Axe,kill_the_helpless,Dibella,-,m,small,"cross-gen candidate: kill_the_helpless(m) from the Dibella Part B profile, stepped down; reviewed A2"
DA10,The House of Horrors,200,Beat the captive priest into submission + kill him; Mace of Molag Bal,kill_the_helpless,Dibella,-,m,small,"cross-gen candidate: kill_the_helpless(m) from the Dibella Part B profile, stepped down; reviewed A2"
DA11,The Taste of Death,100,Feast on Verulus's corpse; Ring of Namira,kill_the_helpless,Dibella,-,m,small,"cross-gen candidate: kill_the_helpless(m) from the Dibella Part B profile, stepped down; reviewed A2"
DB03,Mourning Never Comes,30,"OPTIONAL: killed Nilsine Shatter-Shield, an innocent, for the bonus",kill_the_helpless,Dibella,-,m,small,"cross-gen candidate: kill_the_helpless(m) from the Dibella Part B profile, stepped down; reviewed A2"
DA07,Pieces of the Past,100,Kill Silus for Dagon; reforge Mehrunes' Razor,sow_chaos_madness,Julianos,-,m,small,"cross-gen candidate: sow_chaos_madness(S) from the Julianos Part B profile, stepped down; reviewed A2"
DA15,The Mind of Madness,200,Help Sheogorath return; the Wabbajack,sow_chaos_madness,Julianos,-,m,small,"cross-gen candidate: sow_chaos_madness(S) from the Julianos Part B profile, stepped down; reviewed A2"
FreeformKolskeggrA,Kolskeggr Mine (reclaim),200,Drove the Forsworn from Kolskeggr so Pavo and the miners could return to honest work,uphold_law_justice,Julianos,+,m,small,"cross-gen candidate: uphold_law_justice(S) from the Julianos Part B profile, stepped down; reviewed A2"
DA01,The Black Star,110,Complete the Black Star (give to Nelacar; traps mortal souls),necromancy,Kynareth,-,m,small,"cross-gen candidate: necromancy(m) from the Kynareth Part B profile, stepped down; reviewed A2"
DA05,Ill Met By Moonlight,105,Defend Sinding; spare the hunted (Ring of Hircine),protect_the_weak,Kynareth,+,m,small,"cross-gen candidate: protect_the_weak(m) from the Kynareth Part B profile, stepped down; reviewed A2"
DA11,The Taste of Death,250,Kill Eola; save Verulus from the cannibals,protect_the_weak,Kynareth,+,m,small,"cross-gen candidate: protect_the_weak(m) from the Kynareth Part B profile, stepped down; reviewed A2"
DA14,A Night To Remember,10,Trashed the Temple of Dibella in a drunken stupor,defile_nature,Kynareth,-,S,small,"cross-gen candidate: defile_nature(C) from the Kynareth Part B profile, stepped down; reviewed A2"
DA14,A Night To Remember,30,Clean the Temple + apologize to the priestesses of Dibella,heal_comfort,Kynareth,+,m,small,"cross-gen candidate: heal_comfort(m) from the Kynareth Part B profile, stepped down; reviewed A2"
DA16,Waking Nightmare,200,Allow Erandur to destroy the Skull; spare him,protect_the_weak,Kynareth,+,m,small,"cross-gen candidate: protect_the_weak(m) from the Kynareth Part B profile, stepped down; reviewed A2"
t02,The Book of Love,200,Reunited three estranged couples for the Temple of Mara (incl. lovers parted by death),heal_comfort,Kynareth,+,m,small,"cross-gen candidate: heal_comfort(m) from the Kynareth Part B profile, stepped down; reviewed A2"
MS14,Laid to Rest,200,Destroyed the master vampire Movarth and his coven preying on Morthal,protect_the_weak,Kynareth,+,m,small,"cross-gen candidate: protect_the_weak(m) from the Kynareth Part B profile, stepped down; reviewed A2"
DA05,Ill Met By Moonlight,105,Defend Sinding; spare the hunted (Ring of Hircine),protect_the_weak,Talos,+,m,small,"cross-gen candidate: protect_the_weak(m) from the Talos Part B profile, stepped down; reviewed A2"
DA06,The Cursed Tribe,200,Defend Largashbur; prove worthier than Yamarz; lift the curse,prove_by_struggle,Talos,+,m,small,"cross-gen candidate: prove_by_struggle(S) from the Talos Part B profile, stepped down; reviewed A2"
DA11,The Taste of Death,250,Kill Eola; save Verulus from the cannibals,protect_the_weak,Talos,+,m,small,"cross-gen candidate: protect_the_weak(m) from the Talos Part B profile, stepped down; reviewed A2"
DA16,Waking Nightmare,200,Allow Erandur to destroy the Skull; spare him,protect_the_weak,Talos,+,m,small,"cross-gen candidate: protect_the_weak(m) from the Talos Part B profile, stepped down; reviewed A2"
TG08B,Blindsighted,50,Slay the traitor Mercer Frey; recover the Skeleton Key,kill_honorable_combat,Talos,+,m,small,"cross-gen candidate: kill_honorable_combat(S) from the Talos Part B profile, stepped down; reviewed A2"
T01,The Heart of Dibella,200,Rescued Fjotra the kidnapped Sybil child from the Forsworn and restored her to the Temple of Dibella,protect_the_weak,Talos,+,m,small,"cross-gen candidate: protect_the_weak(m) from the Talos Part B profile, stepped down; reviewed A2"
MS14,Laid to Rest,200,Destroyed the master vampire Movarth and his coven preying on Morthal,protect_the_weak,Talos,+,m,small,"cross-gen candidate: protect_the_weak(m) from the Talos Part B profile, stepped down; reviewed A2"
DA06,The Cursed Tribe,200,Defend Largashbur; prove worthier than Yamarz; lift the curse,prove_by_struggle,Kyne,+,S,small,cross-gen candidate: prove_by_struggle(S) from the Kyne Part B profile; reviewed A3
DA10,The House of Horrors,200,Beat the captive priest into submission + kill him; Mace of Molag Bal,kill_the_helpless,Kyne,-,m,small,"cross-gen candidate: kill_the_helpless(m) from the Kyne Part B profile, stepped down; reviewed A3"
DA11,The Taste of Death,100,Feast on Verulus's corpse; Ring of Namira,kill_the_helpless,Kyne,-,m,small,"cross-gen candidate: kill_the_helpless(m) from the Kyne Part B profile, stepped down; reviewed A3"
DA11,The Taste of Death,250,Kill Eola; save Verulus from the cannibals,mercy_spare,Kyne,+,m,small,"cross-gen candidate: mercy_spare(m) from the Kyne Part B profile, stepped down; reviewed A3"
TG08B,Blindsighted,50,Slay the traitor Mercer Frey; recover the Skeleton Key,kill_honorable_combat,Kyne,+,m,small,"cross-gen candidate: kill_honorable_combat(S) from the Kyne Part B profile, stepped down; reviewed A3"
C01,Proving Honor,200,Won my place by a judged trial of valor (terminal),prove_by_struggle,Kyne,+,S,small,cross-gen candidate: prove_by_struggle(S) from the Kyne Part B profile; reviewed A3
C03,The Silver Hand,200,Killed armed Silver Hand foes in open battle (terminal),kill_honorable_combat,Kyne,+,m,small,"cross-gen candidate: kill_honorable_combat(S) from the Kyne Part B profile, stepped down; reviewed A3"
C04,Blood's Honor,200,Slew the hostile Glenmoril Witches in battle (terminal),kill_honorable_combat,Kyne,+,m,small,"cross-gen candidate: kill_honorable_combat(S) from the Kyne Part B profile, stepped down; reviewed A3"
C05,Purity of Revenge,200,Killed the armed Silver Hand in open battle to avenge a fallen leader (terminal),kill_honorable_combat,Kyne,+,m,small,"cross-gen candidate: kill_honorable_combat(S) from the Kyne Part B profile, stepped down; reviewed A3"
CW01A,Joining the Legion,1,Clear out bandits at Fort Hraggstad (armed foes in battle),kill_honorable_combat,Kyne,+,m,small,"cross-gen candidate: kill_honorable_combat(S) from the Kyne Part B profile, stepped down; reviewed A3"
CW01B,Joining the Stormcloaks,1,Kill the Ice Wraith at Serpentstone Isle to prove worthy,kill_honorable_combat,Kyne,+,m,small,"cross-gen candidate: kill_honorable_combat(S) from the Kyne Part B profile, stepped down; reviewed A3"
DB01,Innocence Lost,200,"Killed Grelod the Kind, the defenseless orphanage headmistress, on a child's Black Sacrament request",kill_the_helpless,Kyne,-,m,small,"cross-gen candidate: kill_the_helpless(m) from the Kyne Part B profile, stepped down; reviewed A3"
DB02,With Friends Like These...,200,"Killed one of three bound, innocent captives to repay the debt and gain entry to the Sanctuary",kill_the_helpless,Kyne,-,m,small,"cross-gen candidate: kill_the_helpless(m) from the Kyne Part B profile, stepped down; reviewed A3"
DB03,Mourning Never Comes,30,"OPTIONAL: killed Nilsine Shatter-Shield, an innocent, for the bonus",kill_the_helpless,Kyne,-,m,small,"cross-gen candidate: kill_the_helpless(m) from the Kyne Part B profile, stepped down; reviewed A3"
DB05,Bound Until Death,200,"Assassinated Vittoria Vici, the defenseless bride, at her own wedding",kill_the_helpless,Kyne,-,m,small,"cross-gen candidate: kill_the_helpless(m) from the Kyne Part B profile, stepped down; reviewed A3"
DB09,To Kill an Empire,200,Returned to the Sanctuary to lend aid to the Family under assault (defend branch),defend_kin_home,Kyne,+,m,small,"cross-gen candidate: defend_kin_home(m) from the Kyne Part B profile, stepped down; reviewed A3"
DB10,Death Incarnate,20,"Defended the burning Sanctuary, killing the Legion soldiers attacking the Family (defense outcome)",kill_honorable_combat,Kyne,+,m,small,"cross-gen candidate: kill_honorable_combat(S) from the Kyne Part B profile, stepped down; reviewed A3"
MQ105U,The Horn of Jurgen Windcaller,60,"Complete the Greybeards' final trial, retrieving the Horn of Jurgen Windcaller",prove_by_struggle,Kyne,+,S,small,cross-gen candidate: prove_by_struggle(S) from the Kyne Part B profile; reviewed A3
MQ201Malborn,(no name) [Malborn / Thalmor assassin],100,Killed the Khajiit Thalmor assassin lying in wait for Malborn,kill_honorable_combat,Kyne,+,m,small,"cross-gen candidate: kill_honorable_combat(S) from the Kyne Part B profile, stepped down; reviewed A3"
MQ303,The World-Eater's Eyrie,300,"I set Odahviing free, he flew me to Skuldafn; I fought my way to the top and entered Alduin's portal to Sovngarde (single outcome)",prove_by_struggle,Kyne,+,S,small,cross-gen candidate: prove_by_struggle(S) from the Kyne Part B profile; reviewed A3
MQ304,Sovngarde,200,"Reached the Hall of Heroes; permitted by Shor to join Gormlaith, Hakon and Felldir against Alduin (single outcome)",prove_by_struggle,Kyne,+,m,small,"cross-gen candidate: prove_by_struggle(S) from the Kyne Part B profile, stepped down; reviewed A3"
DA02KillObj,Boethiah's Bidding,200,Assassinate the Jarl of Solitude by guile/stealth,murder_treacherous,Shor,-,S,small,cross-gen candidate: murder_treacherous(S) from the Shor Part B profile; reviewed A3
DA03,A Daedra's Best Friend,155,Kill loyal Barbas + keep the Rueful Axe,murder_treacherous,Shor,-,m,small,"cross-gen candidate: murder_treacherous(S) from the Shor Part B profile, stepped down; reviewed A3"
DA06,The Cursed Tribe,200,Defend Largashbur; prove worthier than Yamarz; lift the curse,kill_honorable_combat,Shor,+,C,small,cross-gen candidate: kill_honorable_combat(C) from the Shor Part B profile; reviewed A3
DA07,Pieces of the Past,100,Kill Silus for Dagon; reforge Mehrunes' Razor,murder_treacherous,Shor,-,m,small,"cross-gen candidate: murder_treacherous(S) from the Shor Part B profile, stepped down; reviewed A3"
DA16,Waking Nightmare,190,Murder Erandur (priest of Mara) + take the Skull of Corruption,murder_treacherous,Shor,-,m,small,"cross-gen candidate: murder_treacherous(S) from the Shor Part B profile, stepped down; reviewed A3"
TG08B,Blindsighted,50,Slay the traitor Mercer Frey; recover the Skeleton Key,kill_honorable_combat,Shor,+,C,small,cross-gen candidate: kill_honorable_combat(C) from the Shor Part B profile; reviewed A3
DB07,The Cure for Madness,200,Hunted down and killed Cicero on Astrid's order (kill branch),murder_treacherous,Shor,-,m,small,"cross-gen candidate: murder_treacherous(S) from the Shor Part B profile, stepped down; reviewed A3"
DB11,Hail Sithis!,70,Optionally killed the contractor Amaund Motierre after taking payment (optional kill branch),murder_treacherous,Shor,-,m,small,"cross-gen candidate: murder_treacherous(S) from the Shor Part B profile, stepped down; reviewed A3"
MQ105U,The Horn of Jurgen Windcaller,60,"Complete the Greybeards' final trial, retrieving the Horn of Jurgen Windcaller",prove_by_struggle,Shor,+,m,small,"cross-gen candidate: prove_by_struggle(S) from the Shor Part B profile, stepped down; reviewed A3"
DLC1VQSaint,Impatience of a Saint,200,Gathered Saint Jiub's lost opus pages in the Soul Cairn and returned a trapped soul his life's work,honor_the_dead,Shor,+,m,small,cross-gen candidate: honor_the_dead(m) from the Shor Part B profile; reviewed A3
DA02,Boethiah's Calling,40,Sacrifice the trusting + defeat champion + don Ebony Mail,murder_treacherous,Shor,-,S,small,"cross-gen candidate CONFLICT resolved: murder_treacherous(S) dominates prove_by_struggle(S) -- the enabling act is a treacherous sacrifice of a trusting companion, which Shor's honor code condemns regardless of the subsequent duel; reviewed A3"
DA02,Boethiah's Calling,40,Sacrifice the trusting + defeat champion + don Ebony Mail,prove_by_struggle,Tsun,+,C,small,cross-gen candidate: prove_by_struggle(C) from the Tsun Part B profile; Tsun's trial-focus reads the champion duel on its own terms; reviewed A3
DA05,Ill Met By Moonlight,105,Defend Sinding; spare the hunted (Ring of Hircine),protect_the_weak,Tsun,+,m,small,cross-gen candidate: protect_the_weak(m) from the Tsun Part B profile; reviewed A3
DA06,The Cursed Tribe,200,Defend Largashbur; prove worthier than Yamarz; lift the curse,prove_by_struggle,Tsun,+,C,small,cross-gen candidate: prove_by_struggle(C) from the Tsun Part B profile; reviewed A3
DA11,The Taste of Death,250,Kill Eola; save Verulus from the cannibals,protect_the_weak,Tsun,+,m,small,cross-gen candidate: protect_the_weak(m) from the Tsun Part B profile; reviewed A3
TG08B,Blindsighted,50,Slay the traitor Mercer Frey; recover the Skeleton Key,kill_honorable_combat,Tsun,+,S,small,cross-gen candidate: kill_honorable_combat(S) from the Tsun Part B profile; reviewed A3
CW01A,Joining the Legion,1,Clear out bandits at Fort Hraggstad (armed foes in battle),kill_honorable_combat,Tsun,+,m,small,"cross-gen candidate: kill_honorable_combat(S) from the Tsun Part B profile, stepped down; reviewed A3"
CW03,Message to Whiterun,16,"Assist Jarl Balgruuf with the dragon threat, defending Whiterun",protect_the_weak,Tsun,+,m,small,cross-gen candidate: protect_the_weak(m) from the Tsun Part B profile; reviewed A3
DB10,Death Incarnate,20,"Defended the burning Sanctuary, killing the Legion soldiers attacking the Family (defense outcome)",kill_honorable_combat,Tsun,+,m,small,"cross-gen candidate: kill_honorable_combat(S) from the Tsun Part B profile, stepped down; reviewed A3"
MQ201Malborn,(no name) [Malborn / Thalmor assassin],100,Killed the Khajiit Thalmor assassin lying in wait for Malborn,kill_honorable_combat,Tsun,+,m,small,"cross-gen candidate: kill_honorable_combat(S) from the Tsun Part B profile, stepped down; reviewed A3"
T01,The Heart of Dibella,200,Rescued Fjotra the kidnapped Sybil child from the Forsworn and restored her to the Temple of Dibella,protect_the_weak,Tsun,+,m,small,cross-gen candidate: protect_the_weak(m) from the Tsun Part B profile; reviewed A3
MS14,Laid to Rest,200,Destroyed the master vampire Movarth and his coven preying on Morthal,protect_the_weak,Tsun,+,m,small,cross-gen candidate: protect_the_weak(m) from the Tsun Part B profile; reviewed A3
dunHunterQST,Kyne's Sacred Trials,100,Completed the Sacred Trials of Kyne and received her blessing from Froki,prove_by_struggle,Tsun,+,C,small,"cross-gen candidate: prove_by_struggle(C) from the Tsun Part B profile; Tsun is the trial-god proper, strong fit; reviewed A3"
DA03,A Daedra's Best Friend,200,Reunite Barbas + Vile; Masque,mercy_spare,Stuhn,+,C,small,cross-gen candidate: mercy_spare(C) from the Stuhn Part B profile; reviewed A3
DA03,A Daedra's Best Friend,155,Kill loyal Barbas + keep the Rueful Axe,kill_the_helpless,Stuhn,-,C,small,"cross-gen candidate: kill_the_helpless(C) from the Stuhn Part B profile; opposite branch of the DA03 s200 mercy row, kept per opposite-branch allowance; reviewed A3"
DA05,Ill Met By Moonlight,105,Defend Sinding; spare the hunted (Ring of Hircine),mercy_spare,Stuhn,+,C,small,cross-gen candidate: mercy_spare(C) from the Stuhn Part B profile; reviewed A3
TG08A,Trinity Restored,57,Take the Nightingale Oath to Nocturnal,keep_oath,Stuhn,+,S,small,cross-gen candidate: keep_oath(S) from the Stuhn Part B profile; reviewed A3
TG09,Darkness Returns,200,Return the Skeleton Key to the Ebonmere; become Nightingale Agent,keep_oath,Stuhn,+,m,small,"cross-gen candidate: keep_oath(S) from the Stuhn Part B profile, stepped down; distinct oath-fulfillment milestone from TG08A; reviewed A3"
CW01A,Joining the Legion,160,Take the oath to join the Imperial Legion (serve the Empire),keep_oath,Stuhn,+,m,small,"cross-gen candidate: keep_oath(S) from the Stuhn Part B profile, stepped down; reviewed A3"
CW01B,Joining the Stormcloaks,160,Take the oath to join the Stormcloaks (Talos/Nord cause vs the Empire),keep_oath,Stuhn,+,m,small,"cross-gen candidate: keep_oath(S) from the Stuhn Part B profile, stepped down; reviewed A3"
CW03,Message to Whiterun,16,"Assist Jarl Balgruuf with the dragon threat, defending Whiterun",protect_the_weak,Stuhn,+,S,small,cross-gen candidate: protect_the_weak(S) from the Stuhn Part B profile; reviewed A3
MQ104,Dragon Rising,160,"Slay the dragon at the Western Watchtower in open battle, defending Whiterun",protect_the_weak,Stuhn,+,S,small,cross-gen candidate: protect_the_weak(S) from the Stuhn Part B profile; reviewed A3
T01,The Heart of Dibella,200,Rescued Fjotra the kidnapped Sybil child from the Forsworn and restored her to the Temple of Dibella,protect_the_weak,Stuhn,+,S,small,cross-gen candidate: protect_the_weak(S) from the Stuhn Part B profile; reviewed A3
MS14,Laid to Rest,200,Destroyed the master vampire Movarth and his coven preying on Morthal,protect_the_weak,Stuhn,+,S,small,cross-gen candidate: protect_the_weak(S) from the Stuhn Part B profile; reviewed A3
FreeformKolskeggrA,Kolskeggr Mine (reclaim),200,Drove the Forsworn from Kolskeggr so Pavo and the miners could return to honest work,uphold_law_justice,Stuhn,+,m,small,cross-gen candidate: uphold_law_justice(m) from the Stuhn Part B profile; reviewed A3
DA01,The Black Star,110,Complete the Black Star (give to Nelacar; traps mortal souls),serve_a_daedra:azura,Auri-El,-,m,small,"cross-gen candidate: serve_a_daedra:azura(S) from the Auri-El Part B profile, stepped down; reviewed A4"
DA08,The Whispering Door,60,Take Mephala's Ebony Blade (fed by slaying those close),serve_a_daedra:mephala,Auri-El,-,m,small,"cross-gen candidate: serve_a_daedra:mephala(S) from the Auri-El Part B profile, stepped down; reviewed A4"
DA10,The House of Horrors,200,Beat the captive priest into submission + kill him; Mace of Molag Bal,serve_a_daedra:molagbal,Auri-El,-,m,small,"cross-gen candidate: serve_a_daedra:molagbal(S) from the Auri-El Part B profile, stepped down; reviewed A4"
DA11,The Taste of Death,100,Feast on Verulus's corpse; Ring of Namira,serve_a_daedra:namira,Auri-El,-,m,small,"cross-gen candidate: serve_a_daedra:namira(S) from the Auri-El Part B profile, stepped down; reviewed A4"
DA16,Waking Nightmare,190,Murder Erandur (priest of Mara) + take the Skull of Corruption,serve_a_daedra:vaermina,Auri-El,-,m,small,"cross-gen candidate: serve_a_daedra:vaermina(S) from the Auri-El Part B profile, stepped down; reviewed A4"
CW01B,Joining the Stormcloaks,1,Kill the Ice Wraith at Serpentstone Isle to prove worthy,prove_by_struggle,Auri-El,+,m,small,"cross-gen candidate: prove_by_struggle(m) from the Auri-El Part B profile, stepped down; reviewed A4"
